rating_id,country_id,coder_id,question_id,code,confidence,historical_date,text_answer,timestamp,data_type,date_added,party_id
33053966,15,447,411,NULL,80,12/31/2015,"En las zonas en las que ha habido presencia de grupos armados ilegales, principalmente: Sur; Nororiente; Costa Pacífica; Suroriente.. ",31:04.9,NULL,31:04.9,NULL
33517785,15,5487,411,NULL,100,12/31/2015,"The Caribbean coast and regions where non-state armed actors have presence (e.g., Amazon region and the Northeastern rural municipalities). ",20:03.8,NULL,20:03.8,NULL
24113389,15,502,411,NULL,100,12/31/2015,Rural areas and poor sectors of cities throughout the country.,50:42.0,NULL,NULL,NULL
24759922,15,489,411,NULL,95,12/31/2015,"Armed conflict areas
Rural areas",02:12.7,NULL,NULL,NULL
28184388,15,413,411,NULL,95,12/31/2015,Municipalities with significant guerrilla and/or presence of criminal groups and remilitarized paramilitary units.,04:24.7,NULL,04:24.7,NULL
39256763,15,5798,411,NULL,100,12/31/2015,Periferia,09:29.8,NULL,09:29.8,NULL
45010602,15,5994,411,NULL,100,12/31/2015,Zonas rurales,41:20.9,NULL,41:20.9,NULL
24113390,15,502,411,NULL,100,12/31/2016,Rural areas and poor sectors of cities throughout the country.,50:42.0,NULL,NULL,NULL
39256764,15,5798,411,NULL,100,12/31/2016,Periferia,09:29.8,NULL,09:29.8,NULL
28184389,15,413,411,NULL,95,12/31/2016,Municipalities with significant guerrilla and/or presence of criminal groups and remilitarized paramilitary units.,04:24.7,NULL,04:24.7,NULL
45010603,15,5994,411,NULL,100,12/31/2016,Zonas rurales,41:20.9,NULL,41:20.9,NULL
31835928,15,4961,411,NULL,60,12/31/2016,"Municipios de la costa Caribe, de la costa Pacífica, del sur del país y del oriente. En general, lo municipios afectados por la violencia que se ubican lejos de la capital.
",07:42.9,NULL,07:42.9,NULL
36950538,15,489,411,NULL,95,12/31/2016,"Armed conflict areas
Rural areas.
Some areas in the north-eastern part of the country (Cesar); Atlantic areas (La Guajira, Magdalena, and Bolívar), Pacific Coast (Choco) and some southeastern departments (Caquetá, Amazonas, Vaupés and Guainia). ",49:58.0,NULL,49:58.0,NULL
33517786,15,5487,411,NULL,100,12/31/2016,"The Caribbean coast and regions where non-state armed actors have presence (e.g., Amazon region and the Northeastern rural municipalities). ",20:03.8,NULL,20:03.8,NULL
33053967,15,447,411,NULL,80,12/31/2016,"En las zonas en las que ha habido presencia de grupos armados ilegales, principalmente: Sur; Nororiente; Costa Pacífica; Suroriente.. ",31:04.9,NULL,31:04.9,NULL
27987649,15,502,411,NULL,100,12/31/2017,Rural areas and poor sectors of cities throughout the country.,24:06.0,NULL,24:06.0,NULL
33517787,15,5487,411,NULL,100,12/31/2017,"The Caribbean coast and regions where non-state armed actors have presence (e.g., Amazon region and the Northeastern rural municipalities). ",20:03.8,NULL,20:03.8,NULL
36950511,15,489,411,NULL,95,12/31/2017,"Areas previously affected by armed conflicts and rural areas. Some areas in the north-eastern part of the country (Cesar); Atlantic areas (La Guajira, Magdalena, and Bolívar), Pacific Coast (Choco) and some southeastern departments (Caquetá, Amazonas, Vaupés and Guainia). ",49:34.4,NULL,49:34.4,NULL
31835929,15,4961,411,NULL,60,12/31/2017,"Municipios de la costa Caribe, de la costa Pacífica, del sur del país y del oriente. En general, lo municipios afectados por la violencia que se ubican lejos de la capital.
",07:42.9,NULL,07:42.9,NULL
39256765,15,5798,411,NULL,100,12/31/2017,Periferia,09:29.8,NULL,09:29.8,NULL
45010604,15,5994,411,NULL,100,12/31/2017,Zonas rurales,41:20.9,NULL,41:20.9,NULL
33053968,15,447,411,NULL,80,12/31/2017,"En las zonas en las que ha habido presencia de grupos armados ilegales, principalmente: Sur; Nororiente; Costa Pacífica; Suroriente.. ",31:04.9,NULL,31:04.9,NULL
28184390,15,413,411,NULL,95,12/31/2017,Municipalities with significant guerrilla and/or presence of criminal groups and remilitarized paramilitary units.,04:24.7,NULL,04:24.7,NULL
39256766,15,5798,411,NULL,100,12/31/2018,Periferia,09:29.8,NULL,09:29.8,NULL
33401292,15,413,411,NULL,90,12/31/2018,Municipalities with significant guerrilla and/or presence of criminal groups and remilitarized paramilitary units.,28:34.2,NULL,28:34.2,NULL
33517788,15,5487,411,NULL,100,12/31/2018,"The Caribbean coast and regions where non-state armed actors have presence (e.g., Amazon region and the Northeastern rural municipalities). ",20:03.8,NULL,20:03.8,NULL
36950469,15,489,411,NULL,100,12/31/2018,"Areas previously affected by armed conflicts and rural areas. Some areas in the north-eastern part of the country (Cesar); Atlantic areas (La Guajira, Magdalena, and Bolívar), Pacific Coast (Choco) and some southeastern departments (Caquetá, Amazonas, Vaupés and Guainia). ",49:07.1,NULL,49:07.1,NULL
33053969,15,447,411,NULL,80,12/31/2018,"En las zonas en las que ha habido presencia de grupos armados ilegales, principalmente: Sur; Nororiente; Costa Pacífica; Suroriente.. ",31:04.9,NULL,31:04.9,NULL
45010605,15,5994,411,NULL,100,12/31/2018,Zonas rurales,41:20.9,NULL,41:20.9,NULL
31835930,15,4961,411,NULL,60,12/31/2018,"Municipios de la costa Caribe, de la costa Pacífica, del sur del país y del oriente. En general, lo municipios afectados por la violencia que se ubican lejos de la capital.
",07:42.9,NULL,07:42.9,NULL
45010606,15,5994,411,NULL,100,12/31/2019,Zonas rurales,41:20.9,NULL,41:20.9,NULL
39256767,15,5798,411,NULL,100,12/31/2019,Periferia,09:29.8,NULL,09:29.8,NULL
36950442,15,489,411,NULL,95,12/31/2019,"Some areas in the north-eastern part of the country (Cesar); Atlantic areas (La Guajira, Magdalena, and Bolívar), Pacific Coast (Choco) and some southeastern departments (Caquetá, Amazonas, Vaupés and Guainia). ",48:41.0,NULL,48:41.0,NULL
36220717,15,4961,411,NULL,100,12/31/2019,"The Pacific coast, the atlantic coast",36:55.1,NULL,36:55.1,NULL
40572526,15,5487,411,NULL,100,12/31/2019,"regions under the role of armed non-state groups (e.g., paramilitaries and guerrillas)",07:47.8,NULL,07:47.8,NULL
45526252,15,413,411,NULL,75,12/31/2019,Municipalities with significant guerrilla and/or presence of criminal groups and remilitarized paramilitary units.,23:01.8,NULL,23:01.8,NULL
39292350,15,4220,411,NULL,70,12/31/2019,"Caquetá, Guaviare, Nariño, Cauca, Valle del Cauca, Choco, Antioquia, Córdoba, Valledupar, Norte de Santander, La Guajira, Bolívar, Vichada, Casanare, ",30:09.2,NULL,30:09.2,NULL
40942553,15,5515,411,NULL,80,12/31/2019,"There were some areas that experienced disruptions/violence: Magdalena Department, San Zenon, Pijino del Carmen, Providencia (in Narino Department).

7 candidates were murdered, 16 murder attempts, one kidnapping

Parties affiliated with the FARC were harrassed.

See: http://www.oas.org/EOMDatabase/MoeReport.aspx?Lang=en&Id=416&MissionId=497
",43:05.4,NULL,43:05.4,NULL
42972271,15,4961,411,NULL,80,12/31/2020,Los municipios rurales de las regiones más alejadas del centro del país.,26:11.2,NULL,26:11.2,NULL
45526253,15,413,411,NULL,90,12/31/2020,Municipalities with significant guerrilla and/or presence of criminal groups and remilitarized paramilitary units.,23:01.8,NULL,23:01.8,NULL
45010607,15,5994,411,NULL,100,12/31/2020,Zonas rurales,41:20.9,NULL,41:20.9,NULL
45151095,15,5487,411,NULL,90,12/31/2020,"Rural and poor municipalities, coastal areas. ",56:03.7,NULL,56:03.7,NULL
48042930,15,5994,411,NULL,100,12/31/2021,Zonas rurales,38:32.5,NULL,38:32.5,NULL
48042931,15,5994,411,NULL,100,12/31/2021,Zonas rurales,38:32.6,NULL,38:32.6,NULL
47585726,15,4961,411,NULL,100,12/31/2021,zonas rurales y más alejadas del centro del país.,59:50.3,NULL,59:50.3,NULL
943239,15,502,414,NULL,80,12/31/1900,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135774,15,449,414,NULL,85,12/31/1900,Andean region,20:32.2,normal,NULL,NULL
47201909,15,5993,414,NULL,100,12/31/1900,El norte del país ,19:46.2,NULL,19:46.2,NULL
39258859,15,5798,414,NULL,100,12/31/1900,"Centros urbanos, zonas integradas socioeconomicamente",14:07.1,NULL,14:07.1,NULL
45012253,15,5994,414,NULL,50,12/31/1900,Centro,56:22.9,NULL,56:22.9,NULL
943243,15,502,414,NULL,80,12/31/1901,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135775,15,449,414,NULL,85,12/31/1901,Andean region,20:32.2,normal,NULL,NULL
26135776,15,449,414,NULL,85,12/31/1902,Andean region,20:32.2,normal,NULL,NULL
943247,15,502,414,NULL,80,12/31/1902,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135777,15,449,414,NULL,85,12/31/1903,Andean region,20:32.2,normal,NULL,NULL
943251,15,502,414,NULL,80,12/31/1903,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135778,15,449,414,NULL,85,12/31/1904,Andean region,20:32.2,normal,NULL,NULL
943255,15,502,414,NULL,80,12/31/1904,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943259,15,502,414,NULL,80,12/31/1905,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135779,15,449,414,NULL,85,12/31/1905,Andean region,20:32.2,normal,NULL,NULL
26135780,15,449,414,NULL,85,12/31/1906,Andean region,20:32.2,normal,NULL,NULL
943263,15,502,414,NULL,80,12/31/1906,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943267,15,502,414,NULL,80,12/31/1907,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135781,15,449,414,NULL,85,12/31/1907,Andean region,20:32.2,normal,NULL,NULL
26135782,15,449,414,NULL,85,12/31/1908,Andean region,20:32.2,normal,NULL,NULL
943271,15,502,414,NULL,80,12/31/1908,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135783,15,449,414,NULL,85,12/31/1909,Andean region,20:32.2,normal,NULL,NULL
943275,15,502,414,NULL,80,12/31/1909,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943279,15,502,414,NULL,80,12/31/1910,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135784,15,449,414,NULL,85,12/31/1910,Andean region,20:32.2,normal,NULL,NULL
943283,15,502,414,NULL,80,12/31/1911,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135785,15,449,414,NULL,85,12/31/1911,Andean region,20:32.2,normal,NULL,NULL
943287,15,502,414,NULL,80,12/31/1912,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135786,15,449,414,NULL,85,12/31/1912,Andean region,20:32.2,normal,NULL,NULL
26135787,15,449,414,NULL,85,12/31/1913,Andean region,20:32.2,normal,NULL,NULL
943291,15,502,414,NULL,80,12/31/1913,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943295,15,502,414,NULL,80,12/31/1914,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135788,15,449,414,NULL,85,12/31/1914,Andean region,20:32.2,normal,NULL,NULL
26135789,15,449,414,NULL,85,12/31/1915,Andean region,20:32.2,normal,NULL,NULL
943299,15,502,414,NULL,80,12/31/1915,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943303,15,502,414,NULL,80,12/31/1916,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135790,15,449,414,NULL,85,12/31/1916,Andean region,20:32.2,normal,NULL,NULL
943307,15,502,414,NULL,80,12/31/1917,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135791,15,449,414,NULL,85,12/31/1917,Andean region,20:32.2,normal,NULL,NULL
26135792,15,449,414,NULL,85,12/31/1918,Andean region,20:32.2,normal,NULL,NULL
943311,15,502,414,NULL,80,12/31/1918,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943315,15,502,414,NULL,80,12/31/1919,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135793,15,449,414,NULL,85,12/31/1919,Andean region,20:32.2,normal,NULL,NULL
26135794,15,449,414,NULL,85,12/31/1920,Andean region,20:32.2,normal,NULL,NULL
943319,15,502,414,NULL,80,12/31/1920,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135795,15,449,414,NULL,85,12/31/1921,Andean region,20:32.2,normal,NULL,NULL
943323,15,502,414,NULL,80,12/31/1921,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135796,15,449,414,NULL,85,12/31/1922,Andean region,20:32.2,normal,NULL,NULL
943327,15,502,414,NULL,80,12/31/1922,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135797,15,449,414,NULL,85,12/31/1923,Andean region,20:32.2,normal,NULL,NULL
943331,15,502,414,NULL,80,12/31/1923,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943335,15,502,414,NULL,80,12/31/1924,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135798,15,449,414,NULL,85,12/31/1924,Andean region,20:32.2,normal,NULL,NULL
47201910,15,5993,414,NULL,100,12/31/1925,El norte del país ,19:46.2,NULL,19:46.2,NULL
45012254,15,5994,414,NULL,50,12/31/1925,Centro,56:22.9,NULL,56:22.9,NULL
39258860,15,5798,414,NULL,100,12/31/1925,"Centros urbanos, zonas integradas socioeconomicamente",14:07.1,NULL,14:07.1,NULL
26135799,15,449,414,NULL,85,12/31/1925,Andean region,20:32.2,normal,NULL,NULL
943339,15,502,414,NULL,80,12/31/1925,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943343,15,502,414,NULL,80,12/31/1926,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135800,15,449,414,NULL,85,12/31/1926,Andean region,20:32.2,normal,NULL,NULL
943347,15,502,414,NULL,80,12/31/1927,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135801,15,449,414,NULL,85,12/31/1927,Andean region,20:32.2,normal,NULL,NULL
943351,15,502,414,NULL,80,12/31/1928,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135802,15,449,414,NULL,85,12/31/1928,Andean region,20:32.2,normal,NULL,NULL
26135803,15,449,414,NULL,85,12/31/1929,Andean region,20:32.2,normal,NULL,NULL
943355,15,502,414,NULL,80,12/31/1929,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135804,15,449,414,NULL,85,12/31/1930,Andean region,20:32.2,normal,NULL,NULL
943359,15,502,414,NULL,80,12/31/1930,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943363,15,502,414,NULL,80,12/31/1931,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135805,15,449,414,NULL,85,12/31/1931,Andean region,20:32.2,normal,NULL,NULL
26135806,15,449,414,NULL,85,12/31/1932,Andean region,20:32.2,normal,NULL,NULL
943367,15,502,414,NULL,80,12/31/1932,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943371,15,502,414,NULL,80,12/31/1933,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135807,15,449,414,NULL,85,12/31/1933,Andean region,20:32.2,normal,NULL,NULL
943375,15,502,414,NULL,80,12/31/1934,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135808,15,449,414,NULL,85,12/31/1934,Andean region,20:32.2,normal,NULL,NULL
26135809,15,449,414,NULL,85,12/31/1935,Andean region,20:32.2,normal,NULL,NULL
943379,15,502,414,NULL,80,12/31/1935,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943383,15,502,414,NULL,80,12/31/1936,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135810,15,449,414,NULL,85,12/31/1936,Andean region,20:32.2,normal,NULL,NULL
943387,15,502,414,NULL,80,12/31/1937,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135811,15,449,414,NULL,85,12/31/1937,Andean region,20:32.2,normal,NULL,NULL
26135812,15,449,414,NULL,85,12/31/1938,Andean region,20:32.2,normal,NULL,NULL
943391,15,502,414,NULL,80,12/31/1938,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943395,15,502,414,NULL,80,12/31/1939,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135813,15,449,414,NULL,85,12/31/1939,Andean region,20:32.2,normal,NULL,NULL
26135814,15,449,414,NULL,85,12/31/1940,Andean region,20:32.2,normal,NULL,NULL
943399,15,502,414,NULL,80,12/31/1940,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943403,15,502,414,NULL,80,12/31/1941,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135815,15,449,414,NULL,85,12/31/1941,Andean region,20:32.2,normal,NULL,NULL
943407,15,502,414,NULL,80,12/31/1942,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135816,15,449,414,NULL,85,12/31/1942,Andean region,20:32.2,normal,NULL,NULL
943411,15,502,414,NULL,80,12/31/1943,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135817,15,449,414,NULL,85,12/31/1943,Andean region,20:32.2,normal,NULL,NULL
943415,15,502,414,NULL,80,12/31/1944,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135818,15,449,414,NULL,85,12/31/1944,Andean region,20:32.2,normal,NULL,NULL
943419,15,502,414,NULL,80,12/31/1945,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135819,15,449,414,NULL,85,12/31/1945,Andean region,20:32.2,normal,NULL,NULL
26135820,15,449,414,NULL,85,12/31/1946,Andean region,20:32.2,normal,NULL,NULL
943423,15,502,414,NULL,80,12/31/1946,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943427,15,502,414,NULL,80,12/31/1947,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135821,15,449,414,NULL,85,12/31/1947,Andean region,20:32.2,normal,NULL,NULL
943431,15,502,414,NULL,80,12/31/1948,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135822,15,449,414,NULL,85,12/31/1948,Andean region,20:32.2,normal,NULL,NULL
943435,15,502,414,NULL,80,12/31/1949,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135823,15,449,414,NULL,85,12/31/1949,Andean region,20:32.2,normal,NULL,NULL
45012255,15,5994,414,NULL,50,12/31/1950,Centro,56:22.9,NULL,56:22.9,NULL
943439,15,502,414,NULL,80,12/31/1950,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
47201911,15,5993,414,NULL,100,12/31/1950,El norte del país ,19:46.2,NULL,19:46.2,NULL
26135824,15,449,414,NULL,85,12/31/1950,Andean region,20:32.2,normal,NULL,NULL
39258861,15,5798,414,NULL,100,12/31/1950,"Centros urbanos, zonas integradas socioeconomicamente",14:07.1,NULL,14:07.1,NULL
943443,15,502,414,NULL,80,12/31/1951,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135825,15,449,414,NULL,85,12/31/1951,Andean region,20:32.2,normal,NULL,NULL
26135826,15,449,414,NULL,85,12/31/1952,Andean region,20:32.2,normal,NULL,NULL
943447,15,502,414,NULL,80,12/31/1952,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943451,15,502,414,NULL,80,12/31/1953,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135827,15,449,414,NULL,85,12/31/1953,Andean region,20:32.2,normal,NULL,NULL
943455,15,502,414,NULL,80,12/31/1954,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135828,15,449,414,NULL,85,12/31/1954,Andean region,20:32.2,normal,NULL,NULL
943459,15,502,414,NULL,80,12/31/1955,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135829,15,449,414,NULL,85,12/31/1955,Andean region,20:32.2,normal,NULL,NULL
26135830,15,449,414,NULL,85,12/31/1956,Andean region,20:32.2,normal,NULL,NULL
943463,15,502,414,NULL,80,12/31/1956,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135831,15,449,414,NULL,85,12/31/1957,Andean region,20:32.2,normal,NULL,NULL
943467,15,502,414,NULL,80,12/31/1957,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
24902571,15,854,414,NULL,80,12/31/1958,"Departamentos con alta poblacion, zonas de mayor desarrollo economico",07:23.8,NULL,NULL,NULL
26135832,15,449,414,NULL,85,12/31/1958,Andean region,20:32.2,normal,NULL,NULL
943471,15,502,414,NULL,80,12/31/1958,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135833,15,449,414,NULL,85,12/31/1959,Andean region,20:32.2,normal,NULL,NULL
943475,15,502,414,NULL,80,12/31/1959,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943479,15,502,414,NULL,80,12/31/1960,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
24902572,15,854,414,NULL,80,12/31/1960,"Departamentos con alta poblacion, zonas de mayor desarrollo economico",07:23.8,NULL,NULL,NULL
26135834,15,449,414,NULL,85,12/31/1960,Andean region,20:32.2,normal,NULL,NULL
26135835,15,449,414,NULL,85,12/31/1961,Andean region,20:32.2,normal,NULL,NULL
943483,15,502,414,NULL,80,12/31/1961,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
24902573,15,854,414,NULL,80,12/31/1961,"Departamentos con alta poblacion, zonas de mayor desarrollo economico",07:23.8,NULL,NULL,NULL
943487,15,502,414,NULL,80,12/31/1962,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
24902574,15,854,414,NULL,80,12/31/1962,"Departamentos con alta poblacion, zonas de mayor desarrollo economico",07:23.8,NULL,NULL,NULL
26135836,15,449,414,NULL,85,12/31/1962,Andean region,20:32.2,normal,NULL,NULL
943491,15,502,414,NULL,80,12/31/1963,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
24902575,15,854,414,NULL,80,12/31/1963,"Departamentos con alta poblacion, zonas de mayor desarrollo economico",07:23.8,NULL,NULL,NULL
26135837,15,449,414,NULL,85,12/31/1963,Andean region,20:32.2,normal,NULL,NULL
24902576,15,854,414,NULL,80,12/31/1964,"Departamentos con alta poblacion, zonas de mayor desarrollo economico",07:23.8,NULL,NULL,NULL
943495,15,502,414,NULL,80,12/31/1964,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135838,15,449,414,NULL,85,12/31/1964,Andean region,20:32.2,normal,NULL,NULL
24902577,15,854,414,NULL,80,12/31/1965,"Departamentos con alta poblacion, zonas de mayor desarrollo economico",07:23.8,NULL,NULL,NULL
943499,15,502,414,NULL,80,12/31/1965,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135839,15,449,414,NULL,85,12/31/1965,Andean region,20:32.2,normal,NULL,NULL
943503,15,502,414,NULL,80,12/31/1966,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135840,15,449,414,NULL,85,12/31/1966,Andean region,20:32.2,normal,NULL,NULL
24902578,15,854,414,NULL,80,12/31/1966,"Departamentos con alta poblacion, zonas de mayor desarrollo economico",07:23.8,NULL,NULL,NULL
943507,15,502,414,NULL,80,12/31/1967,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
24902579,15,854,414,NULL,80,12/31/1967,"Departamentos con alta poblacion, zonas de mayor desarrollo economico",07:23.8,NULL,NULL,NULL
26135841,15,449,414,NULL,85,12/31/1967,Andean region,20:32.2,normal,NULL,NULL
24902580,15,854,414,NULL,80,12/31/1968,"Departamentos con alta poblacion, zonas de mayor desarrollo economico",07:23.8,NULL,NULL,NULL
26135842,15,449,414,NULL,85,12/31/1968,Andean region,20:32.2,normal,NULL,NULL
943511,15,502,414,NULL,80,12/31/1968,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943515,15,502,414,NULL,80,12/31/1969,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135843,15,449,414,NULL,85,12/31/1969,Andean region,20:32.2,normal,NULL,NULL
24902621,15,854,414,NULL,80,12/31/1970,"departamentos en la zona andina, departamentos con alta concentracion poblacional",08:15.9,NULL,NULL,NULL
26135844,15,449,414,NULL,85,12/31/1970,Andean region,20:32.2,normal,NULL,NULL
943519,15,502,414,NULL,80,12/31/1970,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135845,15,449,414,NULL,85,12/31/1971,Andean region,20:32.2,normal,NULL,NULL
943523,15,502,414,NULL,80,12/31/1971,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135846,15,449,414,NULL,85,12/31/1972,Andean region,20:32.2,normal,NULL,NULL
943527,15,502,414,NULL,80,12/31/1972,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
943531,15,502,414,NULL,80,12/31/1973,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
26135847,15,449,414,NULL,85,12/31/1973,Andean region,20:32.2,normal,NULL,NULL
26135848,15,449,414,NULL,85,12/31/1974,Andean region,20:32.2,normal,NULL,NULL
24902622,15,854,414,NULL,80,12/31/1974,"departamentos en la zona andina, departamentos con alta concentracion poblacional",08:15.9,NULL,NULL,NULL
943535,15,502,414,NULL,80,12/31/1974,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
47201912,15,5993,414,NULL,100,12/31/1975,El norte del país ,19:46.2,NULL,19:46.2,NULL
45012256,15,5994,414,NULL,50,12/31/1975,Centro,56:22.9,NULL,56:22.9,NULL
26135849,15,449,414,NULL,85,12/31/1975,Andean region,20:32.2,normal,NULL,NULL
943539,15,502,414,NULL,80,12/31/1975,"More educated and richer sectors of urban areas throughout the country, but mostly in major cities",34:46.3,NULL,NULL,NULL
