MPIO_CDPMP,north,south,east,west
91263,0,0.7255117242990538,0.057599261655956364,0
91405,0,0.632456042510585,0.051686764934761424,0
91407,0,0.655408015212538,0.48824373231880913,0
91430,0,0.49528659836293437,0.31719688225229864,0
91460,0,0.5643978699301715,0.3042667689570678,0
91530,0,0.5969979189957458,0,0.07794525896510923
91536,0,0.714889557904262,0.3102164636599743,0
91540,0,0.9264542057965665,0.4186933375634676,0
91669,0,0.6153064960882706,0.18343905071170485,0
91798,0,0.7814085204791512,0.493341762456992,0
97001,0,0.35502942153454264,0.42742350467802287,0
97161,0,0.35045614141417186,0.2809447808806454,0
97511,0,0.4559627350821452,0.34420418323172114,0
97666,0,0.5684293715201947,0.5091788762189315,0
97777,0,0.2731270998056292,0.38113503268778237,0
97889,0,0.37744173260548336,0.5555394725096374,0
95001,0,0.17442286495607065,0.18660855637748222,0
95015,0,0.28148618635744493,0.007780473966140421,0
95025,0,0.2233855849520395,0.24796676653865457,0
95200,0,0.31218658719576725,0.17074157518150082,0
17001,0.1243907993587288,0,0,0.28019690437157346
17013,0.178472300646246,0,0,0.27361864716970363
17486,0.13491813096838343,0,0,0.28015656666057903
17446,0.14042029897576563,0,0,0.2542964711492083
17444,0.14816968150270557,0,0,0.22633021632253716
17442,0.16750061997538046,0,0,0.29115524046891667
17433,0.14014308337089865,0,0,0.2392110203790228
17388,0.15702377978222193,0,0,0.28604838104070174
17380,0.17254639298793428,0,0,0.18832152343589037
17272,0.14570458669138278,0,0,0.28973238862363737
17174,0.11424377120069493,0,0,0.29867013623715977
17088,0.11504023051856686,0,0,0.3154432565693685
17050,0.14357608075520006,0,0,0.2763423766556484
17042,0.13670285563797743,0,0,0.3085820288729802
17495,0.1828219544135926,0,0,0.20480528014790855
17877,0.12063912385045149,0,0,0.3231906666641036
17873,0.1093021764873582,0,0,0.27189458224347635
17867,0.16275039832455415,0,0,0.2026439027025911
17777,0.16332089490889862,0,0,0.29557662014635466
17665,0.12304979006712227,0,0,0.3155883059466013
17662,0.1725210267325605,0,0,0.2208413758206351
17653,0.15461614627495682,0,0,0.2689107795518615
17616,0.1274201233257682,0,0,0.3092647188579457
17541,0.1584989272152185,0,0,0.2408527343410899
17524,0.12090466168171604,0,0,0.29805044504060146
17513,0.1682805393512821,0,0,0.2773275294498288
17614,0.16219546433637697,0,0,0.3085027729269737
63001,0.06287257094848858,0,0,0.3053471459526697
63111,0.04887462000289131,0,0,0.30755884594516186
63130,0.059541170534498165,0,0,0.2974708124443952
63190,0.07397076541459992,0,0,0.29864237028148344
63212,0.051965933892488436,0,0,0.2968439532090485
63272,0.08076384456979704,0,0,0.2991722440297636
63302,0.029223931518857407,0,0,0.3094691557819181
63401,0.056148289711528916,0,0,0.31602820536171666
63470,0.06523137675783977,0,0,0.3161142558853544
63548,0.042274014227802977,0,0,0.30053997559727913
63594,0.07454263059469883,0,0,0.313107720486673
63690,0.07465231830322022,0,0,0.2829292222043874
66001,0.09255954214760193,0,0,0.3038980888992163
66045,0.1303118132747621,0,0,0.33177070471195624
66075,0.10699898605768204,0,0,0.3305243110031435
66088,0.1367133355403953,0,0,0.32187802656300707
66170,0.09895764396103693,0,0,0.29899509320751166
66318,0.14934471927894838,0,0,0.31453103564798796
66383,0.11435021870643679,0,0,0.3380909499617915
66400,0.10556141036991082,0,0,0.32004541335780967
66440,0.10958921711465348,0,0,0.3086193711169406
66456,0.15922483268401688,0,0,0.3326738949346461
66572,0.14576270194517427,0,0,0.3456453971096991
66594,0.14972513360166612,0,0,0.3040177536542523
66682,0.0980904606342067,0,0,0.2850765657156651
66687,0.12044481760535927,0,0,0.33505795140497524
05001,0.24809028553100904,0,0,0.2921874465949981
05101,0.20420132843764185,0,0,0.3383712907304255
05107,0.3380815356840757,0,0,0.28654810479551285
05113,0.3061890866075828,0,0,0.32697774041904165
05120,0.3963796636030801,0,0,0.24742369517637805
05093,0.24052533170890034,0,0,0.33211206748472677
05091,0.192200252463935,0,0,0.3356252039516842
05088,0.2587572343521694,0,0,0.28972638347458574
05086,0.28981720649939474,0,0,0.2971361256870433
05079,0.26766755084549354,0,0,0.2596212395506142
05059,0.23819707405417348,0,0,0.31517691507563816
05055,0.1902020715731892,0,0,0.23251535617768768
05051,0.4960676920314723,0,0,0.3850762568873996
05044,0.25340527983022115,0,0,0.32703840538437695
05042,0.2773908446949836,0,0,0.3260763754350209
05040,0.3466489816374537,0,0,0.23410923550377213
05038,0.3117130854709854,0,0,0.2629814241606902
05036,0.23374559985919582,0,0,0.3043127817145891
05034,0.18133543603439756,0,0,0.32842524942602186
05031,0.32396444529395846,0,0,0.21940305518310393
05030,0.22442109730182344,0,0,0.30339440539292634
05021,0.25946235746951624,0,0,0.23204141561936775
05004,0.2870682222160679,0,0,0.3470765280623717
05002,0.20027513193858043,0,0,0.272245147843377
05895,0.3762415664108595,0,0,0.20521626496726553
05893,0.3184198343390732,0,0,0.12428991452630456
05890,0.2889388627665117,0,0,0.2126439809064792
05887,0.3250539988890962,0,0,0.2740857050868272
05885,0.29647626792916487,0,0,0.1933319326000937
05861,0.21637795291431777,0,0,0.31139422046044685
05858,0.3090831228331525,0,0,0.19314473201500656
05856,0.18428375718121065,0,0,0.294476065774973
05854,0.3542652193980708,0,0,0.2679080162988952
05842,0.31723542882375827,0,0,0.3525322592999737
05837,0.4314520007236084,0,0,0.4207995205405837
05819,0.3280318883247175,0,0,0.3040451421616445
05809,0.22709997839702398,0,0,0.3139871053488192
05792,0.20736913783635066,0,0,0.3173445455423539
05790,0.37780835635556154,0,0,0.2680177330842546
05789,0.1865826127510568,0,0,0.3036020418094097
05761,0.27575293895723857,0,0,0.30776359863825564
05756,0.1959320627159148,0,0,0.22843127468891875
05736,0.3544252673443936,0,0,0.17784444629089674
