"codmpio","Petro","Duque","nomark","null","blank","vtotal","diff_top2","Duquep","Petrop","diff_top2p"
25777,326,2038,2,21,90,2477,1712,0.82276947920872,0.131610819539766,0.691158659668954
25779,961,1978,6,55,99,3099,1017,0.638270409809616,0.310100032268474,0.328170377541142
25781,671,1511,7,68,126,2383,840,0.634074695761645,0.281577843054973,0.352496852706672
25785,3460,6402,11,184,741,10798,2942,0.59288757177255,0.320429709205408,0.272457862567142
25793,678,2845,2,98,145,3768,2167,0.755042462845011,0.179936305732484,0.575106157112527
25797,1249,2670,1,38,94,4052,1421,0.65893385982231,0.308242843040474,0.350691016781836
25799,3276,6549,5,234,647,10711,3273,0.611427504434693,0.30585379516385,0.305573709270843
25805,717,1395,1,21,50,2184,678,0.638736263736264,0.328296703296703,0.31043956043956
25807,373,1137,8,13,34,1565,764,0.726517571884984,0.238338658146965,0.488178913738019
25815,1545,5051,7,91,187,6881,3506,0.734050283389042,0.224531318122366,0.509518965266676
25817,10383,6753,14,685,1067,18902,-3630,0.357263781610412,0.549306951645329,-0.192043170034917
25823,264,1745,11,15,37,2072,1481,0.842181467181467,0.127413127413127,0.71476833976834
25839,668,3130,8,46,94,3946,2462,0.793208312214901,0.169285352255449,0.623922959959453
25841,966,2509,6,54,100,3635,1543,0.690233837689133,0.265749656121045,0.424484181568088
25843,7082,10440,18,519,1293,19352,3358,0.539479123604795,0.365957007027697,0.173522116577098
25845,1212,2639,1,48,172,4072,1427,0.648084479371316,0.297642436149312,0.350442043222004
25851,295,2453,3,22,58,2831,2158,0.866478276227481,0.10420346167432,0.762274814553161
25862,645,3185,12,24,76,3942,2540,0.807965499746322,0.163622526636225,0.644342973110096
25867,447,1600,7,22,70,2146,1153,0.745573159366263,0.20829450139795,0.537278657968313
25871,189,900,1,10,20,1120,711,0.803571428571429,0.16875,0.634821428571429
25873,1561,6710,10,112,343,8736,5149,0.768086080586081,0.178685897435897,0.589400183150183
25875,2682,10767,14,138,442,14043,8085,0.766716513565477,0.19098483230079,0.575731681264687
25878,1788,4200,11,51,98,6148,2412,0.683148991541965,0.290826284970722,0.392322706571243
25885,507,4373,12,42,89,5023,3866,0.87059526179574,0.100935695799323,0.769659565996416
25898,766,1654,9,59,107,2595,888,0.6373795761079,0.295183044315992,0.342196531791908
25899,35602,19727,31,1278,3146,59784,-15875,0.329971229760471,0.595510504482805,-0.265539274722334
27001,22056,11725,103,954,826,35664,-10331,0.32876289816061,0.618438761776581,-0.289675863615971
27006,1230,2019,11,32,73,3365,789,0.6,0.365527488855869,0.234472511144131
27025,3866,320,80,15,15,4296,-3546,0.074487895716946,0.899906890130354,-0.825418994413408
27050,2221,1078,16,106,45,3466,-1143,0.311021350259665,0.640796306982112,-0.329774956722447
27073,1571,931,8,35,28,2573,-640,0.361834434512243,0.610571317528177,-0.248736883015935
27075,1178,1484,11,46,71,2790,306,0.531899641577061,0.422222222222222,0.109677419354839
27077,1630,1110,11,18,20,2789,-520,0.397992111868053,0.584438866977411,-0.186446755109358
27099,1554,532,8,20,16,2130,-1022,0.249765258215962,0.729577464788732,-0.47981220657277
27135,784,1097,5,46,32,1964,313,0.558553971486762,0.39918533604888,0.159368635437882
27150,1760,500,3,23,19,2305,-1260,0.216919739696312,0.76355748373102,-0.546637744034707
27160,877,980,10,41,23,1931,103,0.507509062661833,0.454168824443294,0.0533402382185396
27205,2161,1627,15,118,81,4002,-534,0.406546726636682,0.539980009995003,-0.133433283358321
27245,825,2118,11,42,129,3125,1293,0.67776,0.264,0.41376
27250,2577,166,2,9,9,2763,-2411,0.0600796235975389,0.932681867535288,-0.872602243937749
27361,4574,3135,41,171,226,8147,-1439,0.384804222413158,0.561433656560697,-0.176629434147539
27372,389,393,NA,7,14,803,4,0.489414694894147,0.484433374844334,0.00498132004981322
27413,1283,1673,18,54,49,3077,390,0.54371140721482,0.416964575885603,0.126746831329217
27425,1371,649,2,22,16,2060,-722,0.31504854368932,0.665533980582524,-0.350485436893204
27430,1208,1951,9,14,20,3202,743,0.609306683322923,0.377264209868832,0.232042473454091
27450,2225,570,18,50,37,2900,-1655,0.196551724137931,0.767241379310345,-0.570689655172414
27491,746,1277,14,50,41,2128,531,0.600093984962406,0.350563909774436,0.24953007518797
27495,1281,436,3,10,29,1759,-845,0.247868106878908,0.728254690164866,-0.480386583285958
27580,653,779,6,32,25,1495,126,0.521070234113712,0.436789297658863,0.0842809364548495
27600,1642,1397,2,68,49,3158,-245,0.442368587713743,0.519949335022166,-0.077580747308423
27615,4269,1947,14,76,98,6404,-2322,0.304028732042473,0.666614615865084,-0.362585883822611
27660,600,527,12,29,45,1213,-73,0.434460016488046,0.494641384995878,-0.0601813685078318
27745,771,180,4,18,7,980,-591,0.183673469387755,0.786734693877551,-0.603061224489796
27787,2329,3078,31,189,92,5719,749,0.538205980066445,0.407239027802063,0.130966952264382
27800,1325,1549,8,25,81,2988,224,0.518406961178046,0.443440428380187,0.0749665327978581
27810,886,1244,14,45,49,2238,358,0.555853440571939,0.395889186773905,0.159964253798034
41001,64099,80327,120,2112,5864,152522,16228,0.526658449272892,0.420260683704646,0.106397765568246
41006,1141,10028,12,53,150,11384,8887,0.880885453267744,0.100228390723823,0.780657062543921
41013,882,2861,7,38,125,3913,1979,0.731152568361871,0.225402504472272,0.505750063889599
41016,2362,5056,12,91,243,7764,2694,0.651210716125708,0.304224626481195,0.346986089644513
41020,2459,4631,25,103,217,7435,2172,0.622864828513786,0.330733019502354,0.292131809011432
41026,618,1033,1,15,51,1718,415,0.60128055878929,0.359720605355064,0.241559953434226
41078,832,1952,9,30,75,2898,1120,0.673567977915804,0.287094547964113,0.386473429951691
41132,4403,8252,21,266,437,13379,3849,0.6167875028029,0.329097839898348,0.287689662904552
41206,514,2948,9,31,74,3576,2434,0.824384787472036,0.143736017897092,0.680648769574944
41244,387,1585,2,8,50,2032,1198,0.78001968503937,0.190452755905512,0.589566929133858
41298,8235,19932,41,421,1065,29694,11697,0.671246716508386,0.277328753283492,0.393917963224894
41306,2605,7019,17,155,313,10109,4414,0.694331783559205,0.257691166287467,0.436640617271738
41319,1244,5310,17,79,216,6866,4066,0.77337605592776,0.181182639091174,0.592193416836586
41349,888,2001,7,37,59,2992,1113,0.668783422459893,0.296791443850267,0.371991978609626
41357,1349,2660,7,33,87,4136,1311,0.643133462282398,0.326160541586073,0.316972920696325
41359,3869,6866,24,148,387,11294,2997,0.607933415973083,0.342571276784133,0.26536213918895
41378,1618,3967,14,43,182,5824,2349,0.681146978021978,0.277815934065934,0.403331043956044
41396,6129,15889,37,279,640,22974,9760,0.691607904587795,0.266779838077827,0.424828066509968
41483,687,2110,4,17,54,2872,1423,0.734679665738162,0.239206128133705,0.495473537604457
41503,597,3944,5,42,105,4693,3347,0.840400596633284,0.127210739399105,0.713189857234179
41518,444,2528,3,30,99,3104,2084,0.814432989690722,0.143041237113402,0.67139175257732
41524,3364,7286,16,121,310,11097,3922,0.656573848787961,0.303144994142561,0.3534288546454
41530,947,4067,NA,53,138,5205,3120,0.781364073006724,0.181940441882805,0.599423631123919
41548,1154,4075,7,50,153,5439,2921,0.749218606361464,0.212171355028498,0.537047251332966
41551,16860,33680,52,619,1800,53011,16820,0.635339835128558,0.31804719775141,0.317292637377148
41615,3311,5381,8,152,336,9188,2070,0.585655202437963,0.360361340879408,0.225293861558555
41660,624,4615,12,32,93,5376,3991,0.85844494047619,0.116071428571429,0.742373511904762
41668,3679,9002,28,178,416,13303,5323,0.676689468540931,0.276554160715628,0.400135307825303
41676,670,4229,5,28,74,5006,3559,0.844786256492209,0.133839392728726,0.710946863763484
41770,1429,5533,15,52,143,7172,4104,0.771472392638037,0.199247071946458,0.572225320691578
41791,1604,4946,13,65,188,6816,3342,0.725645539906103,0.235328638497653,0.490316901408451
41797,862,3595,7,60,198,4722,2733,0.761329944938585,0.182549767047861,0.578780177890724
41799,1353,4104,3,50,113,5623,2751,0.729859505601992,0.240618886715277,0.489240618886715
41801,514,3365,2,29,61,3971,2851,0.847393603626291,0.129438428607404,0.717955175018887
41807,1572,7355,22,81,242,9272,5783,0.793248490077653,0.169542709232097,0.623705780845557
41872,1511,1855,9,40,74,3489,344,0.531670965892806,0.433075379764976,0.0985955861278303
41885,1287,2438,2,80,174,3981,1151,0.612408942476765,0.3232856066315,0.289123335845265
44001,26943,23368,59,531,1217,52118,-3575,0.448367166813769,0.516961510418665,-0.0685943436048966
44035,5206,2800,8,97,94,8205,-2406,0.341255332114564,0.634491163924436,-0.293235831809872
44078,6765,3524,5,74,162,10530,-3241,0.334662867996201,0.642450142450142,-0.307787274453941
44090,4140,3829,8,66,103,8146,-311,0.47004664866192,0.508224895654309,-0.0381782469923889
44098,1922,2467,5,49,52,4495,545,0.548832035595106,0.427586206896552,0.121245828698554
44110,1732,1984,2,33,61,3812,252,0.520461699895068,0.454354669464848,0.0661070304302203
44279,8865,5045,18,129,228,14285,-3820,0.353167658382919,0.620581029051453,-0.267413370668533
44378,4232,2139,7,56,79,6513,-2093,0.328420082911101,0.649777368340243,-0.321357285429142
44420,1068,959,2,6,31,2066,-109,0.464181994191675,0.516940948693127,-0.0527589545014521
44430,17985,22360,42,410,714,41511,4375,0.538652405386524,0.433258654332587,0.105393751053938
44560,5138,6276,30,229,112,11785,1138,0.532541366143403,0.435977938056852,0.0965634280865507
44650,5857,11368,17,131,258,17631,5511,0.644773410470195,0.332198967727299,0.312574442742896
44847,6336,13228,71,455,193,20283,6892,0.652171769462111,0.312379825469605,0.339791943992506
44855,2959,1951,1,35,76,5022,-1008,0.388490641178813,0.589207487056949,-0.200716845878136
44874,4399,5185,7,103,157,9851,786,0.526342503299157,0.446553649375698,0.0797888539234595
47001,89465,79716,78,1738,4969,175966,-9749,0.453019333280293,0.508422081538479,-0.0554027482581863
47030,3428,1705,6,26,63,5228,-1723,0.326128538638103,0.655700076511094,-0.329571537872992
47053,5423,5447,12,87,178,11147,24,0.488651655153853,0.486498609491343,0.00215304566251012
47058,3717,6561,19,85,164,10546,2844,0.622131613882041,0.352455907453063,0.269675706428978
47161,944,2382,4,10,24,3364,1438,0.708085612366231,0.280618311533888,0.427467300832342
47170,2263,3513,2,30,55,5863,1250,0.59918130649838,0.385979873784752,0.213201432713628
47189,17422,17383,28,442,761,36036,-39,0.482378732378732,0.483460983460983,-0.00108225108225113
47205,1655,2782,12,16,31,4496,1127,0.618772241992883,0.368104982206406,0.250667259786477
47245,6839,12652,43,127,252,19913,5813,0.635363832672124,0.343443981318736,0.291919851353387
47258,2852,3304,15,35,72,6278,452,0.526282255495381,0.454284804077732,0.0719974514176489
47268,3779,2191,12,52,100,6134,-1588,0.357189435930877,0.61607433974568,-0.258884903814803
47288,8109,14076,30,234,394,22843,5967,0.616206277634286,0.354988399071926,0.261217878562361
47318,2622,5984,12,40,101,8759,3362,0.683183011759333,0.299349240780911,0.383833770978422
47460,1900,5327,11,44,62,7344,3427,0.725354030501089,0.258714596949891,0.466639433551198
47541,945,2591,8,14,20,3578,1646,0.724147568474008,0.264114030184461,0.460033538289547
47545,1353,3048,5,30,29,4465,1695,0.682642777155655,0.303023516237402,0.379619260918253
47551,7535,5174,19,87,194,13009,-2361,0.397724652163887,0.579214390037666,-0.18148973787378
47555,8174,9385,15,116,197,17887,1211,0.524682730474646,0.456979929557779,0.067702800916867
47570,3068,4831,11,69,87,8066,1763,0.598933796181503,0.380362013389536,0.218571782791966
47605,1556,1634,5,17,29,3241,78,0.50416538105523,0.480098734958346,0.0240666460968837
47660,1169,4068,5,34,62,5338,2899,0.762083177219933,0.21899587860622,0.543087298613713
47675,1475,2310,4,23,50,3862,835,0.598135680994303,0.381926462972553,0.21620921802175
47692,3382,4482,7,36,75,7982,1100,0.561513405161614,0.423703332498121,0.137810072663493
47703,1985,2385,2,19,30,4421,400,0.539470707984619,0.4489934403981,0.0904772675865189
47707,1859,6136,12,32,99,8138,4277,0.753993610223642,0.228434504792332,0.52555910543131
47720,1987,1854,3,19,35,3898,-133,0.475628527449974,0.50974858902001,-0.0341200615700359
47745,2853,3180,12,81,70,6196,327,0.513234344738541,0.460458360232408,0.052775984506133
47798,1863,2494,9,29,83,4478,631,0.556945064761054,0.416033943724877,0.140911121036177
47960,793,2833,3,17,23,3669,2040,0.772144998637231,0.216135186699373,0.556009811937858
47980,11430,6670,29,211,234,18574,-4760,0.359104124044363,0.615376332507807,-0.256272208463444
50001,71613,130440,154,2950,9140,214297,58827,0.608687942435032,0.334176400042931,0.274511542392101
50006,11476,26978,30,1185,1936,41605,15502,0.648431678884749,0.27583223170292,0.372599447181829
50110,705,1781,4,77,66,2633,1076,0.676414736042537,0.267755412077478,0.408659323965059
50124,554,2242,9,43,104,2952,1688,0.759485094850949,0.187669376693767,0.571815718157182
50150,2148,5512,8,258,380,8306,3364,0.663616662653503,0.258608235010836,0.405008427642668
50223,527,2347,4,39,110,3027,1820,0.775355137099438,0.174099768747935,0.601255368351503
50226,2812,7238,11,197,443,10701,4426,0.676385384543501,0.262779179515933,0.413606205027568
50245,149,710,NA,6,21,886,561,0.801354401805869,0.168171557562077,0.633182844243792
50251,1330,1418,6,61,97,2912,88,0.486950549450549,0.456730769230769,0.0302197802197802
50270,392,1540,3,19,60,2014,1148,0.764647467725919,0.194637537239325,0.570009930486594
50287,1532,3369,9,92,187,5189,1837,0.649258045866256,0.295239930622471,0.354018115243785
50313,8234,18512,48,518,1223,28535,10278,0.64874715261959,0.288557911336955,0.360189241282635
50318,1546,5794,4,126,299,7769,4248,0.745784528253314,0.198996009782469,0.546788518470846
50325,423,1210,5,33,55,1726,787,0.701042873696408,0.245075318655852,0.455967555040556
50330,1870,1938,10,56,126,4000,68,0.4845,0.4675,0.017
50350,1553,1624,14,45,161,3397,71,0.478068884309685,0.457168089490727,0.0209007948189579
50370,2248,284,5,21,51,2609,-1964,0.108853967037179,0.861632809505558,-0.752778842468379
50400,1105,2913,22,90,146,4276,1808,0.681244153414406,0.258419083255379,0.422825070159027
50450,1094,1742,10,52,98,2996,648,0.581441922563418,0.365153538050734,0.216288384512684
50568,5747,7766,30,526,521,14590,2019,0.532282385195339,0.393899931459904,0.138382453735435
50573,3021,10088,12,209,473,13803,7067,0.730855611099036,0.218865464029559,0.511990147069478
50577,742,2419,9,44,80,3294,1677,0.734365513054038,0.225258044930176,0.509107468123862
50590,1826,2441,10,119,164,4560,615,0.53530701754386,0.400438596491228,0.134868421052632
50606,2302,6150,5,80,353,8890,3848,0.691788526434196,0.258942632170979,0.432845894263217
50680,984,4012,6,107,127,5236,3028,0.766233766233766,0.187929717341482,0.578304048892284
50683,995,2068,10,46,120,3239,1073,0.638468663167644,0.307193578264897,0.331275084902748
50686,107,655,NA,1,37,800,548,0.81875,0.13375,0.685
50689,2105,8239,14,176,398,10932,6134,0.753658982802781,0.192553969996341,0.56110501280644
50711,2467,3780,21,144,287,6699,1313,0.564263322884012,0.368263919988058,0.195999402895955
52001,116029,47331,174,2428,5964,171926,-68698,0.275298675011342,0.674877563602945,-0.399578888591603
52019,999,3049,8,37,85,4178,2050,0.729775011967449,0.239109621828626,0.490665390138822
52022,2047,1321,14,57,77,3516,-726,0.375711035267349,0.582195676905574,-0.206484641638225
52036,2274,1404,6,34,88,3806,-870,0.368891224382554,0.597477666841829,-0.228586442459275
52051,1151,1858,8,39,84,3140,707,0.59171974522293,0.36656050955414,0.22515923566879
52079,3302,2549,54,130,187,6222,-753,0.409675345548055,0.530697524911604,-0.121022179363549
52083,1666,1474,6,36,116,3298,-192,0.446937537901759,0.505154639175258,-0.0582171012734991
52110,2837,6253,32,98,217,9437,3416,0.6626046413055,0.300625198686023,0.361979442619477
52203,2340,1116,16,69,74,3615,-1224,0.308713692946058,0.647302904564315,-0.338589211618257
52207,2734,1978,13,65,139,4929,-756,0.401298437817001,0.554676404950294,-0.153377967133293
52210,1944,1217,5,25,77,3268,-727,0.372399020807834,0.594859241126071,-0.222460220318237
52215,4256,1209,17,47,92,5621,-3047,0.215086283579434,0.757160647571607,-0.542074363992172
52224,2057,1655,15,55,91,3873,-402,0.427317325071004,0.531112832429641,-0.103795507358637
52227,10742,3473,29,97,199,14540,-7269,0.238858321870702,0.73878954607978,-0.499931224209078
52233,2700,179,5,14,36,2934,-2521,0.0610088616223586,0.920245398773006,-0.859236537150648
52240,3614,2127,15,87,131,5974,-1487,0.356042852360228,0.604954804151322,-0.248911951791095
52250,4956,972,18,63,72,6081,-3984,0.159842131228416,0.814997533300444,-0.655155402072028
52254,2171,1060,3,18,47,3299,-1111,0.321309487723553,0.658078205516823,-0.336768717793271
52256,3155,307,2,13,25,3502,-2848,0.0876641918903484,0.900913763563678,-0.81324957167333
52258,2714,3099,15,39,127,5994,385,0.517017017017017,0.452786119452786,0.0642308975642308
52260,3238,3656,18,97,170,7179,418,0.509263128569439,0.45103774899011,0.0582253795793286
52287,1408,1701,9,28,57,3203,293,0.53106462691227,0.439587886356541,0.091476740555729
52317,7133,1756,13,57,137,9096,-5377,0.193051890941073,0.784190853122252,-0.591138962181179
52320,4175,1330,10,53,103,5671,-2845,0.23452653852936,0.736201728090284,-0.501675189560924
52323,2118,908,7,32,124,3189,-1210,0.284728755095641,0.664158043273753,-0.379429288178112
52352,2667,953,16,28,47,3711,-1714,0.256804095931016,0.718674211802749,-0.461870115871733
52354,1861,1332,7,32,66,3298,-529,0.4038811400849,0.564281382656155,-0.160400242571255
52356,24775,16842,107,932,1765,44421,-7933,0.379144998986966,0.557731703473582,-0.178586704486617
52378,3531,4227,18,87,191,8054,696,0.524832381425379,0.438415694065061,0.0864166873603179
52381,3186,1732,10,45,78,5051,-1454,0.342902395565235,0.630766184913878,-0.287863789348644
52385,1344,536,4,24,34,1942,-808,0.27600411946447,0.692070030895984,-0.416065911431514
52390,1270,451,5,12,26,1764,-819,0.255668934240363,0.719954648526077,-0.464285714285714
52399,5107,6801,34,200,376,12518,1694,0.54329765138201,0.407972519571817,0.135325131810193
52405,3374,359,12,15,65,3825,-3015,0.0938562091503268,0.882091503267974,-0.788235294117647
52411,3610,1440,12,34,60,5156,-2170,0.279286268425136,0.700155159038014,-0.420868890612878
52418,3348,869,11,33,95,4356,-2479,0.19949494949495,0.768595041322314,-0.569100091827365
52427,2135,337,9,26,21,2528,-1798,0.133306962025316,0.844541139240506,-0.71123417721519
52435,2554,439,14,16,55,3078,-2115,0.142625081221572,0.829759584145549,-0.687134502923977
52473,2093,213,5,17,14,2342,-1880,0.0909479077711358,0.893680614859095,-0.802732707087959
52480,1795,1089,10,47,97,3038,-706,0.358459512837393,0.590849242922976,-0.232389730085583
52490,4292,765,16,61,65,5199,-3527,0.147143681477207,0.825543373725717,-0.678399692248509
52506,1476,1272,11,31,111,2901,-204,0.43846949327818,0.508790072388831,-0.0703205791106515
52520,1608,437,3,18,26,2092,-1171,0.208891013384321,0.768642447418738,-0.559751434034417
52540,4608,227,6,26,29,4896,-4381,0.0463643790849673,0.941176470588235,-0.894812091503268
52560,3011,1943,11,56,134,5155,-1068,0.376915615906886,0.584093113482056,-0.20717749757517
52565,2431,298,6,8,32,2775,-2133,0.107387387387387,0.876036036036036,-0.768648648648649
52573,2874,1616,11,53,114,4668,-1258,0.346186803770351,0.615681233933162,-0.269494430162811
52585,4489,3302,19,145,305,8260,-1187,0.399757869249395,0.543462469733656,-0.143704600484262
52612,5671,908,32,56,87,6754,-4763,0.134438851051229,0.839650577435594,-0.705211726384365
52621,2510,444,5,21,30,3010,-2066,0.147508305647841,0.833887043189369,-0.686378737541528
52678,9933,1581,14,117,136,11781,-8352,0.134199134199134,0.843137254901961,-0.708938120702827
52683,5716,3007,27,115,245,9110,-2709,0.330076838638858,0.627442371020856,-0.297365532381998
52685,1405,2571,11,26,102,4115,1166,0.624787363304982,0.341433778857837,0.283353584447145
52687,3745,2930,24,110,152,6961,-815,0.420916534980606,0.537997414164632,-0.117080879184025
52693,4271,1784,21,47,108,6231,-2487,0.286310383566041,0.685443748996951,-0.39913336543091
52694,944,2332,6,36,82,3400,1388,0.685882352941176,0.277647058823529,0.408235294117647
52696,1168,633,7,24,24,1856,-535,0.341056034482759,0.629310344827586,-0.288254310344828
52699,3315,380,4,22,40,3761,-2935,0.101036958255783,0.881414517415581,-0.780377559159798
52720,1884,1265,5,18,58,3230,-619,0.391640866873065,0.58328173374613,-0.191640866873065
52786,6353,1340,10,34,84,7821,-5013,0.171333589055108,0.812300217363509,-0.640966628308401
52788,2808,1733,12,79,94,4726,-1075,0.366694879390605,0.594159966144731,-0.227465086754126
52835,22406,25074,138,680,888,49186,2668,0.50977920546497,0.455536128166551,0.0542430772984182
52838,13679,4398,57,318,399,18851,-9281,0.233303273035913,0.725637897193783,-0.49233462415787
52885,3136,1545,17,74,135,4907,-1591,0.314856327695129,0.639087018544936,-0.324230690849806
54001,47211,251152,517,3241,15147,317268,203941,0.791608356342272,0.148804795945384,0.642803560396888
54003,1461,10561,17,81,260,12380,9100,0.853069466882068,0.118012924071082,0.735056542810985
54051,349,3795,17,41,110,4312,3446,0.880102040816326,0.0809369202226345,0.799165120593692
54099,441,3560,8,27,119,4155,3119,0.856799037304453,0.106137184115523,0.750661853188929
54109,147,1983,8,15,47,2200,1836,0.901363636363636,0.0668181818181818,0.834545454545455
54125,110,1299,2,12,45,1468,1189,0.884877384196185,0.0749318801089918,0.809945504087193
54128,269,3819,1,22,58,4169,3550,0.916047013672344,0.0645238666346846,0.851523147037659
54172,1197,6522,11,83,359,8172,5325,0.798091042584435,0.14647577092511,0.651615271659325
54174,421,4433,11,44,111,5020,4012,0.883067729083665,0.0838645418326693,0.799203187250996
54206,2150,2943,25,89,179,5386,793,0.546416635722243,0.399183067211289,0.147233568510954
54223,366,3464,18,46,91,3985,3098,0.869259723964868,0.0918444165621079,0.77741530740276
54239,273,2133,3,42,75,2526,1860,0.844418052256532,0.108076009501188,0.736342042755344
54245,957,3155,7,53,97,4269,2198,0.739048957601312,0.224174279690794,0.514874677910518
54250,4399,703,9,59,123,5293,-3696,0.132816928018137,0.831097676176082,-0.698280748157944
54261,1459,9527,21,127,336,11470,8068,0.830601569311247,0.12720139494333,0.703400174367916
54313,268,2874,7,25,70,3244,2606,0.885943279901356,0.0826140567200986,0.803329223181258
54344,2193,586,10,30,58,2877,-1607,0.203684393465415,0.762252346193952,-0.558567952728537
54347,121,1796,4,9,32,1962,1675,0.91539245667686,0.0616717635066259,0.853720693170234
54377,272,2275,8,24,79,2658,2003,0.855906696764485,0.102332580887886,0.753574115876599
54385,874,3724,12,49,107,4766,2850,0.78136802349979,0.183382291229543,0.597985732270248
54398,674,2058,2,39,52,2825,1384,0.728495575221239,0.23858407079646,0.489911504424779
54405,6295,32149,23,436,1559,40462,25854,0.794547970935693,0.155578073253917,0.638969897681775
54418,62,2021,3,15,39,2140,1959,0.944392523364486,0.0289719626168224,0.915420560747664
54480,88,1656,5,9,38,1796,1568,0.922048997772829,0.0489977728285078,0.873051224944321
54498,11188,31465,40,448,1561,44702,20277,0.703883495145631,0.250279629546776,0.453603865598855
54518,8641,17268,32,496,1549,27986,8627,0.617022797112842,0.308761523618952,0.30826127349389
54520,173,2489,10,35,75,2782,2316,0.894680086268871,0.0621854780733285,0.832494608195543
54553,527,4907,11,39,86,5570,4380,0.88096947935368,0.0946140035906643,0.786355475763016
54599,169,3098,1,20,49,3337,2929,0.928378783338328,0.0506442912795924,0.877734492058735
54660,370,4302,10,58,111,4851,3932,0.88682745825603,0.0762729334157906,0.810554524840239
54670,3051,207,3,50,46,3357,-2844,0.0616621983914209,0.908847184986595,-0.847184986595174
54673,433,3222,4,35,102,3796,2789,0.848788198103267,0.114067439409905,0.734720758693361
54680,241,1609,4,11,58,1923,1368,0.836713468538742,0.12532501300052,0.711388455538221
54720,1028,6719,26,115,260,8148,5691,0.824619538537064,0.126165930289642,0.698453608247423
54743,107,2618,3,12,61,2801,2511,0.934666190646198,0.038200642627633,0.896465548018565
54800,3189,843,19,36,107,4194,-2346,0.201001430615165,0.760371959942775,-0.559370529327611
54810,6465,7885,56,308,574,15288,1420,0.515763997906855,0.422880690737834,0.0928833071690214
54820,684,5787,21,96,205,6793,5103,0.851906374208744,0.100691888708965,0.751214485499779
54871,80,2087,3,12,36,2218,2007,0.940937781785392,0.036068530207394,0.904869251577998
54874,4360,34203,35,309,1158,40065,29843,0.853687757394234,0.108823162361163,0.744864595033071
63001,46675,82006,191,2787,9420,141079,35331,0.58127715677032,0.330843002856556,0.250434153913765
63111,325,966,5,24,72,1392,641,0.693965517241379,0.233477011494253,0.460488505747126
63130,9329,22010,59,793,1757,33948,12681,0.64834452692353,0.274802639330741,0.373541887592789
63190,3646,8856,30,285,651,13468,5210,0.657558657558658,0.270715770715771,0.386842886842887
63212,917,1530,4,80,122,2653,613,0.576705616283453,0.345646437994723,0.23105917828873
63272,1339,4065,12,128,292,5836,2726,0.696538725154215,0.22943797121316,0.467100753941056
63302,914,2730,11,78,138,3871,1816,0.705244122965642,0.236114699044175,0.469129423921467
63401,4775,9039,49,534,762,15159,4264,0.596279437957649,0.314994392769972,0.281285045187677
63470,3896,11912,56,571,914,17349,8016,0.686610179261053,0.224566257421177,0.462043921839876
63548,709,2324,9,56,116,3214,1615,0.723086496577474,0.22059738643435,0.502489110143124
63594,4625,9711,46,372,737,15491,5086,0.626880123942935,0.298560454457427,0.328319669485508
63690,760,2367,7,44,175,3353,1607,0.705934983596779,0.226662690128243,0.479272293468536
66001,74799,129120,452,4498,13223,222092,54321,0.581380689083803,0.336792860616321,0.244587828467482
66045,985,4426,19,129,215,5774,3441,0.766539660547281,0.170592310356772,0.595947350190509
66075,583,2008,14,72,125,2802,1425,0.716630977872948,0.208065667380443,0.508565310492505
66088,1891,8873,29,190,443,11426,6982,0.776562226500963,0.165499737440924,0.611062489060038
66170,30682,52115,170,2089,5357,90413,21433,0.576410471945406,0.339353853981175,0.237056617964231
66318,924,4780,18,79,216,6017,3856,0.794415821838125,0.153564899451554,0.640850922386571
66383,642,2693,14,83,118,3550,2051,0.758591549295775,0.180845070422535,0.577746478873239
66400,4436,10075,37,437,876,15861,5639,0.635205850829078,0.279679717546182,0.355526133282895
66440,1810,5853,44,158,350,8215,4043,0.712477175897748,0.220328667072428,0.49214850882532
66456,2631,3124,23,132,163,6073,493,0.514408035567265,0.433229046599704,0.0811789889675614
66572,2552,2068,14,57,85,4776,-484,0.432998324958124,0.534338358458961,-0.101340033500838
66594,3784,6224,91,375,510,10984,2440,0.566642388929352,0.344501092498179,0.222141296431173
66682,10127,22814,81,851,2016,35889,12687,0.635682242469838,0.282175596979576,0.353506645490262
66687,809,4791,36,108,260,6004,3982,0.797968021319121,0.134743504330446,0.663224516988674
68001,107050,168911,181,3480,15672,295294,61861,0.572009590442068,0.36252006474903,0.209489525693038
68013,133,675,2,6,23,839,542,0.804529201430274,0.158522050059595,0.646007151370679
68020,416,1177,5,17,43,1658,761,0.709891435464415,0.250904704463209,0.458986731001206
68051,808,2616,8,49,145,3626,1808,0.721456150027579,0.222835079977937,0.498621070049641
68077,6317,6816,11,220,587,13951,499,0.488567127804458,0.452799082503046,0.035768045301412
68079,912,2867,3,32,200,4014,1955,0.714250124564026,0.227204783258595,0.487045341305431
68081,60208,33283,118,1778,3176,98563,-26925,0.337682497488916,0.610858029889512,-0.273175532400597
68092,564,1665,3,36,95,2363,1101,0.704612780363944,0.238679644519678,0.465933135844266
68101,1243,2784,15,72,115,4229,1541,0.65831165760227,0.293922913218255,0.364388744384015
68121,97,819,2,2,22,942,722,0.869426751592357,0.102972399150743,0.766454352441614
68132,114,1000,2,16,41,1173,886,0.852514919011083,0.0971867007672634,0.755328218243819
68147,321,2288,4,33,64,2710,1967,0.844280442804428,0.118450184501845,0.725830258302583
