"FID_15t6","Pe_15t6","Du_15t6","vt_15t6","MV18_15t6","eCDF_15t6","el_c15","em_c15","cs_c15","cw_c15","el_c16","em_c16","cs_c16"
22,5730,4657,11045,-0.09715,0.19946571682992,0,0.0442813891362422,0.0664220837043633,0,0,0,0
23,9177,2996,12537,-0.49302,0.0507569011576135,0,0.0112680320569902,0.0169020480854853,0,0,0,0
24,7336,3149,11138,-0.37592,0.07479964381122,0,0.0166055209260908,0.0249082813891362,0,0,0,0
25,7164,3127,10870,-0.37139,0.0765805877114871,0,0.0170008904719501,0.0255013357079252,0,0,0,0
26,1827,692,2610,-0.43487,0.0614425645592164,0,0.013640249332146,0.0204603739982191,0,0,0,0
27,6149,1640,8318,-0.54208,0.0445235975066785,0,0.00988423864648263,0.014826357969724,0,0,0,0
28,6049,2807,9112,-0.35579,0.0819234194122885,0,0.018186999109528,0.0272804986642921,0,0,0,0
29,4825,448,5428,-0.80637,0.00712377560106857,0,0.00158147818343722,0.00237221727515583,0,0,0,0
30,2324,1941,4462,-0.08584,0.204808548530721,0,0.0454674977738201,0.0682012466607302,0,0,0,0
31,4461,2026,6694,-0.36376,0.0774710596616207,0,0.0171985752448798,0.0257978628673197,0,0,0,0
32,5014,1205,6390,-0.59609,0.0356188780053428,0,0.00790739091718611,0.0118610863757792,0,0,0,0
33,8606,3105,12420,-0.44291,0.0605520926090828,0,0.0134425645592164,0.0201638468388246,0,0,0,0
34,4611,4379,9392,-0.0247,0.232413178984862,0,0.0515957257346394,0.077393588601959,0,0,0,0
35,2842,678,3797,-0.56992,0.0391807658058771,0,0.00869813000890472,0.0130471950133571,0,0,0,0
36,6755,2956,10076,-0.37703,0.0739091718610864,0,0.0164078361531612,0.0246117542297418,0,0,0,0
37,6934,3040,10405,-0.37424,0.0756901157613535,0,0.0168032056990205,0.0252048085485307,0,0,0,0
38,1300,884,2263,-0.18383,0.155832591273375,0,0.0345948352626892,0.0518922528940338,0,0,0,0
39,6031,7770,14629,0.11887,0.332146037399822,0,0.0737364203027605,0.110604630454141,0,0,0,0
40,14474,2793,18253,-0.63995,0.0320569902048085,0,0.0071166518254675,0.0106749777382012,0,0,0,0
41,2575,1680,4414,-0.20276,0.146927871772039,0,0.0326179875333927,0.048926981300089,0,0,0,0
42,2007,2257,4482,0.05578,0.284060552092609,0,0.0630614425645592,0.0945921638468388,0,0,0,0
