"FID_15t6","Pe_15t6","Du_15t6","vt_15t6","MV18_15t6","eCDF_15t6","el_c15","em_c15","cs_c15","cw_c15","el_c16","em_c16","cs_c16"
43,2014,1161,3273,-0.26062,0.122885129118433,0,0.0272804986642921,0.0409207479964381,0,0,0,0
44,24162,15383,42175,-0.20816,0.144256455921638,0,0.0320249332146037,0.0480373998219056,0,0,0,0
45,1121,746,1909,-0.19644,0.148708815672306,0,0.033013357079252,0.049520035618878,0,0,0,0
46,10044,2528,13025,-0.57704,0.03739982190561,0,0.00830276046304542,0.0124541406945681,0,0,0,0
47,2129,1560,3865,-0.14722,0.170970614425646,0,0.0379554764024933,0.05693321460374,0,0,0,0
48,3492,3166,7142,-0.04565,0.223508459483526,0,0.0496188780053428,0.0744283170080142,0,0,0,0
49,2683,269,3009,-0.80226,0.00890471950133571,0,0.00197684772929653,0.00296527159394479,0,0,0,0
50,6462,7056,14284,0.04158,0.270703472840606,0,0.0600961709706144,0.0901442564559216,0,0,0,0
51,9803,1165,11271,-0.76639,0.0133570792520036,0,0.00296527159394479,0.00444790739091719,0,0,0,0
52,4514,1351,6045,-0.52324,0.0480854853072128,0,0.0106749777382012,0.0160124666073019,0,0,0,0
53,6657,7503,15044,0.05624,0.284951024042743,0,0.0632591273374889,0.0948886910062333,0,0,0,0
54,6123,1286,7536,-0.64185,0.0302760463045414,0,0.00672128227960819,0.0100819234194123,0,0,0,0
55,2374,1777,4244,-0.14067,0.17453250222618,0,0.0387462154942119,0.0581193232413179,0,0,0,0
56,5683,1127,6899,-0.66039,0.0284951024042743,0,0.00632591273374889,0.00948886910062333,0,0,0,0
57,6328,1387,8155,-0.60589,0.0338379341050757,0,0.0075120213713268,0.0112680320569902,0,0,0,0
58,448242,353824,856111,-0.11029,0.192341941228851,0,0.042699910952805,0.0640498664292075,0,0,0,0
59,4905,4061,9560,-0.08828,0.202137132680321,0,0.0448744434550312,0.0673116651825467,0,0,0,0
60,1347,6504,8247,0.62532,0.787177203918077,0,0.174753339269813,0.262130008904719,0,0,0,0
61,417,2208,2753,0.65056,0.818343722172752,0,0.181672306322351,0.272508459483526,0,0,0,0
62,28689,22872,55755,-0.10433,0.195013357079252,0,0.0432929652715939,0.0649394479073909,0,0,0,0
63,6002,3712,10250,-0.22341,0.139804096170971,0,0.0310365093499555,0.0465547640249332,0,0,0,0
64,3250,9736,13809,0.46969,0.626892252894034,0,0.139170080142476,0.208755120213713,0,0,0,0
65,2639,3610,6680,0.14536,0.355298308103295,0,0.0788762243989314,0.118314336598397,0,0,0,0
66,22860,10924,36341,-0.32844,0.0926090828138914,0,0.0205592163846839,0.0308388245770258,0,0,0,0
67,16882,34529,55482,0.31807,0.481745325022262,0,0.106947462154942,0.160421193232413,0,0,0,0
68,546,3278,4035,0.67708,0.848619768477293,0,0.188393588601959,0.282590382902939,0,0,0,0
69,464,2425,3003,0.65301,0.821015138023152,0,0.18226536064114,0.27339804096171,0,0,0,0
70,17011,8418,27057,-0.31759,0.0970614425645592,0,0.0215476402493321,0.0323214603739982,0,0,0,0
71,1098,3310,4641,0.47662,0.633125556544969,0,0.140553873552983,0.210830810329475,0,0,0,0
72,17778,7190,26421,-0.40074,0.0694568121104185,0,0.0154194122885129,0.0231291184327694,0,0,0,0
73,4026,4718,9358,0.07395,0.297417631344613,0,0.066026714158504,0.099040071237756,0,0,0,0
74,9273,4871,14958,-0.29429,0.104185218165628,0,0.0231291184327694,0.0346936776491541,0,0,0,0
75,1554,3440,5327,0.35405,0.51113089937667,0,0.113471059661621,0.170206589492431,0,0,0,0
76,2243,2753,5312,0.09601,0.316117542297418,0,0.0701780943900267,0.10526714158504,0,0,0,0
77,74340,51321,135337,-0.17009,0.163846838824577,0,0.0363739982190561,0.0545609973285841,0,0,0,0
78,12458,6665,20411,-0.28382,0.110418521816563,0,0.0245129118432769,0.0367693677649154,0,0,0,0
79,2029,4059,6540,0.3104,0.470169189670525,0,0.104377560106857,0.156566340160285,0,0,0,0
80,2446,4683,7648,0.29249,0.458593054318789,0,0.101807658058771,0.152711487088157,0,0,0,0
81,5061,10048,16154,0.30872,0.469278717720392,0,0.104179875333927,0.15626981300089,0,0,0,0
82,3152,3625,7278,0.06499,0.291184327693678,0,0.0646429207479964,0.0969643811219947,0,0,0,0
83,5548,10710,17570,0.2938,0.459483526268923,0,0.102005342831701,0.153008014247551,0,0,0,0
84,1168,4479,5931,0.55825,0.715939447907391,0,0.158938557435441,0.238407836153161,0,0,0,0
85,1809,5760,7979,0.49517,0.658058771148709,0,0.146089047195013,0.21913357079252,0,0,0,0
86,35560,43734,85706,0.09537,0.314336598397151,0,0.0697827248441674,0.104674087266251,0,0,0,0
87,588,1467,2195,0.40046,0.558325912733749,0,0.123948352626892,0.185922528940338,0,0,0,0
88,532,2985,3687,0.66531,0.833481745325022,0,0.185032947462155,0.277549421193232,0,0,0,0
89,2213,2907,5348,0.12977,0.342831700801425,0,0.0761086375779163,0.114162956366874,0,0,0,0
90,3112,3213,6832,0.01478,0.251113089937667,0,0.0557471059661621,0.0836206589492431,0,0,0,0
91,32720,15797,51433,-0.32903,0.0908281389136242,0,0.0201638468388246,0.0302457702582369,0,0,0,0
92,11202,6801,19150,-0.22982,0.136242208370436,0,0.0302457702582369,0.0453686553873553,0,0,0,0
93,1346,4276,5953,0.49219,0.654496883348175,0,0.145298308103295,0.217947462154942,0,0,0,0
94,2961,11362,15370,0.54658,0.704363312555655,0,0.156368655387355,0.234552983081033,0,0,0,0
95,2256,3711,6286,0.23147,0.404274265360641,0,0.0897488869100623,0.134623330365093,0,0,0,0
96,28498,19500,51291,-0.17543,0.161175422974176,0,0.0357809439002671,0.0536714158504007,0,0,0,0
97,1686,4966,6966,0.47086,0.627782724844167,0,0.139367764915405,0.209051647373108,0,0,0,0
98,5173,10373,16388,0.31731,0.480854853072128,0,0.106749777382012,0.160124666073019,0,0,0,0
99,62939,22908,89651,-0.44652,0.0587711487088157,0,0.0130471950133571,0.0195707925200356,0,0,0,0
100,13979,6354,21153,-0.36047,0.0801424755120214,0,0.0177916295636687,0.0266874443455031,0,0,0,0
101,1430,1026,2547,-0.15862,0.167408726625111,0,0.0371647373107747,0.0557471059661621,0,0,0,0
102,12043,1790,14189,-0.7226,0.0169189670525378,0,0.0037560106856634,0.0056340160284951,0,0,0,0
103,3952,2166,6347,-0.28139,0.111308993766696,0,0.0247105966162066,0.0370658949243099,0,0,0,0
104,1355,1229,2711,-0.04648,0.222617987533393,0,0.0494211932324132,0.0741317898486198,0,0,0,0
105,4919,594,5666,-0.76333,0.0142475512021371,0,0.00316295636687444,0.00474443455031167,0,0,0,0
106,1832,1043,2984,-0.26441,0.120213713268032,0,0.0266874443455031,0.0400311665182547,0,0,0,0
107,10681,1221,12195,-0.77573,0.0115761353517364,0,0.00256990204808549,0.00385485307212823,0,0,0,0
108,5240,3580,9390,-0.17678,0.159394479073909,0,0.0353855743544078,0.0530783615316118,0,0,0,0
109,3861,606,4665,-0.69775,0.0240427426536064,0,0.00533748886910062,0.00800623330365094,0,0,0,0
110,12987,6274,20333,-0.33015,0.0881567230632235,0,0.0195707925200356,0.0293561887800534,0,0,0,0
111,2837,1770,4812,-0.22174,0.142475512021371,0,0.0316295636687444,0.0474443455031167,0,0,0,0
112,2194,3259,5674,0.1877,0.378450578806768,0,0.0840160284951024,0.126024042742654,0,0,0,0
113,5716,3007,9110,-0.29737,0.101513802315227,0,0.0225360641139804,0.0338040961709706,0,0,0,0
114,1405,2571,4115,0.28335,0.44879786286732,0,0.099633125556545,0.149449688334817,0,0,0,0
115,3745,2930,6961,-0.11708,0.187889581478183,0,0.0417114870881567,0.0625672306322351,0,0,0,0
116,3011,1943,5155,-0.20718,0.145146927871772,0,0.0322226179875334,0.0483339269813001,0,0,0,0
117,4271,1784,6231,-0.39913,0.0712377560106857,0,0.0158147818343722,0.0237221727515583,0,0,0,0
118,2431,298,2775,-0.76865,0.01246660730187,0,0.00276758682101514,0.00415138023152271,0,0,0,0
119,944,2332,3400,0.40824,0.564559216384684,0,0.1253321460374,0.1879982190561,0,0,0,0
120,2874,1616,4668,-0.26949,0.115761353517364,0,0.0256990204808549,0.0385485307212823,0,0,0,0
121,3315,380,3761,-0.78038,0.0106856634016028,0,0.00237221727515583,0.00355832591273375,0,0,0,0
122,4489,3302,8260,-0.1437,0.173642030276046,0,0.0385485307212823,0.0578227960819234,0,0,0,0
123,9933,1581,11781,-0.70894,0.0213713268032057,0,0.00474443455031167,0.0071166518254675,0,0,0,0
124,2734,1978,4929,-0.15338,0.170080142475512,0,0.0377577916295637,0.0566366874443455,0,0,0,0
125,1944,1217,3268,-0.22246,0.141585040071238,0,0.0314318788958148,0.0471478183437222,0,0,0,0
126,4256,1209,5621,-0.54207,0.0454140694568121,0,0.0100819234194123,0.0151228851291184,0,0,0,0
127,116029,47331,171926,-0.39958,0.0703472840605521,0,0.0156170970614426,0.0234256455921638,0,0,0,0
128,999,3049,4178,0.49067,0.65093499554764,0,0.144507569011576,0.216761353517364,0,0,0,0
129,2047,1321,3516,-0.20648,0.146037399821906,0,0.032420302760463,0.0486304541406946,0,0,0,0
130,2057,1655,3873,-0.1038,0.195903829029386,0,0.0434906500445236,0.0652359750667854,0,0,0,0
131,2274,1404,3806,-0.22859,0.138023152270703,0,0.0306411398040962,0.0459617097061443,0,0,0,0
132,1151,1858,3140,0.22516,0.39893143365984,0,0.0885627782724844,0.132844167408727,0,0,0,0
133,1666,1474,3298,-0.05822,0.217275155832591,0,0.0482350845948353,0.0723526268922529,0,0,0,0
134,2837,6253,9437,0.36198,0.520035618878005,0,0.115447907390917,0.173171861086376,0,0,0,0
135,2340,1116,3615,-0.33859,0.0854853072128228,0,0.0189777382012467,0.02846660730187,0,0,0,0
136,1795,1089,3038,-0.23239,0.133570792520036,0,0.0296527159394479,0.0444790739091719,0,0,0,0
137,1476,1272,2901,-0.07032,0.210151380231523,0,0.046653606411398,0.0699804096170971,0,0,0,0
138,1884,1265,3230,-0.19164,0.151380231522707,0,0.033606411398041,0.0504096170970615,0,0,0,0
139,6353,1340,7821,-0.64097,0.031166518254675,0,0.00691896705253784,0.0103784505788068,0,0,0,0
140,2808,1733,4726,-0.22747,0.138913624220837,0,0.0308388245770258,0.0462582368655387,0,0,0,0
141,3614,2127,5974,-0.24891,0.129118432769368,0,0.0286642920747996,0.0429964381121995,0,0,0,0
142,2171,1060,3299,-0.33677,0.0863757791629564,0,0.0191754229741763,0.0287631344612645,0,0,0,0
143,2714,3099,5994,0.06423,0.290293855743544,0,0.0644452359750668,0.0966678539626002,0,0,0,0
144,13679,4398,18851,-0.49233,0.0516473731077471,0,0.0114657168299199,0.0171985752448798,0,0,0,0
145,3610,1440,5156,-0.42087,0.0641139804096171,0,0.014233303650935,0.0213499554764025,0,0,0,0
146,3136,1545,4907,-0.32423,0.0943900267141585,0,0.0209545859305432,0.0314318788958148,0,0,0,0
147,2554,439,3078,-0.68713,0.0258236865538736,0,0.00573285841495993,0.00859928762243989,0,0,0,0
148,3531,4227,8054,0.08642,0.303650934995548,0,0.0674105075690116,0.101115761353517,0,0,0,0
149,3186,1732,5051,-0.28786,0.108637577916296,0,0.0241175422974176,0.0361763134461264,0,0,0,0
150,3238,3656,7179,0.05823,0.285841495992876,0,0.0634568121104185,0.0951852181656278,0,0,0,0
151,1408,1701,3203,0.09148,0.309884238646483,0,0.0687943009795191,0.103191451469279,0,0,0,0
152,7133,1756,9096,-0.59114,0.0365093499554764,0,0.00810507569011576,0.0121576135351736,0,0,0,0
153,5107,6801,12518,0.13533,0.346393588601959,0,0.0768993766696349,0.115349065004452,0,0,0,0
154,4175,1330,5671,-0.50168,0.0489759572573464,0,0.0108726625111309,0.0163089937666963,0,0,0,0
155,3374,359,3825,-0.78824,0.00979519145146928,0,0.00217453250222618,0.00326179875333927,0,0,0,0
156,2118,908,3189,-0.37943,0.0730186999109528,0,0.0162101513802315,0.0243152270703473,0,0,0,0
157,2667,953,3711,-0.46187,0.0569902048085485,0,0.0126518254674978,0.0189777382012467,0,0,0,0
158,1861,1332,3298,-0.1604,0.166518254674978,0,0.0369670525378451,0.0554505788067676,0,0,0,0
159,24775,16842,44421,-0.17859,0.158504007123776,0,0.0351878895814782,0.0527818343722173,0,0,0,0
160,10742,3473,14540,-0.49993,0.04986642920748,0,0.0110703472840606,0.0166055209260908,0,0,0,0
161,2700,179,2934,-0.85924,0.00267141585040071,0,0.000593054318788958,0.000889581478183437,0,0,0,0
162,3155,307,3502,-0.81325,0.006233303650935,0,0.00138379341050757,0.00207569011576135,0,0,0,0
163,1344,536,1942,-0.41607,0.0650044523597507,0,0.0144309884238646,0.021646482635797,0,0,0,0
164,3348,869,4356,-0.5691,0.0400712377560107,0,0.00889581478183437,0.0133437221727516,0,0,0,0
165,4608,227,4896,-0.89481,0.000890471950133571,0,0.000197684772929653,0.000296527159394479,0,0,0,0
166,5671,908,6754,-0.70521,0.0222617987533393,0,0.00494211932324132,0.00741317898486198,0,0,0,0
167,3302,2549,6222,-0.12102,0.183437221727516,0,0.0407230632235085,0.0610845948352627,0,0,0,0
168,4956,972,6081,-0.65516,0.0293855743544078,0,0.00652359750667854,0.00978539626001781,0,0,0,0
169,1270,451,1764,-0.46429,0.056099732858415,0,0.0124541406945681,0.0186812110418522,0,0,0,0
170,2135,337,2528,-0.71123,0.0204808548530721,0,0.00454674977738201,0.00682012466607302,0,0,0,0
171,2093,213,2342,-0.80273,0.00801424755120214,0,0.00177916295636687,0.00266874443455031,0,0,0,0
172,4292,765,5199,-0.6784,0.0276046304541407,0,0.00612822796081923,0.00919234194122885,0,0,0,0
173,1608,437,2092,-0.55975,0.0409617097061443,0,0.00909349955476402,0.013640249332146,0,0,0,0
174,2510,444,3010,-0.68638,0.0267141585040071,0,0.00593054318788958,0.00889581478183437,0,0,0,0
175,1168,633,1856,-0.28825,0.107747105966162,0,0.023919857524488,0.035879786286732,0,0,0,0
176,3275,5326,9018,0.22743,0.40160284951024,0,0.0891558325912734,0.13373374888691,0,0,0,0
177,542,120,681,-0.61968,0.0329474621549421,0,0.00731433659839715,0.0109715048975957,0,0,0,0
178,41,58,101,0.16832,0.366874443455031,0,0.0814461264470169,0.122169189670525,0,0,0,0
179,65,170,241,0.43568,0.593054318788958,0,0.131658058771149,0.197487088156723,0,0,0,0
180,43,98,144,0.38194,0.540516473731077,0,0.119994657168299,0.179991985752449,0,0,0,0
181,9,23,33,0.42424,0.580587711487088,0,0.128890471950134,0.1933357079252,0,0,0,0
182,10,11,23,0.04348,0.272484416740873,0,0.0604915405164737,0.0907373107747106,0,0,0,0
183,90,60,156,-0.19231,0.14959928762244,0,0.0332110418521817,0.0498165627782725,0,0,0,0
184,22,7,31,-0.48387,0.0525378450578807,0,0.0116634016028495,0.0174951024042743,0,0,0,0
185,210,1216,1462,0.6881,0.869991095280499,0,0.193138023152271,0.289707034728406,0,0,0,0
186,1580,4721,6608,0.47533,0.632235084594835,0,0.140356188780053,0.21053428317008,0,0,0,0
187,361,2768,3229,0.74543,0.932324131789849,0,0.206975957257346,0.31046393588602,0,0,0,0
188,3213,1469,4846,-0.35988,0.0810329474621549,0,0.0179893143365984,0.0269839715048976,0,0,0,0
189,19803,47707,71424,0.39068,0.54853072128228,0,0.121773820124666,0.182660730186999,0,0,0,0
190,4896,12689,18941,0.41144,0.567230632235085,0,0.125925200356189,0.188887800534283,0,0,0,0
191,259,902,1197,0.53718,0.692787177203918,0,0.15379875333927,0.230698130008905,0,0,0,0
192,315,117,458,-0.43231,0.06233303650935,0,0.0138379341050757,0.0207569011576135,0,0,0,0
193,1290,5047,6638,0.56598,0.723953695458593,0,0.160717720391808,0.241076580587711,0,0,0,0
194,1784,4943,7151,0.44176,0.59839715048976,0,0.132844167408727,0.19926625111309,0,0,0,0
195,491,3488,4105,0.73009,0.914514692787177,0,0.203022261798753,0.30453339269813,0,0,0,0
196,860,3097,4111,0.54415,0.701691896705254,0,0.155775601068566,0.23366340160285,0,0,0,0
197,582,3978,4685,0.72487,0.909171861086376,0,0.201836153161175,0.302754229741763,0,0,0,0
198,189,574,795,0.48428,0.639358860195904,0,0.141937666963491,0.212906500445236,0,0,0,0
199,357,1238,1660,0.53072,0.686553873552983,0,0.152414959928762,0.228622439893143,0,0,0,0
200,431,257,719,-0.242,0.131789848619768,0,0.0292573463935886,0.0438860195903829,0,0,0,0
201,426,3186,3726,0.74074,0.923419412288513,0,0.20499910952805,0.307498664292075,0,0,0,0
202,395,2227,2702,0.67802,0.852181656277827,0,0.189184327693678,0.283776491540516,0,0,0,0
203,2447,7957,11055,0.49842,0.66073018699911,0,0.146682101513802,0.220023152270703,0,0,0,0
204,778,4653,5625,0.68889,0.873552983081033,0,0.193928762243989,0.290893143365984,0,0,0,0
205,3254,9580,13736,0.46054,0.614425645592164,0,0.13640249332146,0.204603739982191,0,0,0,0
206,648,3749,4506,0.68819,0.870881567230632,0,0.1933357079252,0.290003561887801,0,0,0,0
207,2243,12735,15508,0.67655,0.846838824577026,0,0.1879982190561,0.28199732858415,0,0,0,0
208,6676,8536,15809,0.11765,0.330365093499555,0,0.0733410507569012,0.110011576135352,0,0,0,0
209,181,107,296,-0.25,0.128227960819234,0,0.02846660730187,0.042699910952805,0,0,0,0
210,482,78,563,-0.71758,0.0178094390026714,0,0.00395369545859305,0.00593054318788958,0,0,0,0
211,182,66,249,-0.46586,0.0552092609082814,0,0.0122564559216385,0.0183846838824577,0,0,0,0
212,11,5,17,-0.35294,0.0828138913624221,0,0.0183846838824577,0.0275770258236866,0,0,0,0
213,72,12,84,-0.71429,0.018699910952805,0,0.00415138023152271,0.00622707034728406,0,0,0,0
214,40,32,73,-0.10959,0.193232413178985,0,0.0428975957257346,0.064346393588602,0,0,0,0
215,84,58,145,-0.17931,0.157613535173642,0,0.0349902048085485,0.0524853072128228,0,0,0,0
216,1207,874,2138,-0.15575,0.169189670525378,0,0.037560106856634,0.056340160284951,0,0,0,0
217,115,48,166,-0.40361,0.0676758682101514,0,0.0150240427426536,0.0225360641139804,0,0,0,0
218,274,146,432,-0.2963,0.102404274265361,0,0.0227337488869101,0.0341006233303651,0,0,0,0
219,3898,2445,6518,-0.22292,0.140694568121104,0,0.0312341941228851,0.0468512911843277,0,0,0,0
220,406,252,670,-0.22985,0.135351736420303,0,0.0300480854853072,0.0450721282279608,0,0,0,0
221,92,73,167,-0.11377,0.189670525378451,0,0.042106856634016,0.063160284951024,0,0,0,0
222,197,155,356,-0.11798,0.186108637577916,0,0.0413161175422974,0.0619741763134461,0,0,0,0
223,20,8,28,-0.42857,0.0632235084594835,0,0.0140356188780053,0.021053428317008,0,0,0,0
224,146,161,314,0.04777,0.277827248441674,0,0.0616776491540517,0.0925164737310775,0,0,0,0
225,6601,12101,20219,0.27202,0.440783615316118,0,0.0978539626001781,0.146780943900267,0,0,0,0
226,1225,662,2024,-0.27816,0.113089937666963,0,0.0251059661620659,0.0376589492430988,0,0,0,0
227,1153,2752,4260,0.37535,0.532502226179875,0,0.118215494211932,0.177323241317898,0,0,0,0
228,860,239,1152,-0.53906,0.0471950133570792,0,0.0104772929652716,0.0157159394479074,0,0,0,0
229,71022,104173,197022,0.16826,0.365983971504898,0,0.0812484416740873,0.121872662511131,0,0,0,0
230,1048,8897,10513,0.7466,0.933214603739982,0,0.207173642030276,0.310760463045414,0,0,0,0
231,2052,8036,10987,0.54464,0.703472840605521,0,0.156170970614426,0.234256455921638,0,0,0,0
232,153,993,1229,0.68348,0.864648263579697,0,0.191951914514693,0.287927871772039,0,0,0,0
233,835,5089,6184,0.6879,0.869100623330365,0,0.192940338379341,0.289410507569012,0,0,0,0
234,634,2131,3023,0.4952,0.658949243098842,0,0.146286731967943,0.219430097951915,0,0,0,0
235,983,6888,8200,0.72012,0.903829029385574,0,0.200650044523597,0.300975066785396,0,0,0,0
236,431,2178,2804,0.62304,0.783615316117542,0,0.173962600178094,0.260943900267142,0,0,0,0
237,7189,19308,28551,0.42447,0.581478183437222,0,0.129088156723063,0.193632235084595,0,0,0,0
238,618,4077,4929,0.70177,0.882457702582369,0,0.195905609973286,0.293858414959929,0,0,0,0
239,6017,16046,24452,0.41015,0.566340160284951,0,0.125727515583259,0.188591273374889,0,0,0,0
240,1043,4095,5410,0.56414,0.721282279608192,0,0.160124666073019,0.240186999109528,0,0,0,0
241,534,5136,5973,0.77047,0.956366874443455,0,0.212313446126447,0.318470169189671,0,0,0,0
242,2687,12005,15742,0.59192,0.76046304541407,0,0.168822796081923,0.253234194122885,0,0,0,0
243,584,1949,2783,0.49048,0.650044523597507,0,0.144309884238646,0.21646482635797,0,0,0,0
244,1065,6069,7497,0.66747,0.834372217275156,0,0.185230632235085,0.277845948352627,0,0,0,0
245,8033,14229,24869,0.24915,0.421193232413179,0,0.0935048975957257,0.140257346393589,0,0,0,0
246,668,3344,4321,0.6193,0.780053428317008,0,0.173171861086376,0.259757791629564,0,0,0,0
247,2220,8555,11946,0.5303,0.68566340160285,0,0.152217275155833,0.228325912733749,0,0,0,0
248,486,2076,2692,0.59064,0.759572573463936,0,0.168625111308994,0.252937666963491,0,0,0,0
249,1067,7628,9089,0.72186,0.906500445235975,0,0.201243098842386,0.30186464826358,0,0,0,0
250,1426,5606,7609,0.54935,0.707925200356189,0,0.157159394479074,0.235739091718611,0,0,0,0
251,773,4277,5338,0.65643,0.82546749777382,0,0.183253784505788,0.274880676758682,0,0,0,0
252,1029,7707,9157,0.72928,0.91273374888691,0,0.202626892252894,0.303940338379341,0,0,0,0
253,1714,4860,7048,0.44637,0.600178094390027,0,0.133239536954586,0.199859305431879,0,0,0,0
254,577,5859,6845,0.77166,0.957257346393589,0,0.212511130899377,0.318766696349065,0,0,0,0
255,6517,14635,22553,0.35995,0.515583259127337,0,0.114459483526269,0.171689225289403,0,0,0,0
256,46675,82006,141079,0.25043,0.424755120213713,0,0.0942956366874443,0.141443455031167,0,0,0,0
257,325,966,1392,0.46049,0.61353517364203,0,0.136204808548531,0.204307212822796,0,0,0,0
258,9329,22010,33948,0.37354,0.529830810329475,0,0.117622439893143,0.176433659839715,0,0,0,0
259,3646,8856,13468,0.38684,0.545859305431879,0,0.121180765805877,0.181771148708816,0,0,0,0
260,917,1530,2653,0.23106,0.403383793410508,0,0.0895512021371327,0.134326803205699,0,0,0,0
261,1339,4065,5836,0.4671,0.624220837043633,0,0.138577025823687,0.20786553873553,0,0,0,0
262,914,2730,3871,0.46913,0.6260017809439,0,0.138972395369546,0.208458593054319,0,0,0,0
263,4775,9039,15159,0.28129,0.447907390917186,0,0.0994354407836153,0.149153161175423,0,0,0,0
264,3896,11912,17349,0.46204,0.617987533392698,0,0.137193232413179,0.205789848619769,0,0,0,0
265,709,2324,3214,0.50249,0.665182546749777,0,0.147670525378451,0.221505788067676,0,0,0,0
266,4625,9711,15491,0.32832,0.48886910062333,0,0.108528940338379,0.162793410507569,0,0,0,0
267,760,2367,3353,0.47927,0.634016028495102,0,0.140751558325913,0.211127337488869,0,0,0,0
268,74799,129120,222092,0.24459,0.415850400712378,0,0.0923187889581478,0.138478183437222,0,0,0,0
269,985,4426,5774,0.59595,0.765805877114871,0,0.170008904719501,0.255013357079252,0,0,0,0
270,583,2008,2802,0.50857,0.669634906500445,0,0.148658949243099,0.222988423864648,0,0,0,0
271,1891,8873,11426,0.61106,0.77560106856634,0,0.172183437221728,0.258275155832591,0,0,0,0
272,30682,52115,90413,0.23706,0.41139804096171,0,0.0913303650934996,0.136995547640249,0,0,0,0
273,924,4780,6017,0.64085,0.807658058771149,0,0.179300089047195,0.268950133570793,0,0,0,0
274,642,2693,3550,0.57775,0.742653606411398,0,0.16486910062333,0.247303650934996,0,0,0,0
275,4436,10075,15861,0.35553,0.512911843276937,0,0.11386642920748,0.17079964381122,0,0,0,0
276,1810,5853,8215,0.49215,0.653606411398041,0,0.145100623330365,0.217650934995548,0,0,0,0
277,2631,3124,6073,0.08118,0.300089047195013,0,0.066619768477293,0.0999296527159394,0,0,0,0
278,2552,2068,4776,-0.10134,0.196794300979519,0,0.0436883348174532,0.0655325022261799,0,0,0,0
279,3784,6224,10984,0.22214,0.398040961709706,0,0.0883650934995548,0.132547640249332,0,0,0,0
280,10127,22814,35889,0.35351,0.509349955476402,0,0.113075690115761,0.169613535173642,0,0,0,0
281,809,4791,6004,0.66322,0.831700801424755,0,0.184637577916296,0.276956366874443,0,0,0,0
282,207642,698505,979252,0.50126,0.66340160284951,0,0.147275155832591,0.220912733748887,0,0,0,0
283,1161,10044,11663,0.76164,0.946571682991986,0,0.210138913624221,0.315208370436331,0,0,0,0
284,603,1360,2213,0.34207,0.497773820124666,0,0.110505788067676,0.165758682101514,0,0,0,0
285,518,2211,2930,0.57782,0.743544078361532,0,0.16506678539626,0.24760017809439,0,0,0,0
286,2462,2853,5553,0.07041,0.294746215494212,0,0.0654336598397151,0.0981504897595726,0,0,0,0
287,295,5984,6484,0.87739,0.992876224398931,0,0.220418521816563,0.330627782724844,0,0,0,0
288,287,3161,3550,0.80958,0.977738201246661,0,0.217057880676759,0.325586821015138,0,0,0,0
289,41733,123720,179912,0.45571,0.607301869991095,0,0.134821015138023,0.202231522707035,0,0,0,0
290,222,1904,2269,0.7413,0.924309884238646,0,0.20519679430098,0.307795191451469,0,0,0,0
291,4371,14540,20721,0.49076,0.651825467497774,0,0.144705253784506,0.217057880676759,0,0,0,0
292,215,1739,2068,0.73694,0.920747996438112,0,0.204406055209261,0.306609082813891,0,0,0,0
293,134,3124,3334,0.89682,0.997328584149599,0,0.221406945681211,0.332110418521817,0,0,0,0
294,4117,6755,11172,0.23613,0.409617097061443,0,0.0909349955476402,0.13640249332146,0,0,0,0
295,201,2609,2918,0.82522,0.986642920747996,0,0.219034728406055,0.328552092609083,0,0,0,0
296,1770,7737,10277,0.58062,0.746215494211932,0,0.165659839715049,0.248489759572573,0,0,0,0
297,826,2217,3325,0.41835,0.57346393588602,0,0.127308993766696,0.190963490650045,0,0,0,0
298,276,2810,3340,0.75868,0.943900267141585,0,0.209545859305432,0.314318788958148,0,0,0,0
299,268,2384,2777,0.76197,0.947462154942119,0,0.21033659839715,0.315504897595726,0,0,0,0
300,2020,14161,16896,0.71857,0.902048085485307,0,0.200254674977738,0.300382012466607,0,0,0,0
301,760,5162,6394,0.68846,0.872662511130899,0,0.19373107747106,0.29059661620659,0,0,0,0
302,1706,8192,10755,0.60307,0.771148708815672,0,0.171195013357079,0.256792520035619,0,0,0,0
303,216,2018,2343,0.7691,0.954585930543188,0,0.211918076580588,0.317877114870882,0,0,0,0
304,43,975,1056,0.88258,0.994657168299199,0,0.220813891362422,0.331220837043633,0,0,0,0
305,547,6572,7397,0.81452,0.983081032947462,0,0.218243989314337,0.327365983971505,0,0,0,0
306,1934,3407,5682,0.25924,0.431878895814782,0,0.0958771148708816,0.143815672306322,0,0,0,0
307,3016,3620,7117,0.08487,0.302760463045414,0,0.0672128227960819,0.100819234194123,0,0,0,0
308,893,5184,6428,0.66755,0.835262689225289,0,0.185428317008014,0.278142475512021,0,0,0,0
309,2001,11635,14701,0.65533,0.823686553873553,0,0.182858414959929,0.274287622439893,0,0,0,0
310,357,2146,2627,0.681,0.856634016028495,0,0.190172751558326,0.285259127337489,0,0,0,0
311,652,4221,5107,0.69884,0.881567230632235,0,0.195707925200356,0.293561887800534,0,0,0,0
312,345,3572,4111,0.78497,0.965271593944791,0,0.214290293855744,0.321435440783615,0,0,0,0
313,522,2049,2775,0.55027,0.711487088156723,0,0.157950133570793,0.236925200356189,0,0,0,0
314,757,2054,3043,0.42622,0.58593054318789,0,0.130076580587711,0.195114870881567,0,0,0,0
315,254,2380,2784,0.76365,0.95013357079252,0,0.210929652715939,0.316394479073909,0,0,0,0
