MPIO_CDPMP,AREA,n,total.len,total.roads,total.major,m_per_m2_all,m_per_m2_roads,m_per_m2_major
52835,3611510831.44,2286,1172795.7195781409,1163951.2600724513,2286,3.2473825341138956e-4,3.222892895515295e-4,6.329760885940675e-7
23001,3136587043.95,7949,3343127.674894153,3326611.9920589905,7949,0.0010658488439983002,0.001060583349177419,2.5342832475612033e-6
23068,1964838820.82,1036,820425.2848208437,820425.2848208437,1036,4.175534787522418e-4,4.175534787522418e-4,5.272697124172449e-7
23079,834927038.131,441,414952.2713065755,414952.2713065755,441,4.96992254838763e-4,4.96992254838763e-4,5.281898655326659e-7
23090,420039701.391,187,278012.34289789834,278012.34289789834,187,6.61871584941221e-4,6.61871584941221e-4,4.451960121405961e-7
23162,290844333.371,1680,602349.5823371937,600978.7893202676,1680,0.002071037710639659,0.002066324560477722,5.776285824544493e-6
23168,324003069.472,289,188821.600905557,180857.76601401513,289,5.82777197800204e-4,5.58197693338966e-4,8.919668584342689e-7
23182,626187130.464,884,568889.8513406487,567528.2493547405,884,9.084981528111343e-4,9.063237197708076e-4,1.4117185694074592e-6
23189,641239607.268,963,646637.4611284406,646493.1356573402,963,0.0010084178422531292,0.0010081927696445996,1.5017787252769046e-6
23300,88268536.5104,380,185361.4490007639,182304.52162570038,380,0.0020999719303029817,0.002065339800940518,4.305044753463512e-6
23350,287043717.141,237,204301.80262501747,204301.80262501747,237,7.117445546619002e-4,7.117445546619002e-4,8.256582041249912e-7
23417,950994289.381,2198,1207385.0518525003,1193512.131349965,2198,0.001269602841294015,0.0012550150349765184,2.311265193222846e-6
23419,366064790.266,273,271951.62634681055,270756.1416175619,273,7.429057193651366e-4,7.396399457615623e-4,7.457696212783134e-7
23464,158762773.374,204,144900.5491374084,144900.5491374084,204,9.126859279288594e-4,9.126859279288594e-4,1.2849359813048486e-6
23500,203172880.247,486,343846.1896847134,343729.54118742596,486,0.0016923823163145343,0.0016918081821232702,2.3920515346790537e-6
23555,1140623033.34,921,765080.4683679808,765080.4683679808,921,6.707566356324173e-4,6.707566356324173e-4,8.07453447001772e-7
23570,849279887.407,581,607341.7725563325,607341.7725563325,581,7.151255805793932e-4,7.151255805793932e-4,6.841089829336411e-7
23574,411041730.931,367,365048.14895295247,365048.14895295247,367,8.881048357939883e-4,8.881048357939883e-4,8.928533829612714e-7
23586,117734252.885,267,138156.64735346904,138156.64735346904,267,0.0011734617918577794,0.0011734617918577794,2.2678192068777063e-6
23660,964814541.142,1611,1042416.7830285925,1035563.6677680012,1611,0.0010804322888777556,0.0010733292499325925,1.6697509534766593e-6
23670,206770319.913,293,222635.10309250356,221219.74806200922,293,0.0010767265978317332,0.0010698815388740944,1.4170312263543517e-6
23672,207490372.148,701,259773.5099829247,258327.94347146628,701,0.001251978620953226,0.0012450117120962343,3.378470011610883e-6
23675,315971983.314,535,351416.9172284632,351416.9172284632,535,0.0011121774580857046,0.0011121774580857046,1.6931880934150384e-6
23678,446820634.353,405,431656.0103663346,431656.0103663346,405,9.660610481684134e-4,9.660610481684134e-4,9.064039770375498e-7
23682,525650282.255,264,248164.48800426943,248164.48800426943,264,4.721094925311607e-4,4.721094925311607e-4,5.022350580075025e-7
23686,445491180.08,718,524458.3798063262,524458.3798063262,718,0.0011772587275737884,0.0011772587275737884,1.611704186536451e-6
23815,106380506.51,204,131519.3902413182,131519.3902413182,204,0.0012363109986598447,0.0012363109986598447,1.9176445637699945e-6
23855,919259199.552,746,744606.8583648286,726100.7473192158,746,8.100075133626206e-4,7.89875964986894e-4,8.115230180601535e-7
23466,1551166009.39,1328,672335.2341142903,672335.2341142903,1328,4.3343860685722985e-4,4.3343860685722985e-4,8.561301575466054e-7
23580,1647356364.3,662,510261.9026579104,508912.1709047471,662,3.0974591394784974e-4,3.089265819669782e-4,4.0185597624549147e-7
23807,4937722936.16,1551,948247.4933395304,936138.8647286212,1551,1.920414542491462e-4,1.8958918449495744e-4,3.141123995924712e-7
08001,154202079.017,16069,2390690.1686103977,2372712.514191374,16069,0.015503618264101592,0.015387033231437787,1.0420741472771243e-4
08078,121347124.318,1591,372339.3025968243,372339.3025968243,1591,0.0030683817576185727,0.0030683817576185727,1.3111147123937237e-5
08137,99995006.5685,362,174991.30761331602,174991.30761331602,362,0.0017500004612074403,0.0017500004612074403,3.6201807712469883e-6
08141,135769064.399,246,130137.42039964,130137.42039964,246,9.585204182978707e-4,9.585204182978707e-4,1.8119002372812398e-6
08296,97513071.5693,1331,347377.9064003397,347377.9064003397,1331,0.003562372724086199,0.003562372724086199,1.3649452105034893e-5
08372,167930482.271,760,205603.98966213167,205603.98966213167,760,0.0012243398987584373,0.0012243398987584373,4.525682233041766e-6
08421,224321055.788,457,185943.72531348953,185943.72531348953,457,8.289178412623919e-4,8.289178412623919e-4,2.037258599709422e-6
08433,97942337.2785,2594,482647.9392985945,482249.3512152633,2594,0.00492787851209003,0.004923808892205447,2.648497138294684e-5
08436,214273033.188,327,208611.6476421892,208611.6476421892,327,9.73578637210761e-4,9.73578637210761e-4,1.526090311668361e-6
08520,92338260.9087,370,199614.22116162002,199614.22116162002,370,0.0021617715040029802,0.0021617715040029802,4.007006373726701e-6
08549,252974687.934,150,112793.44405553387,112793.44405553387,150,4.4586849766155734e-4,4.4586849766155734e-4,5.929446982424359e-7
08558,73864331.2786,215,120283.2660635692,120283.2660635692,215,0.0016284350508757358,0.0016284350508757358,2.9107418462785145e-6
08560,206535191.054,412,233429.459309343,233429.459309343,412,0.0011302163961409914,0.0011302163961409914,1.9948174347309165e-6
08573,70567092.5405,2743,393129.14754828054,391115.62437072233,2743,0.0055709982287091555,0.005542464770618862,3.8870809342552015e-5
08606,358540306.483,455,218357.73108492643,217337.00006243328,455,6.090186434737143e-4,6.061717361552437e-4,1.2690344482136309e-6
08634,43111132.5559,580,158098.4503631249,158098.4503631249,580,0.0036672302718590544,0.0036672302718590544,1.3453601555188644e-5
08638,395874380.123,1814,604056.3541816974,604056.3541816974,1814,0.0015258788760061062,0.0015258788760061062,4.582261674616027e-6
08675,57366355.316,195,102387.08549869644,102387.08549869644,195,0.0017847932805684058,0.0017847932805684058,3.399204968240552e-6
08685,65003005.9628,505,165925.75315521445,165925.75315521445,505,0.0025525858488785985,0.0025525858488785985,7.768871493250665e-6
08758,59358357.4473,6897,979907.2486035003,979049.3449034485,6897,0.01650832824128412,0.016493875285762002,1.161925682684759e-4
08770,42558058.167,162,90656.95690792974,90656.95690792974,162,0.0021301948635012243,0.0021301948635012243,3.8065646549075077e-6
08832,182989558.199,887,328768.1104473632,328071.9558525046,887,0.0017966495666918323,0.0017928452261507096,4.847271116067689e-6
08849,101378132.708,372,104612.11211827553,103436.02118185298,372,0.0010319001674610675,0.0010202991357098708,3.669430379739521e-6
13001,597681011.627,17589,2894659.0870957454,2890769.2126711383,17589,0.004843150494635825,0.004836642216224875,2.9428741515678134e-5
13006,951765831.312,446,343444.17968243407,343444.17968243407,446,3.6084945307292613e-4,3.6084945307292613e-4,4.6860265973742017e-7
13030,303746226.989,142,85086.19836065061,85086.19836065061,142,2.801226510831094e-4,2.801226510831094e-4,4.674955188995399e-7
13042,461932283.438,223,143481.25378378623,143481.25378378623,223,3.106110114580119e-4,3.106110114580119e-4,4.827547413233151e-7
13052,589577015.366,1575,545707.7777213193,545688.7270390062,1575,9.255920151204548e-4,9.25559702662851e-4,2.6714067186324502e-6
13062,163808375.774,158,122956.28254709963,122956.28254709963,158,7.506104737692877e-4,7.506104737692877e-4,9.645416435725265e-7
13074,430736860.601,287,151296.3064448002,151296.3064448002,287,3.512499632227875e-4,3.512499632227875e-4,6.663000691409452e-7
13140,255353319.386,404,180440.39504173948,180440.39504173948,404,7.066303092343209e-4,7.066303092343209e-4,1.5821215912580367e-6
13160,881483217.427,130,91280.82237967897,87259.89916530112,130,1.0355367019479119e-4,9.899212763234206e-5,1.4747870115946472e-7
13188,133179333.255,297,72131.32233982811,72131.32233982811,297,5.416104779689612e-4,5.416104779689612e-4,2.2300757387884703e-6
13212,597318097.815,382,309757.28074534377,309757.28074534377,382,5.185801030948857e-4,5.185801030948857e-4,6.395252402319009e-7
13222,85375933.2826,309,108165.07999855811,106872.7682029136,309,0.001266927058243973,0.0012517903359153646,3.6192869362515724e-6
13244,946273763.445,1150,620652.82003346,612942.5466275521,1150,6.558913963480443e-4,6.477433595919179e-4,1.2152931259695029e-6
13248,383173387.387,267,139618.13999651695,139618.13999651695,267,3.643732696276855e-4,3.643732696276855e-4,6.968124843449359e-7
13268,318934851.9,142,86158.90216939806,86158.90216939806,142,2.701457732076664e-4,2.701457732076664e-4,4.452319937882587e-7
13433,432180341.271,582,324357.33158045326,324357.33158045326,582,7.505138494419948e-4,7.505138494419948e-4,1.3466600500346569e-6
13440,293683355.468,129,108440.36560544062,100856.00024632213,129,3.692424633075822e-4,3.434174881501294e-4,4.392485906953483e-7
13442,559917843.237,866,404449.3110219182,403134.30729391077,866,7.223368855039763e-4,7.19988320006572e-4,1.5466554789421895e-6
13458,2092813558.19,145,180466.92405942135,176778.87287595094,145,8.623172539817678e-5,8.446947994203587e-5,6.928471933515441e-8
13468,652142579.007,760,212811.27410473654,211814.36346834977,760,3.263262988114939e-4,3.2479762905663023e-4,1.1653893250724889e-6
13473,1347599853.7,307,377990.6956585347,377990.6956585347,307,2.8049179036396824e-4,2.8049179036396824e-4,2.2781243197459098e-7
13490,416386455.609,147,149786.93801701593,149786.93801701593,147,3.597305724028415e-4,3.597305724028415e-4,3.5303741997323185e-7
13549,775568725.435,296,169316.66169323894,163892.091889958,296,2.1831290527899103e-4,2.113185930725023e-4,3.816554101430275e-7
13580,183452689.176,165,172610.76196885156,172610.76196885156,165,9.409006907674874e-4,9.409006907674874e-4,8.994144525278834e-7
13600,845236492.595,212,200566.89618990826,200566.89618990826,212,2.372908623172888e-4,2.372908623172888e-4,2.5081737697946393e-7
13620,42268805.3972,128,48068.384846963825,48068.384846963825,128,0.0011372070820375728,0.0011372070820375728,3.0282379356876516e-6
13647,211639256.674,273,124436.53148087887,122943.96611753687,273,5.879652642730434e-4,5.809128611092906e-4,1.2899308204456485e-6
13654,442915990.641,484,244348.11720742777,244348.11720742777,484,5.516805045891447e-4,5.516805045891447e-4,1.0927580178343575e-6
13655,569950700.706,254,183559.8728936383,181574.31933234015,254,3.220627199269376e-4,3.1857899131876386e-4,4.4565257957463563e-7
13657,631224741.093,812,342904.0580950621,342885.9871179354,812,5.432360865661016e-4,5.432074581300625e-4,1.2863881073387234e-6
13667,450198126.749,372,260561.56420335628,259417.9531258745,372,5.787708760250523e-4,5.762306364959808e-4,8.263028606678366e-7
13670,2021035991.3,529,378949.8094758134,378374.9078881544,529,1.8750275161208773e-4,1.8721829275527676e-4,2.617469467526548e-7
13673,172774220.267,406,161765.3495911548,161765.3495911548,406,9.362817516477145e-4,9.362817516477145e-4,2.3498876127039095e-6
13683,154672242.234,482,180706.24773275675,179657.77358526754,482,0.0011683172437583888,0.001161538560444915,3.1162669722650914e-6
13688,2382782371.3,826,789540.7727765148,743700.2337675379,826,3.313524484175852e-4,3.121142084670491e-4,3.466535634764455e-7
13744,1354659726.73,378,422344.9490112693,406343.33256870357,378,3.1177198279213903e-4,2.99959705415892e-4,2.7903686257245614e-7
13760,92604134.3713,172,67390.34551308565,67390.34551308565,172,7.277250197370384e-4,7.277250197370384e-4,1.8573684767718804e-6
13780,249305151.303,197,94034.11130585478,94034.11130585478,197,3.7718479066470545e-4,3.7718479066470545e-4,7.901962673870726e-7
13810,762808778.014,227,156536.73301213412,156536.73301213412,227,2.0521097491783342e-4,2.0521097491783342e-4,2.975844098058266e-7
13836,201981142.449,3208,709507.8366998578,706207.4247648868,3208,0.0035127429625218982,0.0034964027641501403,1.5882670833045795e-5
13838,191155151.356,644,214301.13568644994,214301.13568644994,644,0.0011210848055428217,0.0011210848055428217,3.3689910809708663e-6
13873,137126414.002,305,97905.13251375419,97905.13251375419,305,7.139771956140137e-4,7.139771956140137e-4,2.2242250132461827e-6
13894,309153209.997,193,183056.320850421,183056.320850421,193,5.921216889586796e-4,5.921216889586796e-4,6.242859325376983e-7
20032,637902772.655,233,294155.0017869027,294155.0017869027,233,4.611282696932123e-4,4.611282696932123e-4,3.652594250848546e-7
20060,586209172.07,575,417637.35847623367,417637.35847623367,575,7.124374342378304e-4,7.124374342378304e-4,9.808785453997271e-7
20175,1376425322.17,489,532072.9797730352,532072.9797730352,489,3.8656145829560644e-4,3.8656145829560644e-4,3.552680934618874e-7
20178,1114480371.22,653,557456.8143776625,556594.7741477903,653,5.001943764764787e-4,4.994208857518924e-4,5.859232848445537e-7
20228,915171271.4,559,423679.9910104632,423679.9910104632,559,4.629515854036054e-4,4.629515854036054e-4,6.108146283316559e-7
20238,956450835.898,553,569046.8397954114,568073.3544080509,553,5.949567070649693e-4,5.939388968955145e-4,5.781792218110145e-7
20250,813932821.215,809,651922.3854725887,651922.3854725887,809,8.009535535124755e-4,8.009535535124755e-4,9.939395229109491e-7
20295,326880594.738,300,222986.72136906316,222986.72136906316,300,6.821656744346986e-4,6.821656744346986e-4,9.177663184333557e-7
20310,73006121.7353,415,183506.57603785503,183055.3998225181,415,0.0025135779257416126,0.002507397947890265,5.68445481194954e-6
20383,802872114.042,475,554667.5553988847,554667.5553988847,475,6.908541792620646e-4,6.908541792620646e-4,5.916259783997825e-7
20400,755906758.614,824,691504.1563817778,691504.1563817778,824,9.148008646591438e-4,9.148008646591438e-4,1.0900815353349308e-6
20443,136782085.172,186,109690.78629655956,109690.78629655956,186,8.019382520644146e-4,8.019382520644146e-4,1.3598272008071066e-6
20517,531842991.444,427,363552.91158977075,363039.17098975444,427,6.835718763590227e-4,6.826059134559083e-4,8.028685286246939e-7
20550,423387373.107,392,373547.4334636573,373547.4334636573,392,8.822828860539802e-4,8.822828860539802e-4,9.258660623800237e-7
20614,549438020.669,577,461218.7301455093,461218.7301455093,577,8.394372300335637e-4,8.394372300335637e-4,1.0501639462399058e-6
20710,550211547.753,584,416227.9082159286,415848.4951207568,584,7.564870456022869e-4,7.557974688445448e-4,1.0614099292989908e-6
20750,645999444.625,344,298500.9006162672,298500.9006162672,344,4.620760948015144e-4,4.620760948015144e-4,5.325081977426321e-7
20787,513298492.593,418,362221.9072695907,362221.9072695907,418,7.056749873543861e-4,7.056749873543861e-4,8.143409848885661e-7
20001,4185791801.3,5968,3089966.4476077673,2812838.929937333,5968,7.382035691904463e-4,6.719968559028036e-4,1.4257756437256366e-6
20013,1753092506.76,816,716577.213278821,713463.4299012583,816,4.0875037142402266e-4,4.0697420538283785e-4,4.6546317256703165e-7
20045,1225401132.76,451,406652.9622586598,406652.9622586598,451,3.318529348367303e-4,3.318529348367303e-4,3.6804274775248656e-7
20621,1073101151.97,637,563858.1637125527,563858.1637125527,637,5.254473566424018e-4,5.254473566424018e-4,5.936066687008907e-7
20570,743801820.297,309,330848.39771445293,305586.95623665524,309,4.4480719014958203e-4,4.108445931399232e-4,4.154332398334496e-7
20770,993291243.007,820,681103.6526585544,681103.6526585544,820,6.857038733137754e-4,6.857038733137754e-4,8.255383360852012e-7
20011,877666639.619,1765,1027622.252805437,1027256.1859957657,1765,0.0011708571414444254,0.0011704400504976508,2.0110141143865245e-6
44078,800941764.842,967,508232.85717313405,506928.5818914349,967,6.345440823321181e-4,6.329156552242417e-4,1.2073287253171994e-6
44098,231872841.26,373,181248.1470993896,181248.1470993896,373,7.816704453806873e-4,7.816704453806873e-4,1.6086403132558054e-6
44110,242184814.581,131,103571.77807931133,103141.3156062143,131,4.276559546414963e-4,4.2587854149591254e-4,5.409092235061928e-7
44279,473522416.236,769,428934.8429758246,428934.8429758246,769,9.05838516337623e-4,9.05838516337623e-4,1.623999146888827e-6
44378,214639917.206,423,174775.3180093078,174775.3180093078,423,8.142722019481946e-4,8.142722019481946e-4,1.9707424672272264e-6
44420,179590796.479,106,83145.28969454193,83145.28969454193,106,4.6297077202541565e-4,4.6297077202541565e-4,5.90230691539891e-7
44855,246274609.498,155,144181.75540982946,144181.75540982946,155,5.854511583785512e-4,5.854511583785512e-4,6.293787261136993e-7
44874,260095936.626,310,217128.59927163715,216610.39757687756,310,8.348019661062722e-4,8.328096178155538e-4,1.191867908516228e-6
44001,3088710922.38,3369,1792980.0941546697,1717028.8062013471,3369,5.80494626791779e-4,5.559046635799423e-4,1.0907462966472833e-6
44035,546026552.49,806,355100.46792157256,355100.46792157256,806,6.503355309411916e-4,6.503355309411916e-4,1.476118691159733e-6
44090,1749978068.51,750,644517.8275580786,533992.1676971206,750,3.683005171069637e-4,3.0514220566877303e-4,4.2857679961588287e-7
44650,1313688361.44,1350,803772.2540685796,736986.7611392615,1350,6.118439332046181e-4,5.610057779087067e-4,1.0276409836806325e-6
44847,7886058076.95,3775,3037275.717213745,2954910.439797532,3775,3.85144984677622e-4,3.747005678837669e-4,4.78692898678222e-7
44430,1768719812.26,3495,1472669.7452130057,1472669.7452130057,3495,8.326190134837053e-4,8.326190134837053e-4,1.976005456474323e-6
44560,1619655456.69,2097,1187776.4425374747,1183934.9037503959,2097,7.333513048292798e-4,7.309794801481656e-4,1.2947198068196074e-6
47541,325479944.725,207,139846.76665938867,139846.76665938867,207,4.2966323709298294e-4,4.2966323709298294e-4,6.359838858117527e-7
47030,406388377.505,253,226374.98583509668,226374.98583509668,253,5.570409941960298e-4,5.570409941960298e-4,6.225571743790513e-7
47058,1131744237.54,551,450338.8134217921,450338.8134217921,551,3.9791571141609236e-4,3.9791571141609236e-4,4.868591168598953e-7
47161,177196131.577,211,74759.01206991333,74759.01206991333,211,4.2189979772457416e-4,4.2189979772457416e-4,1.1907709165101646e-6
47170,536543740.612,319,254009.50475392048,252902.78874410864,319,4.734180748510618e-4,4.7135539864026583e-4,5.945461215075174e-7
47205,109483706.019,283,98382.31365902694,98382.31365902694,283,8.986023330444578e-4,8.986023330444578e-4,2.5848595219355077e-6
47258,557142377.059,415,279727.7223513652,279727.7223513652,415,5.020758317254025e-4,5.020758317254025e-4,7.448724367201609e-7
47268,262182276.845,309,210676.94313260168,210676.94313260168,309,8.035514286770504e-4,8.035514286770504e-4,1.1785693667717985e-6
47318,564492417.09,406,251643.53655416713,251643.53655416713,406,4.457872753214438e-4,4.457872753214438e-4,7.192302105543949e-7
47460,842050956.366,357,379336.87259471504,379336.87259471504,357,4.5049158810032286e-4,4.5049158810032286e-4,4.239648412023522e-7
47545,661564154.022,219,234919.38476000013,232359.60425054363,219,3.5509690682574075e-4,3.5122762144518586e-4,3.3103365511656374e-7
47551,1640444453.7,707,767837.649981162,765233.9960985628,707,4.68066838989467e-4,4.664796752932341e-4,4.3098076158895304e-7
47555,1457338277.48,860,616363.2475521845,610469.0014922875,860,4.229376645606176e-4,4.1889313615497574e-4,5.901169366710759e-7
47570,675468640.305,294,146933.25390457237,146933.25390457237,294,2.175278690039946e-4,2.175278690039946e-4,4.3525336700642053e-7
47605,594931200.477,207,152688.4423890021,152688.4423890021,207,2.566489070779622e-4,2.566489070779622e-4,3.479393917045079e-7
47660,1238967173.89,360,520799.15611786087,518608.3017063993,360,4.203494387044182e-4,4.1858114777820835e-4,2.9056459895519565e-7
47675,170478641.24,263,210102.7641419396,210102.7641419396,263,0.001232428664457483,0.001232428664457483,1.5427152521103704e-6
47692,437645568.348,397,205274.89648513048,205274.89648513048,397,4.6904369958546745e-4,4.6904369958546745e-4,9.07126745276031e-7
47703,268883003.496,213,125423.95573219194,125423.95573219194,213,4.664629377886944e-4,4.664629377886944e-4,7.921660991233634e-7
47707,1120437342.4,370,319527.0996889768,319527.0996889768,370,2.851806947138544e-4,2.851806947138544e-4,3.3022819393671073e-7
47720,494704192.75,240,174352.07930173617,172873.51348656218,240,3.524370358224262e-4,3.494482481047502e-4,4.851383989002992e-7
47745,970904645.158,465,281229.95928182337,278407.65926404815,465,2.8965765143296586e-4,2.867507748083145e-4,4.789347772914696e-7
47798,492199257.382,271,228835.47764576532,228835.47764576532,271,4.6492446750719937e-4,4.6492446750719937e-4,5.50590022100896e-7
47960,353276258.997,168,130842.10943549885,130842.10943549885,168,3.7036768280715394e-4,3.7036768280715394e-4,4.755485140070696e-7
47980,446462117.948,1039,545434.7770343838,544166.0731828345,1039,0.0012216820982287938,0.0012188404151373359,2.3271851255272984e-6
47053,1740838478.22,634,531516.0882641809,432351.68113549583,634,3.05321886501299e-4,2.4835829776555354e-4,3.641923176286075e-7
47189,1324777269.18,1488,901104.1527940292,786149.8925889276,1488,6.801929454539837e-4,5.93420426873366e-4,1.1232076777110089e-6
47288,971901235.044,1071,518427.0875184376,497115.4179061593,1071,5.334154015093595e-4,5.114875874024934e-4,1.1019638224366631e-6
47001,2347139289.28,8626,2284275.457092993,2184596.8329068837,8626,9.732168293232009e-4,9.307486960337248e-4,3.6751120989696696e-6
47245,814873330.868,1188,420960.18458794913,420744.03216896637,1188,5.165958544005164e-4,5.163305954813755e-4,1.4578953010212604e-6
70001,279972945.381,5031,967270.3033470936,965554.7317516084,5031,0.003454870619840742,0.0034487429863540474,1.796959343037087e-5
70110,146498095.939,163,112864.7258943916,112864.7258943916,163,7.704176984074051e-4,7.704176984074051e-4,1.1126424473658086e-6
70124,412469807.125,295,215659.15937303132,215659.15937303132,295,5.22848353134549e-4,5.22848353134549e-4,7.15203864390005e-7
70204,131162692.415,217,116067.44706146508,115568.69572078304,217,8.849120502515042e-4,8.811095105849352e-4,1.6544338638109831e-6
70215,285894460.741,1418,465862.52232754097,464182.782280493,1418,0.0016294912504428662,0.0016236158653700169,4.95987224210198e-6
70221,56555153.4706,546,146764.36998134266,146764.36998134266,546,0.002595066249049039,0.002595066249049039,9.654292606311044e-6
70230,83710014.8298,151,74444.00062578154,73631.73134032884,151,8.893081762933838e-4,8.796048058292378e-4,1.8038462937441194e-6
70233,198434402.017,233,136178.36280073496,136178.36280073496,233,6.862638807411453e-4,6.862638807411453e-4,1.174191559687512e-6
70235,321856425.956,373,235241.0689309617,235241.0689309617,373,7.308882158628108e-4,7.308882158628108e-4,1.1589018267759915e-6
70265,361867637.099,262,187293.0701435754,187293.0701435754,262,5.175734189579812e-4,5.175734189579812e-4,7.240216397917946e-7
70400,232350394.715,400,274696.79460424493,274696.79460424493,400,0.0011822523260233185,0.0011822523260233185,1.7215378544574383e-6
70418,198884442.405,876,364765.3824766224,364753.0696167819,876,0.0018340568928656036,0.0018339949832476786,4.404567745003151e-6
70429,845158611.98,427,376408.03041099035,376408.03041099035,427,4.453696916477705e-4,4.453696916477705e-4,5.052306087251993e-7
70508,460048361.968,734,355042.15253464703,346954.24508045847,734,7.717496287039122e-4,7.541690695218514e-4,1.5954844331150027e-6
70523,174570195.348,190,144861.61967566225,144861.61967566225,190,8.298187407471553e-4,8.298187407471553e-4,1.0883873940866092e-6
70670,213937700.686,760,342794.3240766537,342785.8985975945,760,0.0016023090973562382,0.0016022697144936937,3.552436048265588e-6
70678,1494162955.79,501,373964.17400518653,373964.17400518653,501,2.502833928227478e-4,2.502833928227478e-4,3.3530479259881615e-7
70702,168175572.443,323,165319.0706247885,165319.0706247885,323,9.830147638166676e-4,9.830147638166676e-4,1.9206118659680786e-6
70708,970354812.137,782,564094.1108632239,564094.1108632239,782,5.813276791207195e-4,5.813276791207195e-4,8.058907836792312e-7
70713,1035078993.05,1096,628910.4462153694,628910.4462153694,1096,6.075965703469644e-4,6.075965703469644e-4,1.0588563842557446e-6
70717,212994817.402,351,228080.93918811867,228080.93918811867,351,0.0010708285862075487,0.0010708285862075487,1.6479274204007189e-6
70742,418979769.769,471,334379.6730533903,334379.6730533903,471,7.980807121970279e-4,7.980807121970279e-4,1.1241592887878115e-6
70771,1131180192.69,136,208426.12933276058,208426.12933276058,136,1.842554622859099e-4,1.842554622859099e-4,1.202284135444288e-7
70820,302516691.856,613,281317.5243155659,281317.5243155659,613,9.299239740776848e-4,9.299239740776848e-4,2.0263344684854355e-6
70823,285015891.281,535,250681.00084553254,250672.20070096359,535,8.795334173082428e-4,8.795025413296108e-4,1.877088318112544e-6
70473,170014897.012,642,266774.1936748806,260817.6065875956,642,0.0015691224614043742,0.001534086783990385,3.776139687069224e-6
88001,27139792.7629,1020,189535.87927955747,189535.87927955747,1020,0.00698368926157212,0.00698368926157212,3.7583190443308634e-5
88564,22284458.4268,271,51127.373130894455,51018.8679839537,271,0.0022943062896878413,0.0022894371946054017,1.2160941711470392e-5
81001,5787998751.83,1599,1231607.1395372073,1221744.6812866486,1599,2.1278635195762756e-4,2.1108240234163283e-4,2.76261289706471e-7
81591,2281460252.41,226,528276.9981571696,528276.9981571696,226,2.3155213753959944e-4,2.3155213753959944e-4,9.905936330088019e-8
81220,5212569095.54,239,407000.87442025566,391442.9194596703,239,7.808066750971138e-5,7.509596751333202e-5,4.5850711159779956e-8
81065,3046788010.5,1616,1654473.4167800325,1646568.9903045064,1616,5.4302216336624e-4,5.404278159917967e-4,5.30394630158336e-7
81300,1158596102.89,560,560872.2614883102,557170.9125941499,560,4.8409645094547735e-4,4.8090176654689567e-4,4.833435902322966e-7
81736,945136070.955,1390,832893.9836239173,832893.9836239173,1390,8.812424043686438e-4,8.812424043686438e-4,1.4706877059463968e-6
81794,5418708889.61,1566,1690543.0896165024,1679270.0786396223,1566,3.119826372031172e-4,3.0990225030532765e-4,2.889987323369035e-7
15001,119688918.149,5251,861932.8368569278,857441.8600310372,5251,0.007201442290454266,0.007163920213261624,4.3872065026630635e-5
15022,57672119.1689,77,89454.53324006761,89298.26955712032,77,0.00155108802189302,0.0015483785032347987,1.3351338759461204e-6
15047,942146562.716,1311,636364.4605792707,561952.1479510439,1311,6.754410468205423e-4,5.964593728719449e-4,1.3915032457590008e-6
15051,137898588.025,402,228076.77203438937,228024.54787117947,402,0.0016539456661662172,0.0016535669518954051,2.915185759024018e-6
15087,163088220.029,430,299981.208165845,260955.2878996618,430,0.0018393799877912886,0.0016000866761146776,2.6366098049481334e-6
15090,58013016.3058,69,64308.63729665229,62454.05344754976,69,0.0011085208353529942,0.001076552426068316,1.1893882510139634e-6
15092,101899548.477,136,156375.7800163578,156375.7800163578,136,0.0015346071926084519,0.0015346071926084519,1.3346477195696005e-6
15097,145305291.201,210,213512.68210571984,208502.52534293404,210,0.0014694074822806619,0.0014349272736015762,1.4452329867981763e-6
15104,48022867.9325,187,150118.1763799638,150118.1763799638,187,0.003125972746795693,0.003125972746795693,3.8939781827033645e-6
15106,64599702.9493,119,88788.64662597307,88788.64662597307,119,0.0013744435743869806,0.0013744435743869806,1.842113733764305e-6
15109,110156756.515,99,173036.37506788605,173036.37506788605,99,0.0015708194444189517,0.0015708194444189517,8.987192718089808e-7
15114,25352714.633,81,42350.339434225236,42350.339434225236,81,0.0016704459481865707,0.0016704459481865707,3.1949241401773797e-6
15131,78965574.1815,164,160792.18700509306,160270.003672726,164,0.002036231467595196,0.0020296186703379145,2.0768543976271348e-6
15135,298728379.294,106,176536.87061989054,172776.28970870373,106,5.909611635731064e-4,5.783725339957145e-4,3.54837395263601e-7
15162,63578581.9098,175,117302.56637850261,108803.44478242713,175,0.0018450013016163482,0.0017113222961906952,2.7524992653701438e-6
15172,136373456.527,79,87756.47171877518,78997.80817133858,79,6.435011178396043e-4,5.792755436663595e-4,5.792916159191076e-7
15176,165013669.416,1071,407095.7149106184,406887.5137790324,1071,0.002467042375043056,0.0024657806545303083,6.4903713964447725e-6
15183,677377002.456,242,351155.17339401314,311474.3825739622,242,5.184043333635658e-4,4.5982426543067425e-4,3.5726043122599145e-7
15185,158534721.681,409,258028.67017949934,258028.67017949934,409,0.0016275845912083464,0.0016275845912083464,2.579876481714716e-6
15187,49532340.1522,190,144128.93661761656,141327.01541655237,190,0.0029097946144831,0.0028532271033892445,3.835877719812539e-6
