"MPIO_CDPMP","discap4t5","disbog4t5","eCDF_4t5","el_c4t5","em_c4t5","cs_c4t5","cw_c4t5","FID_4t5"
"15466",62.8039817810059,208.059432983398,0.325311942959002,0.121991978609626,0,0,0.195187165775401,701
"15469",42.5564346313477,175.996856689453,0.262032085561497,0.0982620320855615,0,0,0.157219251336898,702
"15476",9.39414691925049,160.580368041992,0.226381461675579,0.0848930481283423,0,0,0.135828877005348,703
"15480",81.0505523681641,125.767547607422,0.160427807486631,0.0601604278074866,0,0,0.0962566844919786,704
"15491",56.2765502929688,206.014190673828,0.32174688057041,0.120655080213904,0,0,0.193048128342246,705
"15494",21.1009483337402,133.543807983398,0.17379679144385,0.0651737967914438,0,0,0.10427807486631,706
"15500",12.0283002853394,165.875671386719,0.233511586452763,0.0875668449197861,0,0,0.140106951871658,707
"15507",95.9859313964844,148.396697998047,0.198752228163993,0.0745320855614973,0,0,0.119251336898396,708
"15511",41.7145042419434,121.821014404297,0.150623885918004,0.0564839572192513,0,0,0.0903743315508021,709
"15514",66.5976715087891,152.595718383789,0.209447415329768,0.0785427807486631,0,0,0.125668449197861,710
"15516",41.8822174072266,195.938491821289,0.302139037433155,0.113302139037433,0,0,0.181283422459893,711
"15518",79.8401565551758,200.328536987305,0.310160427807487,0.116310160427807,0,0,0.186096256684492,712
"15522",143.192077636719,296.350524902344,0.540998217468806,0.202874331550802,0,0,0.324598930481283,713
"15531",76.6201705932617,147.357620239258,0.197860962566845,0.0741978609625669,0,0,0.118716577540107,714
"15533",112.753273010254,243.219757080078,0.409090909090909,0.153409090909091,0,0,0.245454545454545,715
"15537",86.2500991821289,238.00505065918,0.40017825311943,0.150066844919786,0,0,0.240106951871658,716
"15542",35.0570945739746,175.366500854492,0.259358288770053,0.0972593582887701,0,0,0.155614973262032,665
"15550",105.455200195312,244.058074951172,0.413547237076649,0.155080213903743,0,0,0.248128342245989,666
"15572",125.557556152344,169.476943969727,0.240641711229947,0.0902406417112299,0,0,0.144385026737968,667
"15580",95.7867431640625,130.5888671875,0.165775401069519,0.0621657754010695,0,0,0.0994652406417112,668
"15599",20.7617435455322,141.669357299805,0.188057040998217,0.0705213903743316,0,0,0.11283422459893,717
"15600",28.6944236755371,135.758590698242,0.176470588235294,0.0661764705882353,0,0,0.105882352941176,718
"15621",25.8862895965576,152.596328735352,0.210338680926916,0.0788770053475936,0,0,0.12620320855615,719
"15632",48.5556373596191,152.261215209961,0.207664884135472,0.0778743315508021,0,0,0.124598930481283,720
"15638",19.8861751556396,146.983673095703,0.196969696969697,0.0738636363636364,0,0,0.118181818181818,721
"15646",18.9873638153076,138.08659362793,0.180035650623886,0.0675133689839572,0,0,0.108021390374332,722
"15660",48.4863891601562,155.994430541992,0.218360071301248,0.0818850267379679,0,0,0.131016042780749,723
"15664",55.9686508178711,190.173614501953,0.288770053475936,0.108288770053476,0,0,0.173262032085561,724
"15667",95.019157409668,122.747200012207,0.155080213903743,0.0581550802139037,0,0,0.093048128342246,725
"15673",134.176971435547,287.872222900391,0.519607843137255,0.194852941176471,0,0,0.311764705882353,726
