"MPIO_CDPMP","REGION","CÓDIGO DANE DEL DEPARTAMENTO","DEPARTAMENTO","mpio","MUNICIPIO","cdir6t9","el_t6t9","em_t6t9","cs_t6t9","cw_t6t9","FID_6t9"
"25368","Región Centro Oriente",25,"Cundinamarca",25.368,"Jerusalén","East",0.125,0,0.111,0.3,800
"25372","Región Centro Oriente",25,"Cundinamarca",25.372,"Junín","East",0.125,0,0.111,0.3,801
"25377","Región Centro Oriente",25,"Cundinamarca",25.377,"La Calera","East",0.125,0,0.111,0.3,802
"25386","Región Centro Oriente",25,"Cundinamarca",25.386,"La Mesa","East",0.125,0,0.111,0.3,803
"25394","Región Centro Oriente",25,"Cundinamarca",25.394,"La Palma","East",0.125,0,0.111,0.3,804
"25398","Región Centro Oriente",25,"Cundinamarca",25.398,"La Peña","East",0.125,0,0.111,0.3,805
"25402","Región Centro Oriente",25,"Cundinamarca",25.402,"La Vega","East",0.125,0,0.111,0.3,806
"25407","Región Centro Oriente",25,"Cundinamarca",25.407,"Lenguazaque","East",0.125,0,0.111,0.3,807
"25426","Región Centro Oriente",25,"Cundinamarca",25.426,"Macheta","East",0.125,0,0.111,0.3,808
"25430","Región Centro Oriente",25,"Cundinamarca",25.43,"Madrid","East",0.125,0,0.111,0.3,809
"25436","Región Centro Oriente",25,"Cundinamarca",25.436,"Manta","East",0.125,0,0.111,0.3,810
"25438","Región Centro Oriente",25,"Cundinamarca",25.438,"Medina","East",0.125,0,0.111,0.3,811
"25473","Región Centro Oriente",25,"Cundinamarca",25.473,"Mosquera","East",0.125,0,0.111,0.3,1115
"25483","Región Centro Oriente",25,"Cundinamarca",25.483,"Nariño","East",0.125,0,0.111,0.3,812
"25486","Región Centro Oriente",25,"Cundinamarca",25.486,"Nemocón","East",0.125,0,0.111,0.3,813
"25488","Región Centro Oriente",25,"Cundinamarca",25.488,"Nilo","East",0.125,0,0.111,0.3,814
"25489","Región Centro Oriente",25,"Cundinamarca",25.489,"Nimaima","East",0.125,0,0.111,0.3,815
"25491","Región Centro Oriente",25,"Cundinamarca",25.491,"Nocaima","East",0.125,0,0.111,0.3,816
"25506","Región Centro Oriente",25,"Cundinamarca",25.506,"Venecia","East",0.125,0,0.111,0.3,817
"25513","Región Centro Oriente",25,"Cundinamarca",25.513,"Pacho","East",0.125,0,0.111,0.3,818
"25518","Región Centro Oriente",25,"Cundinamarca",25.518,"Paime","East",0.125,0,0.111,0.3,819
"25524","Región Centro Oriente",25,"Cundinamarca",25.524,"Pandi","East",0.125,0,0.111,0.3,820
"25530","Región Centro Oriente",25,"Cundinamarca",25.53,"Paratebueno","East",0.125,0,0.111,0.3,821
"25535","Región Centro Oriente",25,"Cundinamarca",25.535,"Pasca","East",0.125,0,0.111,0.3,822
"25572","Región Centro Oriente",25,"Cundinamarca",25.572,"Puerto Salgar","East",0.125,0,0.111,0.3,823
"25580","Región Centro Oriente",25,"Cundinamarca",25.58,"Pulí","East",0.125,0,0.111,0.3,824
"25592","Región Centro Oriente",25,"Cundinamarca",25.592,"Quebradanegra","East",0.125,0,0.111,0.3,825
"25594","Región Centro Oriente",25,"Cundinamarca",25.594,"Quetame","East",0.125,0,0.111,0.3,826
"25596","Región Centro Oriente",25,"Cundinamarca",25.596,"Quipile","East",0.125,0,0.111,0.3,827
"25599","Región Centro Oriente",25,"Cundinamarca",25.599,"Apulo","East",0.125,0,0.111,0.3,828
"25612","Región Centro Oriente",25,"Cundinamarca",25.612,"Ricaurte","East",0.125,0,0.111,0.3,829
"25645","Región Centro Oriente",25,"Cundinamarca",25.645,"San Antonio del Tequendama","East",0.125,0,0.111,0.3,830
"25649","Región Centro Oriente",25,"Cundinamarca",25.649,"San Bernardo","East",0.125,0,0.111,0.3,831
"25653","Región Centro Oriente",25,"Cundinamarca",25.653,"San Cayetano","East",0.125,0,0.111,0.3,832
"25658","Región Centro Oriente",25,"Cundinamarca",25.658,"San Francisco","East",0.125,0,0.111,0.3,833
"25662","Región Centro Oriente",25,"Cundinamarca",25.662,"San Juan de Río Seco","East",0.125,0,0.111,0.3,1118
"25718","Región Centro Oriente",25,"Cundinamarca",25.718,"Sasaima","East",0.125,0,0.111,0.3,834
"25736","Región Centro Oriente",25,"Cundinamarca",25.736,"Sesquilé","East",0.125,0,0.111,0.3,835
"25740","Región Centro Oriente",25,"Cundinamarca",25.74,"Sibaté","East",0.125,0,0.111,0.3,1116
"25743","Región Centro Oriente",25,"Cundinamarca",25.743,"Silvania","East",0.125,0,0.111,0.3,836
"25745","Región Centro Oriente",25,"Cundinamarca",25.745,"Simijaca","East",0.125,0,0.111,0.3,837
"25754","Región Centro Oriente",25,"Cundinamarca",25.754,"Soacha","East",0.125,0,0.111,0.3,1112
"25758","Región Centro Oriente",25,"Cundinamarca",25.758,"Sopó","East",0.125,0,0.111,0.3,838
"25769","Región Centro Oriente",25,"Cundinamarca",25.769,"Subachoque","East",0.125,0,0.111,0.3,839
"25772","Región Centro Oriente",25,"Cundinamarca",25.772,"Suesca","East",0.125,0,0.111,0.3,840
"25777","Región Centro Oriente",25,"Cundinamarca",25.777,"Supatá","East",0.125,0,0.111,0.3,841
"25779","Región Centro Oriente",25,"Cundinamarca",25.779,"Susa","East",0.125,0,0.111,0.3,842
"25781","Región Centro Oriente",25,"Cundinamarca",25.781,"Sutatausa","East",0.125,0,0.111,0.3,843
"25785","Región Centro Oriente",25,"Cundinamarca",25.785,"Tabio","East",0.125,0,0.111,0.3,844
"25793","Región Centro Oriente",25,"Cundinamarca",25.793,"Tausa","East",0.125,0,0.111,0.3,845
"25797","Región Centro Oriente",25,"Cundinamarca",25.797,"Tena","East",0.125,0,0.111,0.3,846
"25799","Región Centro Oriente",25,"Cundinamarca",25.799,"Tenjo","East",0.125,0,0.111,0.3,847
"25805","Región Centro Oriente",25,"Cundinamarca",25.805,"Tibacuy","East",0.125,0,0.111,0.3,848
"25807","Región Centro Oriente",25,"Cundinamarca",25.807,"Tibirita","East",0.125,0,0.111,0.3,849
"25815","Región Centro Oriente",25,"Cundinamarca",25.815,"Tocaima","East",0.125,0,0.111,0.3,850
"25817","Región Centro Oriente",25,"Cundinamarca",25.817,"Tocancipá","East",0.125,0,0.111,0.3,851
"25823","Región Centro Oriente",25,"Cundinamarca",25.823,"Topaipí","East",0.125,0,0.111,0.3,852
"25839","Región Centro Oriente",25,"Cundinamarca",25.839,"Ubalá","East",0.125,0,0.111,0.3,853
"25841","Región Centro Oriente",25,"Cundinamarca",25.841,"Ubaque","East",0.125,0,0.111,0.3,854
"25843","Región Centro Oriente",25,"Cundinamarca",25.843,"Villa de San Diego de Ubate","East",0.125,0,0.111,0.3,855
"25845","Región Centro Oriente",25,"Cundinamarca",25.845,"Une","East",0.125,0,0.111,0.3,856
"25851","Región Centro Oriente",25,"Cundinamarca",25.851,"Útica","East",0.125,0,0.111,0.3,857
"25862","Región Centro Oriente",25,"Cundinamarca",25.862,"Vergara","East",0.125,0,0.111,0.3,858
"25867","Región Centro Oriente",25,"Cundinamarca",25.867,"Vianí","East",0.125,0,0.111,0.3,859
"25871","Región Centro Oriente",25,"Cundinamarca",25.871,"Villagómez","East",0.125,0,0.111,0.3,860
"25873","Región Centro Oriente",25,"Cundinamarca",25.873,"Villapinzón","East",0.125,0,0.111,0.3,861
"25875","Región Centro Oriente",25,"Cundinamarca",25.875,"Villeta","East",0.125,0,0.111,0.3,862
"25878","Región Centro Oriente",25,"Cundinamarca",25.878,"Viotá","East",0.125,0,0.111,0.3,863
"25885","Región Centro Oriente",25,"Cundinamarca",25.885,"Yacopí","East",0.125,0,0.111,0.3,864
"25898","Región Centro Oriente",25,"Cundinamarca",25.898,"Zipacón","East",0.125,0,0.111,0.3,865
"25899","Región Centro Oriente",25,"Cundinamarca",25.899,"Zipaquirá","East",0.125,0,0.111,0.3,866
"27001","Región Pacífico",27,"Chocó",27.001,"Quibdó","West",0.125,0,0.111,0.3,406
"27006","Región Pacífico",27,"Chocó",27.006,"Acandí","West",0.125,0,0.111,0.3,407
"27025","Región Pacífico",27,"Chocó",27.025,"Alto Baudo","West",0.125,0,0.111,0.3,408
"27050","Región Pacífico",27,"Chocó",27.05,"Atrato","West",0.125,0,0.111,0.3,409
"27073","Región Pacífico",27,"Chocó",27.073,"Bagadó","West",0.125,0,0.111,0.3,410
"27075","Región Pacífico",27,"Chocó",27.075,"Bahía Solano","West",0.125,0,0.111,0.3,411
"27077","Región Pacífico",27,"Chocó",27.077,"Bajo Baudó","West",0.125,0,0.111,0.3,412
"27099","Región Pacífico",27,"Chocó",27.099,"Bojaya","West",0.125,0,0.111,0.3,413
"27135","Región Pacífico",27,"Chocó",27.135,"El Cantón del San Pablo","West",0.125,0,0.111,0.3,414
"27150","Región Pacífico",27,"Chocó",27.15,"Carmen del Darien","West",0.125,0,0.111,0.3,415
"27160","Región Pacífico",27,"Chocó",27.16,"Cértegui","West",0.125,0,0.111,0.3,416
"27205","Región Pacífico",27,"Chocó",27.205,"Condoto","West",0.125,0,0.111,0.3,417
"27245","Región Pacífico",27,"Chocó",27.245,"El Carmen de Atrato","West",0.125,0,0.111,0.3,418
"27250","Región Pacífico",27,"Chocó",27.25,"El Litoral del San Juan","West",0.125,0,0.111,0.3,419
"27361","Región Pacífico",27,"Chocó",27.361,"Istmina","West",0.125,0,0.111,0.3,420
"27372","Región Pacífico",27,"Chocó",27.372,"Juradó","West",0.125,0,0.111,0.3,421
"27413","Región Pacífico",27,"Chocó",27.413,"Lloró","West",0.125,0,0.111,0.3,422
"27425","Región Pacífico",27,"Chocó",27.425,"Medio Atrato","West",0.125,0,0.111,0.3,423
"27430","Región Pacífico",27,"Chocó",27.43,"Medio Baudó","West",0.125,0,0.111,0.3,424
"27450","Región Pacífico",27,"Chocó",27.45,"Medio San Juan","West",0.125,0,0.111,0.3,425
"27491","Región Pacífico",27,"Chocó",27.491,"Nóvita","West",0.125,0,0.111,0.3,426
"27495","Región Pacífico",27,"Chocó",27.495,"Nuquí","West",0.125,0,0.111,0.3,427
"27580","Región Pacífico",27,"Chocó",27.58,"Río Iro","West",0.125,0,0.111,0.3,428
"27600","Región Pacífico",27,"Chocó",27.6,"Río Quito","West",0.125,0,0.111,0.3,429
"27615","Región Pacífico",27,"Chocó",27.615,"Riosucio","West",0.125,0,0.111,0.3,405
"27660","Región Pacífico",27,"Chocó",27.66,"San José del Palmar","West",0.125,0,0.111,0.3,430
"27745","Región Pacífico",27,"Chocó",27.745,"Sipí","West",0.125,0,0.111,0.3,431
"27787","Región Pacífico",27,"Chocó",27.787,"Tadó","West",0.125,0,0.111,0.3,432
"27800","Región Pacífico",27,"Chocó",27.8,"Unguía","West",0.125,0,0.111,0.3,433
"27810","Región Pacífico",27,"Chocó",27.81,"Unión Panamericana","West",0.125,0,0.111,0.3,434
"41001","Región Centro Sur",41,"Huila",41.001,"Neiva","South",0.25,0,0,0.5,938
"41006","Región Centro Sur",41,"Huila",41.006,"Acevedo","South",0.25,0,0,0.5,974
"41013","Región Centro Sur",41,"Huila",41.013,"Agrado","South",0.25,0,0,0.5,973
"41016","Región Centro Sur",41,"Huila",41.016,"Aipe","South",0.25,0,0,0.5,972
"41020","Región Centro Sur",41,"Huila",41.02,"Algeciras","South",0.25,0,0,0.5,971
"41026","Región Centro Sur",41,"Huila",41.026,"Altamira","South",0.25,0,0,0.5,970
"41078","Región Centro Sur",41,"Huila",41.078,"Baraya","South",0.25,0,0,0.5,969
"41132","Región Centro Sur",41,"Huila",41.132,"Campoalegre","South",0.25,0,0,0.5,968
"41206","Región Centro Sur",41,"Huila",41.206,"Colombia","South",0.25,0,0,0.5,967
"41244","Región Centro Sur",41,"Huila",41.244,"Elías","South",0.25,0,0,0.5,966
"41298","Región Centro Sur",41,"Huila",41.298,"Garzón","South",0.25,0,0,0.5,965
"41306","Región Centro Sur",41,"Huila",41.306,"Gigante","South",0.25,0,0,0.5,939
"41319","Región Centro Sur",41,"Huila",41.319,"Guadalupe","South",0.25,0,0,0.5,940
"41349","Región Centro Sur",41,"Huila",41.349,"Hobo","South",0.25,0,0,0.5,941
"41357","Región Centro Sur",41,"Huila",41.357,"Iquira","South",0.25,0,0,0.5,942
"41359","Región Centro Sur",41,"Huila",41.359,"Isnos","South",0.25,0,0,0.5,943
"41378","Región Centro Sur",41,"Huila",41.378,"La Argentina","South",0.25,0,0,0.5,944
"41396","Región Centro Sur",41,"Huila",41.396,"La Plata","South",0.25,0,0,0.5,945
"41483","Región Centro Sur",41,"Huila",41.483,"Nátaga","South",0.25,0,0,0.5,946
"41503","Región Centro Sur",41,"Huila",41.503,"Oporapa","South",0.25,0,0,0.5,947
"41518","Región Centro Sur",41,"Huila",41.518,"Paicol","South",0.25,0,0,0.5,948
"41524","Región Centro Sur",41,"Huila",41.524,"Palermo","South",0.25,0,0,0.5,949
"41530","Región Centro Sur",41,"Huila",41.53,"Palestina","South",0.25,0,0,0.5,950
"41548","Región Centro Sur",41,"Huila",41.548,"Pital","South",0.25,0,0,0.5,951
"41551","Región Centro Sur",41,"Huila",41.551,"Pitalito","South",0.25,0,0,0.5,952
"41615","Región Centro Sur",41,"Huila",41.615,"Rivera","South",0.25,0,0,0.5,953
"41660","Región Centro Sur",41,"Huila",41.66,"Saladoblanco","South",0.25,0,0,0.5,954
"41668","Región Centro Sur",41,"Huila",41.668,"San Agustín","South",0.25,0,0,0.5,955
"41676","Región Centro Sur",41,"Huila",41.676,"Santa María","South",0.25,0,0,0.5,956
"41770","Región Centro Sur",41,"Huila",41.77,"Suaza","South",0.25,0,0,0.5,957
"41791","Región Centro Sur",41,"Huila",41.791,"Tarqui","South",0.25,0,0,0.5,958
"41797","Región Centro Sur",41,"Huila",41.797,"Tesalia","South",0.25,0,0,0.5,959
"41799","Región Centro Sur",41,"Huila",41.799,"Tello","South",0.25,0,0,0.5,960
"41801","Región Centro Sur",41,"Huila",41.801,"Teruel","South",0.25,0,0,0.5,961
"41807","Región Centro Sur",41,"Huila",41.807,"Timaná","South",0.25,0,0,0.5,962
"41872","Región Centro Sur",41,"Huila",41.872,"Villavieja","South",0.25,0,0,0.5,963
"41885","Región Centro Sur",41,"Huila",41.885,"Yaguará","South",0.25,0,0,0.5,964
"44001","Región Caribe",44,"La Guajira",44.001,"Riohacha","North",0.25,0.222,0.333,0.1,565
"44035","Región Caribe",44,"La Guajira",44.035,"Albania","North",0.25,0.222,0.333,0.1,566
"44078","Región Caribe",44,"La Guajira",44.078,"Barrancas","North",0.25,0.222,0.333,0.1,557
"44090","Región Caribe",44,"La Guajira",44.09,"Dibula","North",0.25,0.222,0.333,0.1,567
"44098","Región Caribe",44,"La Guajira",44.098,"Distracción","North",0.25,0.222,0.333,0.1,558
"44110","Región Caribe",44,"La Guajira",44.11,"El Molino","North",0.25,0.222,0.333,0.1,559
"44279","Región Caribe",44,"La Guajira",44.279,"Fonseca","North",0.25,0.222,0.333,0.1,560
"44378","Región Caribe",44,"La Guajira",44.378,"Hatonuevo","North",0.25,0.222,0.333,0.1,561
"44420","Región Caribe",44,"La Guajira",44.42,"La Jagua del Pilar","North",0.25,0.222,0.333,0.1,562
"44430","Región Caribe",44,"La Guajira",44.43,"Maicao","North",0.25,0.222,0.333,0.1,570
"44560","Región Caribe",44,"La Guajira",44.56,"Manaure","North",0.25,0.222,0.333,0.1,571
"44650","Región Caribe",44,"La Guajira",44.65,"San Juan del Cesar","North",0.25,0.222,0.333,0.1,568
"44847","Región Caribe",44,"La Guajira",44.847,"Uribia","North",0.25,0.222,0.333,0.1,569
"44855","Región Caribe",44,"La Guajira",44.855,"Urumita","North",0.25,0.222,0.333,0.1,563
"44874","Región Caribe",44,"La Guajira",44.874,"Villanueva","North",0.25,0.222,0.333,0.1,564
"47001","Región Caribe",47,"Magdalena",47.001,"Santa Marta","North",0.25,0.222,0.333,0.1,600
"47030","Región Caribe",47,"Magdalena",47.03,"Algarrobo","North",0.25,0.222,0.333,0.1,573
"47053","Región Caribe",47,"Magdalena",47.053,"Aracataca","North",0.25,0.222,0.333,0.1,597
"47058","Región Caribe",47,"Magdalena",47.058,"Ariguaní","North",0.25,0.222,0.333,0.1,574
"47161","Región Caribe",47,"Magdalena",47.161,"Cerro San Antonio","North",0.25,0.222,0.333,0.1,575
"47170","Región Caribe",47,"Magdalena",47.17,"Chivolo","North",0.25,0.222,0.333,0.1,576
"47189","Región Caribe",47,"Magdalena",47.189,"Ciénaga","North",0.25,0.222,0.333,0.1,598
"47205","Región Caribe",47,"Magdalena",47.205,"Concordia","North",0.25,0.222,0.333,0.1,577
"47245","Región Caribe",47,"Magdalena",47.245,"El Banco","North",0.25,0.222,0.333,0.1,601
"47258","Región Caribe",47,"Magdalena",47.258,"El Piñon","North",0.25,0.222,0.333,0.1,578
"47268","Región Caribe",47,"Magdalena",47.268,"El Retén","North",0.25,0.222,0.333,0.1,579
"47288","Región Caribe",47,"Magdalena",47.288,"Fundación","North",0.25,0.222,0.333,0.1,599
"47318","Región Caribe",47,"Magdalena",47.318,"Guamal","North",0.25,0.222,0.333,0.1,580
"47460","Región Caribe",47,"Magdalena",47.46,"Nueva Granada","North",0.25,0.222,0.333,0.1,581
"47541","Región Caribe",47,"Magdalena",47.541,"Pedraza","North",0.25,0.222,0.333,0.1,572
"47545","Región Caribe",47,"Magdalena",47.545,"Pijiño del Carmen","North",0.25,0.222,0.333,0.1,582
"47551","Región Caribe",47,"Magdalena",47.551,"Pivijay","North",0.25,0.222,0.333,0.1,583
"47555","Región Caribe",47,"Magdalena",47.555,"Plato","North",0.25,0.222,0.333,0.1,584
"47570","Región Caribe",47,"Magdalena",47.57,"Pueblo Viejo","North",0.25,0.222,0.333,0.1,585
"47605","Región Caribe",47,"Magdalena",47.605,"Remolino","North",0.25,0.222,0.333,0.1,586
"47660","Región Caribe",47,"Magdalena",47.66,"Sabanas de San Angel","North",0.25,0.222,0.333,0.1,587
"47675","Región Caribe",47,"Magdalena",47.675,"Salamina","North",0.25,0.222,0.333,0.1,588
"47692","Región Caribe",47,"Magdalena",47.692,"San Sebastián de Buenavista","North",0.25,0.222,0.333,0.1,589
"47703","Región Caribe",47,"Magdalena",47.703,"San Zenón","North",0.25,0.222,0.333,0.1,590
"47707","Región Caribe",47,"Magdalena",47.707,"Santa Ana","North",0.25,0.222,0.333,0.1,591
"47720","Región Caribe",47,"Magdalena",47.72,"Santa Bárbara de Pinto","North",0.25,0.222,0.333,0.1,592
"47745","Región Caribe",47,"Magdalena",47.745,"Sitionuevo","North",0.25,0.222,0.333,0.1,593
"47798","Región Caribe",47,"Magdalena",47.798,"Tenerife","North",0.25,0.222,0.333,0.1,594
"47960","Región Caribe",47,"Magdalena",47.96,"Zapayán","North",0.25,0.222,0.333,0.1,595
"47980","Región Caribe",47,"Magdalena",47.98,"Zona Bananera","North",0.25,0.222,0.333,0.1,596
"50001","Región Llano",50,"Meta",50.001,"Villavicencio","East",0.125,0,0.111,0.3,909
"50006","Región Llano",50,"Meta",50.006,"Acacias","East",0.125,0,0.111,0.3,910
"50110","Región Llano",50,"Meta",50.11,"Barranca de Upía","East",0.125,0,0.111,0.3,911
"50124","Región Llano",50,"Meta",50.124,"Cabuyaro","East",0.125,0,0.111,0.3,912
"50150","Región Llano",50,"Meta",50.15,"Castilla la Nueva","East",0.125,0,0.111,0.3,913
"50223","Región Llano",50,"Meta",50.223,"Cubarral","East",0.125,0,0.111,0.3,914
"50226","Región Llano",50,"Meta",50.226,"Cumaral","East",0.125,0,0.111,0.3,915
"50245","Región Llano",50,"Meta",50.245,"El Calvario","East",0.125,0,0.111,0.3,916
"50251","Región Llano",50,"Meta",50.251,"El Castillo","East",0.125,0,0.111,0.3,917
"50270","Región Llano",50,"Meta",50.27,"El Dorado","East",0.125,0,0.111,0.3,918
"50287","Región Llano",50,"Meta",50.287,"Fuente de Oro","East",0.125,0,0.111,0.3,919
"50313","Región Llano",50,"Meta",50.313,"Granada","East",0.125,0,0.111,0.3,920
"50318","Región Llano",50,"Meta",50.318,"Guamal","East",0.125,0,0.111,0.3,921
"50325","Región Llano",50,"Meta",50.325,"Mapiripán","East",0.125,0,0.111,0.3,936
"50330","Región Llano",50,"Meta",50.33,"Mesetas","East",0.125,0,0.111,0.3,922
"50350","Región Llano",50,"Meta",50.35,"La Macarena","East",0.125,0,0.111,0.3,935
"50370","Región Llano",50,"Meta",50.37,"Uribe","East",0.125,0,0.111,0.3,923
"50400","Región Llano",50,"Meta",50.4,"Lejanías","East",0.125,0,0.111,0.3,924
"50450","Región Llano",50,"Meta",50.45,"Puerto Concordia","East",0.125,0,0.111,0.3,925
"50568","Región Llano",50,"Meta",50.568,"Puerto Gaitán","East",0.125,0,0.111,0.3,937
"50573","Región Llano",50,"Meta",50.573,"Puerto López","East",0.125,0,0.111,0.3,926
"50577","Región Llano",50,"Meta",50.577,"Puerto Lleras","East",0.125,0,0.111,0.3,927
"50590","Región Llano",50,"Meta",50.59,"Puerto Rico","East",0.125,0,0.111,0.3,928
"50606","Región Llano",50,"Meta",50.606,"Restrepo","East",0.125,0,0.111,0.3,929
"50680","Región Llano",50,"Meta",50.68,"San Carlos de Guaroa","East",0.125,0,0.111,0.3,930
"50683","Región Llano",50,"Meta",50.683,"San Juan de Arama","East",0.125,0,0.111,0.3,931
"50686","Región Llano",50,"Meta",50.686,"San Juanito","East",0.125,0,0.111,0.3,932
"50689","Región Llano",50,"Meta",50.689,"San Martín","East",0.125,0,0.111,0.3,933
"50711","Región Llano",50,"Meta",50.711,"Vista Hermosa","East",0.125,0,0.111,0.3,934
"52001","Región Pacífico",52,"Nariño",52.001,"Pasto","West",0.125,0,0.111,0.3,127
"52019","Región Pacífico",52,"Nariño",52.019,"Albán","West",0.125,0,0.111,0.3,128
"52022","Región Pacífico",52,"Nariño",52.022,"Aldana","West",0.125,0,0.111,0.3,129
"52036","Región Pacífico",52,"Nariño",52.036,"Ancuyá","West",0.125,0,0.111,0.3,131
"52051","Región Pacífico",52,"Nariño",52.051,"Arboleda","West",0.125,0,0.111,0.3,132
"52079","Región Pacífico",52,"Nariño",52.079,"Barbacoas","West",0.125,0,0.111,0.3,167
"52083","Región Pacífico",52,"Nariño",52.083,"Belén","West",0.125,0,0.111,0.3,133
"52110","Región Pacífico",52,"Nariño",52.11,"Buesaco","West",0.125,0,0.111,0.3,134
"52203","Región Pacífico",52,"Nariño",52.203,"Colón","West",0.125,0,0.111,0.3,135
"52207","Región Pacífico",52,"Nariño",52.207,"Consaca","West",0.125,0,0.111,0.3,124
"52210","Región Pacífico",52,"Nariño",52.21,"Contadero","West",0.125,0,0.111,0.3,125
"52215","Región Pacífico",52,"Nariño",52.215,"Córdoba","West",0.125,0,0.111,0.3,126
"52224","Región Pacífico",52,"Nariño",52.224,"Cuaspud","West",0.125,0,0.111,0.3,130
"52227","Región Pacífico",52,"Nariño",52.227,"Cumbal","West",0.125,0,0.111,0.3,160
"52233","Región Pacífico",52,"Nariño",52.233,"Cumbitara","West",0.125,0,0.111,0.3,161
"52240","Región Pacífico",52,"Nariño",52.24,"Chachagüí","West",0.125,0,0.111,0.3,141
"52250","Región Pacífico",52,"Nariño",52.25,"El Charco","West",0.125,0,0.111,0.3,168
"52254","Región Pacífico",52,"Nariño",52.254,"El Peñol","West",0.125,0,0.111,0.3,142
"52256","Región Pacífico",52,"Nariño",52.256,"El Rosario","West",0.125,0,0.111,0.3,162
"52258","Región Pacífico",52,"Nariño",52.258,"El Tablón de Gómez","West",0.125,0,0.111,0.3,143
"52260","Región Pacífico",52,"Nariño",52.26,"El Tambo","West",0.125,0,0.111,0.3,150
"52287","Región Pacífico",52,"Nariño",52.287,"Funes","West",0.125,0,0.111,0.3,151
"52317","Región Pacífico",52,"Nariño",52.317,"Guachucal","West",0.125,0,0.111,0.3,152
"52320","Región Pacífico",52,"Nariño",52.32,"Guaitarilla","West",0.125,0,0.111,0.3,154
"52323","Región Pacífico",52,"Nariño",52.323,"Gualmatán","West",0.125,0,0.111,0.3,156
"52352","Región Pacífico",52,"Nariño",52.352,"Iles","West",0.125,0,0.111,0.3,157
"52354","Región Pacífico",52,"Nariño",52.354,"Imués","West",0.125,0,0.111,0.3,158
"52356","Región Pacífico",52,"Nariño",52.356,"Ipiales","West",0.125,0,0.111,0.3,159
"52378","Región Pacífico",52,"Nariño",52.378,"La Cruz","West",0.125,0,0.111,0.3,148
"52381","Región Pacífico",52,"Nariño",52.381,"La Florida","West",0.125,0,0.111,0.3,149
"52385","Región Pacífico",52,"Nariño",52.385,"La Llanada","West",0.125,0,0.111,0.3,163
"52390","Región Pacífico",52,"Nariño",52.39,"La Tola","West",0.125,0,0.111,0.3,169
"52399","Región Pacífico",52,"Nariño",52.399,"La Unión","West",0.125,0,0.111,0.3,153
"52405","Región Pacífico",52,"Nariño",52.405,"Leiva","West",0.125,0,0.111,0.3,155
"52411","Región Pacífico",52,"Nariño",52.411,"Linares","West",0.125,0,0.111,0.3,145
"52418","Región Pacífico",52,"Nariño",52.418,"Los Andes","West",0.125,0,0.111,0.3,164
"52427","Región Pacífico",52,"Nariño",52.427,"Magüí","West",0.125,0,0.111,0.3,170
"52435","Región Pacífico",52,"Nariño",52.435,"Mallama","West",0.125,0,0.111,0.3,147
"52473","Región Pacífico",52,"Nariño",52.473,"Mosquera","West",0.125,0,0.111,0.3,171
"52480","Región Pacífico",52,"Nariño",52.48,"Nariño","West",0.125,0,0.111,0.3,136
"52490","Región Pacífico",52,"Nariño",52.49,"Olaya Herrera","West",0.125,0,0.111,0.3,172
"52506","Región Pacífico",52,"Nariño",52.506,"Ospina","West",0.125,0,0.111,0.3,137
"52520","Región Pacífico",52,"Nariño",52.52,"Francisco Pizarro","West",0.125,0,0.111,0.3,173
"52540","Región Pacífico",52,"Nariño",52.54,"Policarpa","West",0.125,0,0.111,0.3,165
"52560","Región Pacífico",52,"Nariño",52.56,"Potosí","West",0.125,0,0.111,0.3,116
"52565","Región Pacífico",52,"Nariño",52.565,"Providencia","West",0.125,0,0.111,0.3,118
"52573","Región Pacífico",52,"Nariño",52.573,"Puerres","West",0.125,0,0.111,0.3,120
"52585","Región Pacífico",52,"Nariño",52.585,"Pupiales","West",0.125,0,0.111,0.3,122
"52612","Región Pacífico",52,"Nariño",52.612,"Ricaurte","West",0.125,0,0.111,0.3,166
"52621","Región Pacífico",52,"Nariño",52.621,"Roberto Payán","West",0.125,0,0.111,0.3,174
"52678","Región Pacífico",52,"Nariño",52.678,"Samaniego","West",0.125,0,0.111,0.3,123
"52683","Región Pacífico",52,"Nariño",52.683,"Sandoná","West",0.125,0,0.111,0.3,113
"52685","Región Pacífico",52,"Nariño",52.685,"San Bernardo","West",0.125,0,0.111,0.3,114
"52687","Región Pacífico",52,"Nariño",52.687,"San Lorenzo","West",0.125,0,0.111,0.3,115
"52693","Región Pacífico",52,"Nariño",52.693,"San Pablo","West",0.125,0,0.111,0.3,117
"52694","Región Pacífico",52,"Nariño",52.694,"San Pedro de Cartago","West",0.125,0,0.111,0.3,119
"52696","Región Pacífico",52,"Nariño",52.696,"Santa Bárbara","West",0.125,0,0.111,0.3,175
"52699","Región Pacífico",52,"Nariño",52.699,"Santacruz","West",0.125,0,0.111,0.3,121
"52720","Región Pacífico",52,"Nariño",52.72,"Sapuyes","West",0.125,0,0.111,0.3,138
"52786","Región Pacífico",52,"Nariño",52.786,"Taminango","West",0.125,0,0.111,0.3,139
"52788","Región Pacífico",52,"Nariño",52.788,"Tangua","West",0.125,0,0.111,0.3,140
"52835","Región Pacífico",52,"Nariño",52.835,"San Andrés de Tumaco","West",0.125,0,0.111,0.3,435
"52838","Región Pacífico",52,"Nariño",52.838,"Túquerres","West",0.125,0,0.111,0.3,144
