"FID","MPIO_CDPMP","DPTO_CCDGO","MPIO_CCDGO","MPIO_CNMBR","VERSION","AREA","LATITUD","LONGITUD","depto","provincia","indrural","CDF_0t1","el_c0","em_c0","cs_c0","cw_c0","el_c1","em_c1","cs_c1","cw_c1","el_d0","el_d1","em_d0","em_d1","cs_d0","cs_d1","cw_d0","cw_d1","VAM18_2t3","FID_2t3","PBID18_2t3","eCDF_2t3d","eCDF_2t3m","el_c2d","em_c2d","cs_c2d","cw_c2d","el_c3d","em_c3d","cs_c3d","cw_c3d","el_c2m","em_c2m","cs_c2m","cw_c2m","el_c3m","em_c3m","cs_c3m","cw_c3m","discapital","disbogota","eCDF_4t5","el_c4t5","em_c4t5","cs_c4t5","cw_c4t5","REGION","CÓDIGO DANE DEL DEPARTAMENTO","DEPARTAMENTO","mpio","MUNICIPIO","cdir6t9","el_t6t9","em_t6t9","cs_t6t9","cw_t6t9","m1_t6t9","m2_t6t9","Petro","Duque","nomark","null","blank","vtotal","MOV_top2","Duque_pct","Petro_pct","MOV_pct","eCDF_15t6","el_c15","em_c15","cs_c15","cw_c15","el_c16","em_c16","cs_c16","cw_c16","el_i","em_i","cs_i","cw_i"
274,"66383","66","383","LA CELIA",2018,92473661.4806,4.98812767853,-76.008226782,"Risaralda","Dos - vertiente occidental",0.61658239364624,0.731244894773686,0.639839282926975,0,0,0.731244894773686,0.0914056118467107,0.731244894773686,0.650076711453807,0,0.875,NA,0,NA,0,NA,1,NA,100.369458574689,274,15876.7296488943,0.261700095510984,0.393939393939394,0.228987583572111,0.0290487106017192,0,0.261700095510984,0.032712511938873,0.174553963705826,0.261700095510984,0,0.34469696969697,0.0437272727272727,0,0.393939393939394,0.0492424242424242,0.262757575757576,0.393939393939394,0,40.128116607666,211.635513305664,0.332442067736185,0.12466577540107,0,0,0.199465240641711,"Región Eje Cafetero - Antioquia",66,"Risaralda",66.383,"La Celia","North",0.25,0.222,0.333,0.1,0.175,0.2775,642,2693,14,83,118,3550,2051,0.758591549295775,0.180845070422535,0.577746478873239,0.742653606411398,0,0.16486910062333,0.247303650934996,0,0,0,0,0.0742653606411398,0.187481258014269,0.178074855485233,0.203039969541024,0.187364361249491
275,"66400","66","400","LA VIRGINIA",2018,32801213.13,4.90470418715,-75.8520816228,"Risaralda","Uno - vertiente oriental",0.0262865740805864,0.510485618228049,0.446674915949543,0,0,0.510485618228049,0.0638107022785061,0.510485618228049,0.453821714604735,0,NA,0.125,NA,1,NA,0.889,NA,0,277.2373786752,275,15876.7296488943,0.261700095510984,0.727272727272727,0.228987583572111,0.0290487106017192,0,0.261700095510984,0.032712511938873,0.174553963705826,0.261700095510984,0,0.636363636363636,0.0807272727272727,0,0.727272727272727,0.0909090909090909,0.485090909090909,0.727272727272727,0,23.5849723815918,194.236755371094,0.297682709447415,0.111631016042781,0,0,0.178609625668449,"Región Eje Cafetero - Antioquia",66,"Risaralda",66.4,"La Virginia","North",0.25,0.222,0.333,0.1,0.175,0.2775,4436,10075,37,437,876,15861,5639,0.635205850829078,0.279679717546182,0.355526133282895,0.512911843276937,0,0.11386642920748,0.17079964381122,0,0,0,0,0.0512911843276937,0.199923670192945,0.176521278656714,0.210611760711085,0.195957394437115
276,"66440","66","440","MARSELLA",2018,149319137.416,4.94293618498,-75.7532138959,"Risaralda","Uno - vertiente oriental",0.496989369392395,0.690401726056998,0.604101510299874,0,0,0.690401726056998,0.0863002157571248,0.690401726056998,0.613767134464672,0,NA,0.125,NA,1,NA,0.889,NA,0,240.755170151201,276,15876.7296488943,0.261700095510984,0.684491978609626,0.228987583572111,0.0290487106017192,0,0.261700095510984,0.032712511938873,0.174553963705826,0.261700095510984,0,0.598930481283422,0.0759786096256685,0,0.684491978609626,0.0855614973262032,0.45655614973262,0.684491978609626,0,23.8220825195312,185.671005249023,0.281639928698752,0.105614973262032,0,0,0.168983957219251,"Región Eje Cafetero - Antioquia",66,"Risaralda",66.44,"Marsella","North",0.25,0.222,0.333,0.1,0.175,0.2775,1810,5853,44,158,350,8215,4043,0.712477175897748,0.220328667072428,0.49214850882532,0.653606411398041,0,0.145100623330365,0.217650934995548,0,0,0,0,0.0653606411398041,0.216313584741082,0.198754638593207,0.231113756008731,0.21365478787821
277,"66456","66","456","MISTRATÓ",2018,564743480.197,5.41407814064,-75.9613538661,"Risaralda","Tres - vertiente",0.770383477210999,0.779463774193623,0.68203080241942,0,0,0.779463774193623,0.0974329717742029,0.779463774193623,0.692943295258131,0,0.875,NA,0,NA,0,NA,1,NA,142.998473531921,277,15876.7296488943,0.261700095510984,0.511586452762923,0.228987583572111,0.0290487106017192,0,0.261700095510984,0.032712511938873,0.174553963705826,0.261700095510984,0,0.447638146167558,0.0567860962566845,0,0.511586452762923,0.0639483065953654,0.34122816399287,0.511586452762923,0,75.2744445800781,221.976470947266,0.363636363636364,0.136363636363636,0,0,0.218181818181818,"Región Eje Cafetero - Antioquia",66,"Risaralda",66.456,"Mistrató","North",0.25,0.222,0.333,0.1,0.175,0.2775,2631,3124,23,132,163,6073,493,0.514408035567265,0.433229046599704,0.0811789889675614,0.300089047195013,0,0.066619768477293,0.0999296527159394,0,0,0,0,0.0300089047195013,0.209676732915023,0.183262225365059,0.204682425092124,0.204905118732233
278,"66572","66","572","PUEBLO RICO",2018,613767813.188,5.2862954078,-76.0735942121,"Risaralda","Del pacifico",0.830403566360474,0.796844675047093,0.697239090666206,0,0,0.796844675047093,0.0996055843808866,0.796844675047093,0.708394916116865,0,0.875,NA,0,NA,0,NA,1,NA,128.329834684259,278,15876.7296488943,0.261700095510984,0.46969696969697,0.228987583572111,0.0290487106017192,0,0.261700095510984,0.032712511938873,0.174553963705826,0.261700095510984,0,0.410984848484849,0.0521363636363636,0,0.46969696969697,0.0587121212121212,0.313287878787879,0.46969696969697,0,71.931037902832,232.961608886719,0.387700534759358,0.145387700534759,0,0,0.232620320855615,"Región Eje Cafetero - Antioquia",66,"Risaralda",66.572,"Pueblo Rico","North",0.25,0.222,0.333,0.1,0.175,0.2775,2552,2068,14,57,85,4776,-484,0.432998324958124,0.534338358458961,-0.101340033500838,0.196794300979519,0,0.0436883348174532,0.0655325022261799,0,0,0,0,0.0196794300979519,0.207741168159853,0.178494656536099,0.197078048505002,0.202355174462204
279,"66594","66","594","QUINCHÍA",2018,140130061.898,5.32390686438,-75.7133968316,"Risaralda","Dos - vertiente occidental",0.735856652259827,0.769091030063751,0.672954651305782,0,0,0.769091030063751,0.0961363787579689,0.769091030063751,0.683721925726675,0,0.875,NA,0,NA,0,NA,1,NA,278.379229469311,279,15876.7296488943,0.261700095510984,0.728163992869875,0.228987583572111,0.0290487106017192,0,0.261700095510984,0.032712511938873,0.174553963705826,0.261700095510984,0,0.637143493761141,0.0808262032085561,0,0.728163992869875,0.0910204991087344,0.485685383244207,0.728163992869875,0,62.1090469360352,197.138641357422,0.303921568627451,0.113970588235294,0,0,0.182352941176471,"Región Eje Cafetero - Antioquia",66,"Risaralda",66.594,"Quinchía","North",0.25,0.222,0.333,0.1,0.175,0.2775,3784,6224,91,375,510,10984,2440,0.566642388929352,0.344501092498179,0.222141296431173,0.398040961709706,0,0.0883650934995548,0.132547640249332,0,0,0,0,0.0398040961709706,0.232653201396115,0.205745963752009,0.234679194855735,0.227426507535133
280,"66682","66","682","SANTA ROSA DE CABAL",2018,543492629.611,4.833789828,-75.5495017438,"Risaralda","Uno - vertiente oriental",0.173963874578476,0.56905307340726,0.497921439231353,0,0,0.56905307340726,0.0711316341759075,0.56905307340726,0.505888182259054,0,NA,0.125,NA,1,NA,0.889,NA,0,845.205545681143,280,15876.7296488943,0.261700095510984,0.887700534759358,0.228987583572111,0.0290487106017192,0,0.261700095510984,0.032712511938873,0.174553963705826,0.261700095510984,0,0.776737967914438,0.0985347593582888,0,0.887700534759358,0.11096256684492,0.592096256684492,0.887700534759358,0,18.4834632873535,162.31413269043,0.229946524064171,0.0862299465240642,0,0,0.137967914438503,"Región Eje Cafetero - Antioquia",66,"Risaralda",66.682,"Santa Rosa de Cabal","North",0.25,0.222,0.333,0.1,0.175,0.2775,10127,22814,81,851,2016,35889,12687,0.635682242469838,0.282175596979576,0.353506645490262,0.509349955476402,0,0.113075690115761,0.169613535173642,0,0,0,0,0.0509349955476402,0.224122944336335,0.199344972445725,0.237025281524007,0.218207064769095
281,"66687","66","687","SANTUARIO",2018,190864023.677,5.04597769633,-75.9819827277,"Risaralda","Dos - vertiente occidental",0.500315845012665,0.691573650569878,0.605126944248643,0,0,0.691573650569878,0.0864467063212347,0.691573650569878,0.614808975356621,0,0.875,NA,0,NA,0,NA,1,NA,178.156498033091,281,15876.7296488943,0.261700095510984,0.581996434937611,0.228987583572111,0.0290487106017192,0,0.261700095510984,0.032712511938873,0.174553963705826,0.261700095510984,0,0.50924688057041,0.0646016042780749,0,0.581996434937611,0.0727495543672014,0.388191622103387,0.581996434937611,0,39.0219039916992,207.641540527344,0.323529411764706,0.121323529411765,0,0,0.194117647058824,"Región Eje Cafetero - Antioquia",66,"Risaralda",66.687,"Santuario","North",0.25,0.222,0.333,0.1,0.175,0.2775,809,4791,36,108,260,6004,3982,0.797968021319121,0.134743504330446,0.663224516988674,0.831700801424755,0,0.184637577916296,0.276956366874443,0,0,0,0,0.0831700801424755,0.205611701864907,0.193875556858454,0.225845222146085,0.206357226588599
282,"05001","05","001","MEDELLÍN",2018,374830624.764,6.2575902592,-75.6110310655,"Antioquia","Valle del aburra",0.0184291806071997,0.507351763182699,0.443932792784862,0,0,0.507351763182699,0.0634189703978374,0.507351763182699,0.45103571746942,0,NA,0.125,NA,1,NA,0.889,NA,0,55082.3011800846,282,141680.080332056,0.999044890162369,0.999108734402852,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.874220142602496,0.110901069518717,0,0.999108734402852,0.124888591800357,0.666405525846702,0.999108734402852,0,0,264.339019775391,0.463458110516934,0.17379679144385,0,0,0.27807486631016,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.001,"Medellín","North",0.25,0.222,0.333,0.1,0.175,0.2775,207642,698505,1052,12808,59245,979252,490863,0.713304644769681,0.212041435708071,0.50126320906161,0.66340160284951,0,0.147275155832591,0.220912733748887,0,0,0,0,0.066340160284951,0.241282161128675,0.206741689297589,0.250507148202645,0.243859440522583
283,"05101","05","101","CIUDAD BOLÍVAR",2018,260446107.924,5.84099566599,-76.0106525261,"Antioquia","Suroeste",0.402557611465454,0.656363150882996,0.574317757022621,0,0,0.656363150882996,0.0820453938603745,0.656363150882996,0.583506841134983,0,NA,0.125,NA,1,NA,0.889,NA,0,335.793434427955,283,141680.080332056,0.999044890162369,0.766488413547237,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.670677361853832,0.0850802139037433,0,0.766488413547237,0.0958110516934046,0.511247771836007,0.766488413547237,0,61.5926818847656,256.47705078125,0.445632798573975,0.167112299465241,0,0,0.267379679144385,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.101,"Ciudad Bolívar","North",0.25,0.222,0.333,0.1,0.175,0.2775,1161,10044,27,93,338,11663,8883,0.861184943839492,0.0995455714653177,0.761639372374175,0.946571682991986,0,0.210138913624221,0.315208370436331,0,0,0,0,0.0946571682991986,0.229995482986934,0.210603756280871,0.249775453139819,0.235611051484227
284,"05107","05","107","BRICEÑO",2018,376346756.404,7.1117884615,-75.5622347375,"Antioquia","Norte",0.682547569274902,0.752553612837043,0.658484411232413,0,0,0.752553612837043,0.0940692016046304,0.752553612837043,0.669020161812132,0,0.875,NA,0,NA,0,NA,1,NA,80.106308395651,284,141680.080332056,0.999044890162369,0.316399286987522,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.276849376114082,0.035120320855615,0,0.316399286987522,0.0395499108734403,0.211038324420677,0.316399286987522,0,91.7688827514648,337.512298583984,0.606060606060606,0.227272727272727,0,0,0.363636363636364,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.107,"Briceño","North",0.25,0.222,0.333,0.1,0.175,0.2775,603,1360,32,62,156,2213,757,0.61455038409399,0.272480795300497,0.342069588793493,0.497773820124666,0,0.110505788067676,0.165758682101514,0,0,0,0,0.0497773820124666,0.193278203387162,0.166402255772626,0.185522266362646,0.197795830684174
285,"05113","05","113","BURITICÁ",2018,355210255.754,6.8090648898,-75.9120659467,"Antioquia","Occidente",0.761064767837524,0.776690808502729,0.679604457439888,0,0,0.776690808502729,0.0970863510628412,0.776690808502729,0.690478128758926,0,0.875,NA,0,NA,0,NA,1,NA,85.8885769297839,285,141680.080332056,0.999044890162369,0.341354723707665,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.298685383244207,0.0378903743315508,0,0.341354723707665,0.0426693404634581,0.227683600713012,0.341354723707665,0,64.9544906616211,328.099090576172,0.591800356506239,0.22192513368984,0,0,0.355080213903743,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.113,"Buriticá","North",0.25,0.222,0.333,0.1,0.175,0.2775,518,2211,24,57,120,2930,1693,0.754607508532423,0.17679180887372,0.577815699658703,0.743544078361532,0,0.16506678539626,0.24760017809439,0,0,0,0,0.0743544078361532,0.198746333237529,0.178666446117944,0.201554128820123,0.205935019243786
286,"05120","05","120","CÁCERES",2018,1873802833.68,7.66515510527,-75.2236974414,"Antioquia","Bajo cauca",0.815319359302521,0.79255523491836,0.693485830553565,0,0,0.79255523491836,0.0990694043647949,0.79255523491836,0.704581603842422,0,0.875,NA,0,NA,0,NA,1,NA,415.78185655708,286,141680.080332056,0.999044890162369,0.798573975044563,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.698752228163993,0.0886417112299465,0,0.798573975044563,0.0998217468805704,0.532648841354724,0.798573975044563,0,153.962219238281,372.009368896484,0.649732620320856,0.243649732620321,0,0,0.389839572192513,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.12,"Cáceres","North",0.25,0.222,0.333,0.1,0.175,0.2775,2462,2853,23,71,144,5553,391,0.513776337115073,0.443363947415811,0.0704123896992617,0.294746215494212,0,0.0654336598397151,0.0981504897595726,0,0,0,0,0.0294746215494212,0.260597367822905,0.212659930917843,0.24178825858082,0.263805425463107
287,"05093","05","093","BETULIA",2018,262367502.578,6.18578361195,-75.9564924625,"Antioquia","Suroeste",0.726148545742035,0.76612614431514,0.670360376275748,0,0,0.76612614431514,0.0957657680393925,0.76612614431514,0.681086142296159,0,0.875,NA,0,NA,0,NA,1,NA,224.162010433527,287,141680.080332056,0.999044890162369,0.663992869875223,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.58099376114082,0.0737032085561497,0,0.663992869875223,0.0829991087344028,0.442883244206774,0.663992869875223,0,33.6572685241699,279.122802734375,0.501782531194296,0.188168449197861,0,0,0.301069518716578,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.093,"Betulia","North",0.25,0.222,0.333,0.1,0.175,0.2775,295,5984,23,59,123,6484,5689,0.922887106724244,0.0454966070326959,0.877390499691548,0.992876224398931,0,0.220418521816563,0.330627782724844,0,0,0,0,0.0992876224398931,0.233535932923528,0.215641389861828,0.251088349362028,0.241309519418354
288,"05091","05","091","BETANIA",2018,180525986.823,5.72708128537,-75.9868910738,"Antioquia","Suroeste",0.651167273521423,0.742530743209247,0.649714400308091,0,0,0.742530743209247,0.0928163429011558,0.742530743209247,0.66010983071302,0,0.875,NA,0,NA,0,NA,1,NA,148.361347746624,288,141680.080332056,0.999044890162369,0.53030303030303,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.464015151515151,0.0588636363636364,0,0.53030303030303,0.0662878787878788,0.353712121212121,0.53030303030303,0,72.2875289916992,248.967926025391,0.43048128342246,0.161430481283422,0,0,0.258288770053476,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.091,"Betania","North",0.25,0.222,0.333,0.1,0.175,0.2775,287,3161,12,22,68,3550,2874,0.890422535211268,0.0808450704225352,0.809577464788732,0.977738201246661,0,0.217057880676759,0.325586821015138,0,0,0,0,0.0977738201246661,0.210533031849462,0.19927054768272,0.231124960253899,0.216112045461302
289,"05088","05","088","BELLO",2018,147758417.955,6.35884108627,-75.5897358776,"Antioquia","Valle del aburra",0.0512786619365215,0.520448264480528,0.455392231420462,0,0,0.520448264480528,0.0650560330600661,0.520448264480528,0.46267850712319,0,NA,0.125,NA,1,NA,0.889,NA,0,5667.45884321268,289,141680.080332056,0.999044890162369,0.982174688057041,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.859402852049911,0.109021390374332,0,0.982174688057041,0.12277183600713,0.655110516934046,0.982174688057041,0,11.4078960418701,267.415771484375,0.473262032085562,0.177473262032086,0,0,0.283957219251337,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.088,"Bello","North",0.25,0.222,0.333,0.1,0.175,0.2775,41733,123720,216,3143,11100,179912,81987,0.68766952732447,0.231963404331006,0.455706122993463,0.607301869991095,0,0.134821015138023,0.202231522707035,0,0,0,0,0.0607301869991095,0.241262026821207,0.205175148365866,0.247510589735908,0.243413794848502
290,"05086","05","086","BELMIRA",2018,296153167.054,6.65366277534,-75.6538511989,"Antioquia","Norte",0.729499995708466,0.767152064796473,0.671258056696914,0,0,0.767152064796473,0.0958940080995591,0.767152064796473,0.681998185604064,0,0.875,NA,0,NA,0,NA,1,NA,69.5397895058167,290,141680.080332056,0.999044890162369,0.264705882352941,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.231617647058824,0.0293823529411765,0,0.264705882352941,0.0330882352941176,0.176558823529412,0.264705882352941,0,38.4839134216309,294.304534912109,0.536541889483066,0.20120320855615,0,0,0.32192513368984,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.086,"Belmira","North",0.25,0.222,0.333,0.1,0.175,0.2775,222,1904,11,32,100,2269,1682,0.839136183340679,0.0978404583516968,0.741295724988982,0.924309884238646,0,0.20519679430098,0.307795191451469,0,0,0,0,0.0924309884238647,0.185382644463195,0.175036254446005,0.198437407426059,0.19327675865789
291,"05079","05","079","BARBOSA",2018,205666168.147,6.44341793477,-75.3292408536,"Antioquia","Valle del aburra",0.573322534561157,0.716786834861026,0.627188480503398,0,0,0.716786834861026,0.0895983543576283,0.716786834861026,0.637223496191452,0,0.875,NA,0,NA,0,NA,1,NA,957.655653468859,291,141680.080332056,0.999044890162369,0.90017825311943,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.787655971479501,0.0999197860962567,0,0.90017825311943,0.112522281639929,0.60041889483066,0.90017825311943,0,40.0173225402832,259.876953125,0.451871657754011,0.169451871657754,0,0,0.271122994652406,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.079,"Barbosa","North",0.25,0.222,0.333,0.1,0.175,0.2775,4371,14540,67,524,1219,20721,10169,0.701703585734279,0.210945417692196,0.490758168042083,0.651825467497774,0,0.144705253784506,0.217057880676759,0,0,0,0,0.0651825467497774,0.254552119954776,0.222978846196556,0.260932453748455,0.25665882867283
292,"05059","05","059","ARMENIA",2018,110434974.977,6.1636837578,-75.8099552812,"Antioquia","Occidente",0.666082918643951,0.747320949032159,0.653905830403139,0,0,0.747320949032159,0.0934151186290198,0.747320949032159,0.664368323689589,0,0.875,NA,0,NA,0,NA,1,NA,51.5063382899257,292,141680.080332056,0.999044890162369,0.170231729055258,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.148952762923351,0.0188957219251337,0,0.170231729055258,0.0212789661319073,0.113544563279857,0.170231729055258,0,21.4147357940674,266.160552978516,0.468805704099822,0.175802139037433,0,0,0.281283422459893,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.059,"Armenia","North",0.25,0.222,0.333,0.1,0.175,0.2775,215,1739,9,37,68,2068,1524,0.840909090909091,0.103965183752418,0.736943907156673,0.920747996438112,0,0.204406055209261,0.306609082813891,0,0,0,0,0.0920747996438112,0.167919352140606,0.163270911180801,0.184276141944842,0.17386386252389
293,"05055","05","055","ARGELIA",2018,245341782.336,5.70811452447,-75.0946979543,"Antioquia","Oriente",0.55624920129776,0.710979745672701,0.622107277463614,0,0,0.710979745672701,0.0888724682090877,0.710979745672701,0.632060993903031,0,0.875,NA,0,NA,0,NA,1,NA,74.0545942074662,293,141680.080332056,0.999044890162369,0.294117647058824,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.257352941176471,0.0326470588235294,0,0.294117647058824,0.0367647058823529,0.196176470588235,0.294117647058824,0,92.3186340332031,173.791244506836,0.25222816399287,0.0945855614973262,0,0,0.151336898395722,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.055,"Argelia","North",0.25,0.222,0.333,0.1,0.175,0.2775,134,3124,7,15,54,3334,2990,0.937012597480504,0.0401919616076785,0.896820635872825,0.997328584149599,0,0.221406945681211,0.332110418521817,0,0,0,0,0.0997328584149599,0.168710369278606,0.17290127759571,0.198911132435459,0.169520893692776
294,"05051","05","051","ARBOLETES",2018,754251901.974,8.61139526228,-76.4147831727,"Antioquia","Urabá",0.667281091213226,0.747703698943089,0.654240736575202,0,0,0.747703698943089,0.0934629623678861,0.747703698943089,0.664708588360406,0,0.875,NA,0,NA,0,NA,1,NA,286.070082994568,294,141680.080332056,0.999044890162369,0.737076648841355,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.644942067736185,0.0818155080213904,0,0.737076648841355,0.0921345811051693,0.491630124777184,0.737076648841355,0,269.674377441406,526.132934570312,0.827094474153298,0.310160427807487,0,0,0.496256684491979,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.051,"Arboletes","North",0.25,0.222,0.333,0.1,0.175,0.2775,4117,6755,32,101,167,11172,2638,0.604636591478697,0.368510562119585,0.236126029359112,0.409617097061443,0,0.0909349955476402,0.13640249332146,0,0,0,0,0.0409617097061443,0.255617596948991,0.204260540911163,0.233898466315403,0.265249842747821
295,"05044","05","044","ANZÁ",2018,255923313.897,6.30804025926,-75.912590871,"Antioquia","Occidente",0.820542097091675,0.794046429449665,0.694790625768457,0,0,0.794046429449665,0.0992558036812081,0.794046429449665,0.705907275780752,0,0.875,NA,0,NA,0,NA,1,NA,109.744671756711,295,141680.080332056,0.999044890162369,0.418894830659537,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.366532976827094,0.0464973262032086,0,0.418894830659537,0.0523618538324421,0.279402852049911,0.418894830659537,0,29.0991840362549,285.700256347656,0.512477718360071,0.192179144385027,0,0,0.307486631016043,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.044,"Anza","North",0.25,0.222,0.333,0.1,0.175,0.2775,201,2609,11,23,74,2918,2408,0.894105551747772,0.068882796435915,0.825222755311857,0.986642920747996,0,0.219034728406055,0.328552092609083,0,0,0,0,0.0986642920747997,0.206890050561778,0.195122667013605,0.223294274881171,0.214886522900005
296,"05042","05","042","SANTA FÉ DE ANTIOQUIA",2018,525601374.545,6.53571157568,-75.9042665788,"Antioquia","Occidente",0.375057339668274,0.646191088491205,0.565417202429804,0,0,0.646191088491205,0.0807738860614006,0.646191088491205,0.574463877668681,0,NA,0.125,NA,1,NA,0.889,NA,0,318.931851915784,296,141680.080332056,0.999044890162369,0.754901960784314,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.660539215686274,0.0837941176470588,0,0.754901960784314,0.0943627450980392,0.503519607843137,0.754901960784314,0,42.0737800598145,306.244720458984,0.560606060606061,0.210227272727273,0,0,0.336363636363636,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.042,"Santafé de Antioquia","North",0.25,0.222,0.333,0.1,0.175,0.2775,1770,7737,56,203,511,10277,5967,0.752846161331128,0.172229249781065,0.580616911550063,0.746215494211932,0,0.165659839715049,0.248489759572573,0,0,0,0,0.0746215494211932,0.232665040250349,0.202645581712056,0.238856949753196,0.239009779382544
297,"05040","05","040","ANORÍ",2018,1413773904.26,7.19311077805,-75.1084895387,"Antioquia","Nordeste",0.583319664001465,0.720160936285132,0.63014081924949,0,0,0.720160936285132,0.0900201170356414,0.720160936285132,0.640223072357482,0,0.875,NA,0,NA,0,NA,1,NA,159.435439778839,297,141680.080332056,0.999044890162369,0.553475935828877,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.484291443850267,0.0614358288770053,0,0.553475935828877,0.0691844919786096,0.369168449197861,0.553475935828877,0,117.609687805176,329.563659667969,0.594474153297683,0.222927807486631,0,0,0.35668449197861,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.04,"Anorí","North",0.25,0.222,0.333,0.1,0.175,0.2775,826,2217,24,38,220,3325,1391,0.666766917293233,0.248421052631579,0.418345864661654,0.57346393588602,0,0.127308993766696,0.190963490650045,0,0,0,0,0.057346393588602,0.21832058495008,0.187509276015837,0.21470781235455,0.223458469710153
298,"05038","05","038","ANGOSTURA",2018,338666482.075,6.8614987641,-75.3583159968,"Antioquia","Norte",0.770219445228577,0.779415134462034,0.681988242654279,0,0,0.779415134462034,0.0974268918077542,0.779415134462034,0.692900054536748,0,0.875,NA,0,NA,0,NA,1,NA,133.490575961038,298,141680.080332056,0.999044890162369,0.490196078431373,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.428921568627451,0.0544117647058824,0,0.490196078431373,0.0612745098039216,0.326960784313725,0.490196078431373,0,72.6895294189453,301.724731445312,0.551693404634581,0.206885026737968,0,0,0.331016042780749,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.038,"Angostura","North",0.25,0.222,0.333,0.1,0.175,0.2775,276,2810,25,86,143,3340,2534,0.841317365269461,0.0826347305389222,0.758682634730539,0.943900267141585,0,0.209545859305432,0.314318788958148,0,0,0,0,0.0943900267141585,0.215812029953922,0.199041692848384,0.228801865240784,0.224377160298539
299,"05036","05","036","ANGELÓPOLIS",2018,81876301.6246,6.12143030262,-75.7159496625,"Antioquia","Suroeste",0.623349547386169,0.733472577626613,0.641788505423286,0,0,0.733472577626613,0.0916840722033266,0.733472577626613,0.652057121510059,0,0.875,NA,0,NA,0,NA,1,NA,82.1868969421382,299,141680.080332056,0.999044890162369,0.327985739750446,0.874164278892073,0.110893982808023,0,0.999044890162369,0.124880611270296,0.6663629417383,0.999044890162369,0,0.28698752228164,0.0364064171122995,0,0.327985739750446,0.0409982174688057,0.218766488413547,0.327985739750446,0,19.2576770782471,257.582244873047,0.448306595365419,0.168114973262032,0,0,0.268983957219251,"Región Eje Cafetero - Antioquia",5,"Antioquia",5.036,"Angelópolis","North",0.25,0.222,0.333,0.1,0.175,0.2775,268,2384,10,26,89,2777,2116,0.858480374504861,0.0965070219661505,0.761973352538711,0.947462154942119,0,0.21033659839715,0.315504897595726,0,0,0,0,0.0947462154942119,0.184946661329886,0.177622760193701,0.203568469857029,0.190648561261315
