"MPIO_CDPMP","depto","provincia","municipio","IndRur_0t1c","VAM18_2t3c","PBID18_2t3c","IPM18_2t3c","DisBog_4t5c","North_6","South_7","West_8","East_9","EjeCafe_6t9","Caribe_6t9","CSur_6t9","Pacif_6t9","COrient_6t9","Llano_6t9","Desp_10c","Conf_10c","Hurto_11c","Homic_11c","Errad_11c","DenPob_12c","DisMer_13c","PobInd_14c","PobEtn_14c","PobTot_12c","PobInd_14cp","PobEtn_14cp","RulPar_15t16c","Desp_10pcc","Conf_10pcc","Hurto_11pcc","Homic_11pcc","Errad_11pkmc"
"05148","Antioquia","Oriente","El Carmen de Viboral",0.275401069518717,0.850267379679144,0.999044890162369,0.0873440285204991,0.347593582887701,1,0,0,0,1,0,0,0,0,0,0.874555160142349,0.98932384341637,0.870881567230632,0.845057880676759,0.811387900355872,0.850267379679144,0.00089126559714795,0.509803921568627,0.507130124777184,0.901069518716578,0.311942959001783,0.112299465240642,0.656591099916037,0.768270944741533,0.989304812834225,0.704099821746881,0.60873440285205,0.811051693404635
"05150","Antioquia","Norte","Carolina",0.142602495543672,0.13458110516934,0.999044890162369,0.107843137254902,0.522281639928699,1,0,0,0,1,0,0,0,0,0,0.636120996441281,0.98932384341637,0.494211932324132,0.283170080142476,0.811387900355872,0.315508021390374,0.0142602495543672,0.387700534759358,0.280748663101604,0.106951871657754,0.56951871657754,0.54367201426025,0.845507976490344,0.89126559714795,0.989304812834225,0.869875222816399,0.2825311942959,0.811051693404635
"05154","Antioquia","Bajo cauca","Caucasia",0.0766488413547237,0.918894830659537,0.999044890162369,0.387700534759358,0.666666666666667,1,0,0,0,1,0,0,0,0,0,0.98220640569395,0.98932384341637,0.910062333036509,0.991985752448798,0.831850533807829,0.6524064171123,0.112299465240642,0.802139037433155,0.814616755793226,0.9349376114082,0.694295900178253,0.681818181818182,0.357682619647355,0.966131907308378,0.989304812834225,0.718360071301248,0.985739750445633,0.82620320855615
"05172","Antioquia","Urabá","Chigorodó",0.0918003565062389,0.894830659536542,0.999044890162369,0.435828877005348,0.737967914438503,1,0,0,0,1,0,0,0,0,0,0.863879003558719,0.98932384341637,0.837043633125557,0.955476402493321,0.912811387900356,0.734402852049911,0.0775401069518717,0.877005347593583,0.971479500891266,0.907308377896613,0.7825311942959,0.890374331550802,0.250209907640638,0.737076648841355,0.989304812834225,0.553475935828877,0.899286987522282,0.916221033868093
"05190","Antioquia","Nordeste","Cisneros",0.0695187165775401,0.474153297682709,0.999044890162369,0.225490196078431,0.449197860962567,1,0,0,0,1,0,0,0,0,0,0.784697508896797,0.98932384341637,0.556544968833482,0.772039180765806,0.811387900355872,0.89572192513369,0.00802139037433155,0.349376114081996,0.42602495543672,0.413547237076649,0.368092691622103,0.515151515151515,0.785054575986566,0.890374331550802,0.989304812834225,0.627450980392157,0.924242424242424,0.811051693404635
"05197","Antioquia","Oriente","Cocorná",0.493761140819964,0.537433155080214,0.999044890162369,0.556149732620321,0.328877005347594,1,0,0,0,1,0,0,0,0,0,0.77491103202847,0.98932384341637,0.633125556544969,0.746215494211932,0.811387900355872,0.663992869875223,0.00089126559714795,0.138146167557932,0.404634581105169,0.594474153297683,0.138146167557932,0.311942959001783,0.976490344248531,0.827985739750446,0.989304812834225,0.559714795008913,0.803030303030303,0.811051693404635
"05206","Antioquia","Oriente","Concepción",0.506238859180036,0.18716577540107,0.999044890162369,0.331550802139037,0.427807486631016,1,0,0,0,1,0,0,0,0,0,0.549822064056939,0.98932384341637,0.362422083704363,0.283170080142476,0.811387900355872,0.265597147950089,0.00445632798573975,0.138146167557932,0.14349376114082,0.13903743315508,0.138146167557932,0.22192513368984,0.98320738874895,0.793226381461676,0.989304812834225,0.629233511586453,0.2825311942959,0.811051693404635
"05209","Antioquia","Suroeste","Concordia",0.591800356506239,0.737967914438503,0.999044890162369,0.67825311942959,0.464349376114082,1,0,0,0,1,0,0,0,0,0,0.678825622775801,0.98932384341637,0.732858414959929,0.659839715048976,0.811387900355872,0.680926916221034,0.0204991087344029,0.138146167557932,0.392156862745098,0.625668449197861,0.138146167557932,0.248663101604278,0.980688497061293,0.691622103386809,0.989304812834225,0.751336898395722,0.620320855614973,0.811051693404635
"05212","Antioquia","Valle del aburra","Copacabana",0.0998217468805704,0.920677361853832,0.999044890162369,0.0258467023172906,0.459893048128342,1,0,0,0,1,0,0,0,0,0,0.928825622775801,0.98932384341637,0.941228851291184,0.897595725734639,0.811387900355872,0.979500891265597,0.0053475935828877,0.567736185383244,0.688057040998218,0.931372549019608,0.36541889483066,0.523172905525847,0.563392107472712,0.8475935828877,0.989304812834225,0.935828877005348,0.622994652406417,0.811051693404635
"05234","Antioquia","Occidente","Dabeiba",0.515151515151515,0.695187165775401,0.999044890162369,0.867201426024955,0.653297682709447,1,0,0,0,1,0,0,0,0,0,0.722419928825623,0.98932384341637,0.566340160284951,0.772039180765806,0.870106761565836,0.152406417112299,0.00089126559714795,0.917112299465241,0.815508021390374,0.736185383244207,0.898395721925134,0.806595365418895,0.606213266162888,0.674688057040998,0.989304812834225,0.297682709447415,0.742424242424242,0.841354723707665
"05237","Antioquia","Norte","Don Matías",0.214795008912656,0.79144385026738,0.999044890162369,0.0998217468805704,0.481283422459893,1,0,0,0,1,0,0,0,0,0,0.709074733096085,0.98932384341637,0.73820124666073,0.746215494211932,0.811387900355872,0.70855614973262,0.0071301247771836,0.138146167557932,0.324420677361854,0.581996434937611,0.138146167557932,0.158645276292335,0.937027707808564,0.762032085561497,0.989304812834225,0.801247771836007,0.815508021390374,0.811051693404635
"05240","Antioquia","Occidente","Ebéjico",0.850267379679144,0.650623885918004,0.999044890162369,0.461675579322638,0.497326203208556,1,0,0,0,1,0,0,0,0,0,0.619217081850534,0.98932384341637,0.437221727515583,0.595725734639359,0.811387900355872,0.544563279857397,0.00267379679144385,0.254010695187166,0.343137254901961,0.470588235294118,0.204099821746881,0.324420677361854,0.958858102434929,0.698752228163993,0.989304812834225,0.377005347593583,0.672014260249554,0.811051693404635
"05250","Antioquia","Bajo cauca","El Bagre",0.218360071301248,0.888591800356506,0.999044890162369,0.771836007130125,0.635472370766488,1,0,0,0,1,0,0,0,0,0,0.965302491103203,0.98932384341637,0.765805877114871,0.96260017809439,0.9644128113879,0.412655971479501,0.120320855614973,0.784313725490196,0.773618538324421,0.890374331550802,0.720142602495544,0.695187165775401,0.497900923593619,0.951871657754011,0.989304812834225,0.409090909090909,0.944741532976827,0.963458110516934
"05264","Antioquia","Norte","Entrerrios",0.350267379679144,0.780748663101604,0.999044890162369,0.148841354723708,0.514260249554367,1,0,0,0,1,0,0,0,0,0,0.563167259786477,0.98932384341637,0.566340160284951,0.430988423864648,0.811387900355872,0.518716577540107,0.0160427807486631,0.370766488413547,0.294117647058824,0.409982174688057,0.398395721925134,0.270944741532977,0.875734676742233,0.6524064171123,0.989304812834225,0.651515151515151,0.403743315508021,0.811051693404635
"05266","Antioquia","Valle del aburra","Envigado",0.0213903743315508,0.992869875222816,0.999044890162369,0.0017825311942959,0.428698752228164,1,0,0,0,1,0,0,0,0,0,0.831850533807829,0.98932384341637,0.977738201246661,0.888691006233304,0.811387900355872,0.989304812834225,0.00445632798573975,0.621212121212121,0.796791443850267,0.976827094474153,0.306595365418895,0.519607843137255,0.743912678421495,0.404634581105169,0.989304812834225,0.970588235294118,0.343137254901961,0.811051693404635
