"MPIO_CDPMP","depto","provincia","municipio","IndRur_0t1","VAM18_2t3","PBID18_2t3","IPM18_2t3","DisBog_4t5","n_6t9","s_6t9","e_6t9","w_6t9","Desp_10","Conf_10","Hurto_11","Homic_11","Errad_11","PobTot_12","PobInd_14","PobEtn_14","PobInd_14p","PobEtn_14p","AREA","AREAkm","DenPob_12","DisMer_13","nAllRds_13","lAllRds_13","lRds_13","lMjRds_13","nAR_13pkm","lAR_13pkm","lRds_13pkm","lMjRds_13pkm","RulPar_15t16","Desp_10pc","Conf_10pc","Hurto_11pc","Homic_11pc","Errad_11pkm"
"05044","Antioquia","Occidente","Anza",0.820542097091675,109.744671756711,141680.080332056,47.1,285.700256347656,0.253405279830221,0,0,0.327038405384377,5,0,13,4,0,12772,4,120,0.000313185092389602,0.00939555277168807,255923313.897,255923.313897,0.0499055744688437,29.0991840362549,189,143482.168837538,142314.231191677,189,0.000738502472174402,0.560645166134744,0.556081542648958,0.000738502472174402,0.912611377655929,0.000391481365487003,0,0.00101785155026621,0.000313185092389602,0
"05045","Antioquia","Urabá","Apartadó",0.186350747942924,2344.82412249901,141680.080332056,28,472.950897216797,0.420713938714753,0,0,0.402662319453346,448,0,720,54,24.3227,224792,1612,88768,0.00717107370369052,0.394889497846898,535172377.24,535172.37724,0.420036626627295,101.481773376465,1853,529664.425214537,478948.924071777,1853,0.00346243580350003,0.98970807863091,0.894943282651881,0.00346243580350003,0.476641849349694,0.00199295348588918,0,0.00320296095946475,0.000240222071959856,0.00454483471763573
"05051","Antioquia","Urabá","Arboletes",0.667281091213226,286.070082994568,141680.080332056,59.1,526.132934570312,0.496067692031472,0,0,0.3850762568874,0,0,32,2,0,52558,1916,16374,0.0364549640397275,0.311541535066022,754251901.974,754251.901974,0.0696822903097058,51.0070838928223,643,445183.92387621,442449.904389511,643,0.00085250033618366,0.590232417990715,0.586607608454878,0.00085250033618366,0.618063014679556,0,0,0.00060885117394117,3.80531983713231e-05,0
"05055","Antioquia","Oriente","Argelia",0.55624920129776,74.0545942074662,141680.080332056,48.7,173.791244506836,0.190202071573189,0,0,0.232515356177688,0,0,17,2,1.4,13466,4,248,0.000297044408139017,0.018416753304619,245341782.336,245341.782336,0.0548866967207325,3.25582551956177,141,122205.529684507,65345.4842254155,141,0.000574708468559578,0.498103211450319,0.266344703308317,0.000574708468559578,0.948410317936413,0,0,0.00126243873459082,0.000148522204069508,0.00057063252197405
"05059","Antioquia","Occidente","Armenia",0.666082918643951,51.5063382899257,141680.080332056,37.7,266.160552978516,0.238197074054173,0,0,0.315176915075638,6,0,5,4,0,7634,6,30,0.000785957558291852,0.00392978779145926,110434974.977,110434.974977,0.0691266512406048,21.4147357940674,84,82369.4651020313,78454.348170671,84,0.000760628596307415,0.74586393594227,0.710412151467508,0.000760628596307415,0.868471953578337,0.000785957558291852,0,0.000654964631909877,0.000523971705527902,0
"05079","Antioquia","Valle del aburra","Barbosa",0.573322534561157,957.655653468859,141680.080332056,22.2,259.876953125,0.267667550845494,0,0,0.259621239550614,144,0,233,21,0,89242,40,934,0.000448219448241859,0.0104659241164474,205666168.147,205666.168147,0.433916773011564,15.5014228820801,1648,719113.376494651,714218.796686886,1648,0.00801298538718381,3.49650787474518,3.47270921183496,0.00801298538718381,0.745379084021041,0.00161359001367069,0,0.00261087828600883,0.000235315210326976,0
"05086","Antioquia","Norte","Belmira",0.729499995708466,69.5397895058167,141680.080332056,40.8,294.304534912109,0.289817206499395,0,0,0.297136125687043,10,0,6,0,0,10698,2,4242,0.000186950831931202,0.39652271452608,296153167.054,296153.167054,0.0361231997159407,38.4839134216309,310,294263.793742817,294263.793742817,310,0.00104675564703137,0.99362028328119,0.99362028328119,0.00104675564703137,0.870647862494491,0.000934754159656011,0,0.000560852495793606,0,0
"05088","Antioquia","Valle del aburra","Bello",0.0512786619365215,5667.45884321268,141680.080332056,14.2,267.415771484375,0.258757234352169,0,0,0.289726383474586,2660,0,3760,80,0,955320,590,31676,0.000617594104593225,0.0331574760289746,147758417.955,147758.417955,6.4654184392455,11.4078960418701,5058,875176.731324668,863429.442741474,5058,0.0342315522188416,5.92302451147795,5.84352116577502,0.0342315522188416,0.727853061496732,0.00278440731901352,0,0.00393585395469581,8.37415735041661e-05,0
"05091","Antioquia","Suroeste","Betania",0.651167273521423,148.361347746624,141680.080332056,53.6,248.967926025391,0.192200252463935,0,0,0.335625203951684,9,0,17,14,0,17178,64,236,0.003725695657236,0.0137385027360577,180525986.823,180525.986823,0.0951552754387792,47.1360015869141,279,268560.30488995,266866.697977525,279,0.00154548386584116,1.48765454556559,1.47827303245365,0.00154548386584116,0.904788732394366,0.000523925951798812,0,0.000989637908953312,0.000814995925020375,0
"05093","Antioquia","Suroeste","Betulia",0.726148545742035,224.162010433527,141680.080332056,53.1,279.122802734375,0.2405253317089,0,0,0.332112067484727,10,0,21,9,0,30138,54,370,0.00179175791359745,0.0122768597783529,262367502.578,262367.502578,0.11486940914506,33.6572685241699,243,237379.634774872,236280.741066284,243,0.000926181777896665,0.904760050091572,0.900571674253138,0.000926181777896665,0.938695249845774,0.000331807021036565,0,0.000696794744176787,0.000298626318932909,0
"05101","Antioquia","Suroeste","Ciudad Bolívar",0.402557611465454,335.793434427955,141680.080332056,40.4,256.47705078125,0.204201328437642,0,0,0.338371290730425,35,0,57,42,0,46172,506,1054,0.0109590227843715,0.0228276877761414,260446107.924,260446.107924,0.177280437661496,44.8417854309082,507,345990.485119616,339364.265664736,507,0.00194665992147576,1.32845327533395,1.30301146893608,0.00194665992147576,0.880819686187087,0.000758035172832019,0,0.00123451442432643,0.000909642207398423,0
"05107","Antioquia","Norte","Briceño",0.682547569274902,80.106308395651,141680.080332056,55.4,337.512298583984,0.338081535684076,0,0,0.286548104795513,22,0,3,8,52.9405,11892,6,110,0.000504540867810293,0.00924991590985537,376346756.404,376346.756404,0.0315985186470804,18.2493534088135,278,282564.164998222,279208.634401601,278,0.000738680472913584,0.750808025285318,0.741891964393276,0.000738680472913584,0.671034794396747,0.00184998318197107,0,0.000252270433905146,0.00067272115708039,0.0140669473295977
