"MPIO_CDPMP","depto","provincia","municipio","IndRur_0t1","VAM18_2t3","PBID18_2t3","IPM18_2t3","DisBog_4t5","North_6","South_7","West_8","East_9","EjeCafe_6t9","Caribe_6t9","CSur_6t9","Pacif_6t9","COrient_6t9","Llano_6t9","Desp_10","Conf_10","Hurto_11","Homic_11","Errad_11","PobTot_12","PobInd_14","PobEtn_14","PobInd_14p","PobEtn_14p","AREA","AREAkm","DenPob_12","DisMer_13","RulPar_15t16","Desp_10pc","Conf_10pc","Hurto_11pc","Homic_11pc","Errad_11pkm"
"05390","Antioquia","Suroeste","La Pintada",0.129898935556412,195.000292132671,141680.080332056,31.2,216.417404174805,1,0,0,0,1,0,0,0,0,0,8,0,32,7,0,15948,18,274,0.00112866817155756,0.0171808377225984,54296311.1537,54296.3111537,0.293721611305324,12.583306312561,0.819905213270142,0.000501630298470028,0,0.00200652119388011,0.000438926511161274,0
"05400","Antioquia","Oriente","La Unión",0.407497078180313,247.635172847975,141680.080332056,23,214.968002319336,1,0,0,0,1,0,0,0,0,0,28,0,59,5,0,41476,4,408,9.64413154595429e-05,0.00983701417687337,167739659.849,167739.659849,0.247264123686294,0,0.821867321867322,0.0006750892082168,0,0.00142250940302826,0.000120551644324429,0
"05411","Antioquia","Occidente","Liborina",0.771041095256805,95.2906023937194,141680.080332056,43.3,316.301605224609,1,0,0,0,1,0,0,0,0,0,4,0,13,2,0,15804,2,120,0.000126550240445457,0.00759301442672741,216416443.168,216416.443168,0.0730258744144115,48.6148109436035,0.875473285654186,0.000253100480890914,0,0.000822576562895469,0.000126550240445457,0
"05425","Antioquia","Magdalena medio","Maceo",0.623768389225006,98.4614414760936,141680.080332056,36,243.959747314453,1,0,0,0,1,0,0,0,0,0,16,0,9,5,4.8503,14584,16,162,0.00109709270433352,0.0111080636313769,387101375.841,387101.375841,0.0376748854697698,20.4000606536865,0.841033351558229,0.00109709270433352,0,0.000617114646187603,0.000342841470104224,0.00125297927176375
"05440","Antioquia","Oriente","Marinilla",0.315801680088043,1059.46657623942,141680.080332056,15.4,234.106094360352,1,0,0,0,1,0,0,0,0,0,114,0,351,12,0,110450,76,1078,0.000688094160253508,0.00976007243096424,114871201.33,114871.20133,0.961511664552903,0,0.785312511564223,0.00103214124038026,0,0.00317790855590765,0.000108646446355817,0
"05467","Antioquia","Suroeste","Montebello",0.720658659934998,98.7261456510199,141680.080332056,39.5,224.400497436523,1,0,0,0,1,0,0,0,0,0,11,0,24,2,0,11762,14,120,0.00119027376296548,0.0102023465397041,76028452.4464,76028.4524464,0.154705240229534,10.1656723022461,0.851839575737488,0.000935215099472879,0,0.00204046930794083,0.000170039108995069,0
"05475","Antioquia","Urabá","Murindó",0.641620874404907,38.7814136339426,141680.080332056,81.5,398.318054199219,1,0,0,0,1,0,0,0,0,0,0,0,4,2,0,9284,3850,9186,0.414691943127962,0.989444205084016,1266201382.53,1266201.38253,0.00733216700604892,51.7188186645508,0.123556581986143,0,0,0.000430848772081,0.0002154243860405,0
"05480","Antioquia","Urabá","Mutatá",0.636123239994049,216.28713537974,141680.080332056,57.8,409.705017089844,1,0,0,0,1,0,0,0,0,0,51,0,30,17,54.3707,25204,4230,6694,0.167830503094747,0.265592763053484,1075172820.89,1075172.82089,0.0234418128046957,34.180591583252,0.592027442630707,0.00202348833518489,0,0.00119028725599111,0.000674496111728297,0.0050569265650701
"05483","Antioquia","Oriente","Nariño",0.693095624446869,99.8147928257587,141680.080332056,51.8,171.847610473633,1,0,0,0,1,0,0,0,0,0,11,0,22,3,1.1,17198,4,124,0.000232585184323759,0.00721014071403652,316767418.235,316767.418235,0.054292199923293,17.7913608551025,0.947739426349052,0.000639609256890336,0,0.00127921851378067,0.000174438888242819,0.00034725793647879
"05490","Antioquia","Urabá","Necoclí",0.740900158882141,477.802097002128,141680.080332056,62.7,524.386413574219,1,0,0,0,1,0,0,0,0,0,34,0,68,12,0,76840,2990,39972,0.0389120249869859,0.52019781363873,1255543935.69,1255543.93569,0.0612005663965647,78.4038009643555,0.650252623396813,0.000442477876106195,0,0.000884955752212389,0.000156168662155128,0
"05495","Antioquia","Bajo cauca","Nechí",0.489181846380234,258.663985269375,141680.080332056,61.5,399.166076660156,1,0,0,0,1,0,0,0,0,0,287,0,10,11,1188.3165,48060,186,6246,0.00387016229712859,0.129962546816479,937322945.012,937322.945012,0.0512736834788406,121.826942443848,0.730558812035952,0.00597170203911777,0,0.000208073241781107,0.000228880565959218,0.126777703066341
"05501","Antioquia","Occidente","Olaya",0.93060439825058,35.3187693697255,141680.080332056,33.4,300.156768798828,1,0,0,0,1,0,0,0,0,0,8,0,3,3,0,5438,2,110,0.000367782272894446,0.0202280250091946,86986192.0109,86986.1920109,0.0625156691457258,36.930778503418,0.870266914959652,0.00147112909157779,0,0.00055167340934167,0.00055167340934167,0
"05541","Antioquia","Oriente","Peñol",0.47636467218399,524.41697795103,141680.080332056,20,236.596740722656,1,0,0,0,1,0,0,0,0,0,15,0,68,7,0,35992,26,252,0.000722382751722605,0.0070015559013114,118314349.771,118314.349771,0.30420654865334,0,0.857720163745145,0.000416759279839964,0,0.00188930873527451,0.000194487663925317,0
"05543","Antioquia","Occidente","Peque",0.716438174247742,70.9820686064446,141680.080332056,53.5,347.854034423828,1,0,0,0,1,0,0,0,0,0,10,0,7,6,0,14282,0,174,0,0.0121831676235821,434069043.395,434069.043395,0.0329025997530155,46.6396789550781,0.82001332001332,0.000700182047332306,0,0.000490127433132614,0.000420109228399384,0
