"MPIO_CDPMP","depto","MR1","MR2","MR4","MR3","MR1mean","MR2mean","MR3mean","MR4mean"
"05001","Antioquia",1.04501864725657,2.16542399788814,-1.16335636507593,0.126588872854184,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05002","Antioquia",-0.968115921488216,0.595146427952671,-0.180501718472398,0.0297734430816168,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05004","Antioquia",-1.33865853322311,-1.33039355685697,-0.126982346950734,-0.851669862733852,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05021","Antioquia",-1.22680983731812,-0.820771780063266,-0.641948579652733,-0.906513781009656,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05030","Antioquia",-0.674554958534786,1.20817714624308,-0.930134772739771,-0.297291027197264,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05031","Antioquia",-0.934852938784561,0.665287072598585,-0.121224597464128,1.11586331379831,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05034","Antioquia",0.155088328537922,0.976407482252187,-0.570009618373526,0.833483952430632,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05036","Antioquia",-0.751147351701574,-0.540971498381043,-1.01410391458332,-0.28890006463438,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05038","Antioquia",-1.22871727078427,-0.0694726909948441,0.611724922396574,0.66899304778547,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05040","Antioquia",0.38640580171301,-0.103142287420553,0.27820652373935,2.24139988598565,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05042","Antioquia",-0.134765930426019,1.06508717006851,-0.631513246435769,0.621266709255396,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05044","Antioquia",-0.897981440233702,-0.728258874507596,-0.00277528913119809,0.427244772704407,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05045","Antioquia",1.11031341777364,1.86140641980732,-0.225359859906289,1.03504095073917,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05051","Antioquia",1.07315014820591,0.538443362884773,1.2607378738127,-0.356347370158178,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05055","Antioquia",-0.87750456391751,-0.650948917287765,-0.0355137323915911,0.305398753571669,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05059","Antioquia",-0.819599209576699,-1.03423028221601,-0.47241508734149,0.33338155406261,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05079","Antioquia",-0.459099089195095,1.55644897772738,-1.02962343751722,0.303894984206122,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05086","Antioquia",0.082085407212012,-0.170115533744326,1.10245335278782,-0.343693590802037,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05088","Antioquia",0.621630206203917,2.17599344225528,-0.889648670206171,-0.10212888735556,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05091","Antioquia",-0.184314240357939,-0.639347552994177,-0.154848806192444,0.725195247708168,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05093","Antioquia",-0.282515681714036,0.00699468641944715,0.178787334774818,0.428631438909595,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05101","Antioquia",0.210212190349538,0.633795836778151,-0.599428040077999,0.706454515830238,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05107","Antioquia",-0.842607569410815,-1.11815004621712,0.533725774199772,1.95457142904705,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05113","Antioquia",-1.23614264203311,-0.524581924882748,0.600960650930187,0.690034568928875,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05120","Antioquia",0.86573983429918,0.0951245449238329,0.762971088784078,2.85123989616529,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05125","Antioquia",-1.15779576444738,-0.770641401388551,0.49835408565178,0.169729896179612,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05129","Antioquia",-0.393497574123189,1.79272471562027,-1.12380429904813,-0.290191312782487,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05134","Antioquia",-1.30511421408021,-0.604212885797552,0.890095427496653,0.512768876506602,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05138","Antioquia",-0.914316622837028,0.17233029809644,0.368439105015717,0.118300572739402,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05142","Antioquia",-1.18577392872347,-0.930353023899516,-0.412132317238273,0.23912936188396,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05145","Antioquia",-1.05645721037639,-0.858054886766422,-0.619491930507183,-1.16584951556821,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05147","Antioquia",0.518017757563485,1.63164127489497,0.143743572715845,1.06299015923488,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
"05148","Antioquia",-0.306566043985428,1.62337515789291,-0.980434462237921,-0.0500917594719352,-0.283111848266713,0.300721844515804,0.45307935853374,-0.274244347126318
