FID,MPIO_CDPMP,DPTO_CCDGO,MPIO_CCDGO,MPIO_CNMBR,VERSION,AREA,LATITUD,LONGITUD,depto,provincia,indrural,CDF_0t1,el_c0,em_c0,cs_c0,cw_c0,el_c1,em_c1,cs_c1,cw_c1,el_d0,el_d1,em_d0,em_d1,cs_d0,cs_d1,cw_d0,cw_d1,VAM18_2t3,FID_2t3,PBID18_2t3,eCDF_2t3d,eCDF_2t3m,el_c2d,em_c2d,cs_c2d,cw_c2d,el_c3d,em_c3d,cs_c3d,cw_c3d,el_c2m,em_c2m,cs_c2m,cw_c2m,el_c3m,em_c3m,cs_c3m,cw_c3m,discapital,disbogota,eCDF_4t5,el_c4t5,em_c4t5,cs_c4t5,cw_c4t5,REGION,CÓDIGO DANE DEL DEPARTAMENTO,DEPARTAMENTO,mpio,MUNICIPIO,cdir6t9,el_t6t9,em_t6t9,cs_t6t9,cw_t6t9,m1_t6t9,m2_t6t9,Petro,Duque,nomark,null,blank,vtotal,MOV_top2,Duque_pct,Petro_pct,MOV_pct,eCDF_15t6,el_c15,em_c15,cs_c15,cw_c15,el_c16,em_c16,cs_c16,cw_c16,el_i,em_i,cs_i,cw_i
466,08001,08,001,BARRANQUILLA,2018,154202079,10.98152051,-74.82771544,Atlántico,Norte,0.000857982,0.500342285,0.4377995,0,0,0.500342285,0.062542786,0.500342285,0.444804292,0,NA,0.125,NA,1,NA,0.889,NA,0,25887.90634,466,43368.86617,0.64565425,0.997326203,0.564947469,0.071667622,0,0.64565425,0.080706781,0.430651385,0.64565425,0,0.872660428,0.110703209,0,0.997326203,0.124665775,0.665216578,0.997326203,0,0,735.685791,0.980392157,0.367647059,0,0,0.588235294,Región Caribe,8,Atlántico,8.001,Barranquilla,North,0.25,0.222,0.333,0.1,0.175,0.2775,242474,192265,259,2415,11534,448947,-50209,0.428257679,0.540094933,-0.111837255,0.191451469,0,0.042502226,0.063753339,0,0,0,0,0.019145147,0.264414443,0.192595537,0.229860479,0.275631116
485,08758,08,758,SOLEDAD,2018,59358357.45,10.9069066,-74.7784249,Atlántico,Norte,0.002243381,0.500894979,0.438283107,0,0,0.500894979,0.062611872,0.500894979,0.445295636,0,NA,0.125,NA,1,NA,0.889,NA,0,6035.64906,485,43368.86617,0.64565425,0.984848485,0.564947469,0.071667622,0,0.64565425,0.080706781,0.430651385,0.64565425,0,0.861742424,0.109318182,0,0.984848485,0.123106061,0.656893939,0.984848485,0,13.96710396,722.8929443,0.975935829,0.365975936,0,0,0.585561497,Región Caribe,8,Atlántico,8.758,Soledad,North,0.25,0.222,0.333,0.1,0.175,0.2775,74273,42620,54,790,2171,119908,-31653,0.35543917,0.619416553,-0.263977383,0.121104185,0,0.026885129,0.040327694,0,0,0,0,0.012110419,0.262714925,0.189499029,0.225433977,0.272926922
908,11001,11,001,"BOGOTÁ, D.C.",2018,1622852605,4.316107698,-74.1810727,"Bogotá, D.C.",Bogotá,0.003395046,0.501354425,0.438685122,0,0,0.501354425,0.062669303,0.501354425,0.445704084,0,NA,0.125,NA,1,NA,0.889,NA,0,227062.6907,908,253941.0245,1,1,0.875,0.111,0,1,0.125,0.667,1,0,0.875,0.111,0,1,0.125,0.667,1,0,0,0,0.000891266,0,0.889,1,0,Región Centro Oriente,11,Bogotá D.C.,11.001,Bogotá D.C.,East,0.125,0,0.111,0.3,0.2125,0.0555,1889050,1449092,1417,38322,200249,3578130,-439958,0.404985845,0.527943367,-0.122957523,0.180765806,0,0.040130009,0.060195013,0,0,0,0,0.018076581,0.203294303,0.276060554,0.327112387,0.227428876
1112,25754,25,754,SOACHA,2018,187445954.4,4.537599379,-74.22993,Cundinamarca,Soacha,0.007806974,0.5031145,0.440225188,0,0,0.5031145,0.062889313,0.5031145,0.447268791,0,NA,0.125,NA,1,NA,0.889,NA,0,5341.699211,1112,59084.77742,0.756446991,0.980392157,0.661891117,0.083965616,0,0.756446991,0.094555874,0.504550143,0.756446991,0,0.857843137,0.108823529,0,0.980392157,0.12254902,0.653921569,0.980392157,0,50.9226265,15.47401047,0.004456328,0.001671123,0,0,0.002673797,Región Centro Oriente,25,Cundinamarca,25.754,Soacha,East,0.125,0,0.111,0.3,0.2125,0.0555,83247,55868,111,3123,5882,148231,-27379,0.37689822,0.561603173,-0.184704954,0.154051647,0,0.034199466,0.051299199,0,0,0,0,0.015405165,0.201272223,0.162507383,0.198745018,0.225198202
1115,25473,25,473,MOSQUERA,2018,105938888.7,4.672714223,-74.23573194,Cundinamarca,Sabana occidente,0.016963469,0.50676712,0.44342123,0,0,0.50676712,0.06334589,0.50676712,0.45051597,0,NA,0.125,NA,1,NA,0.889,NA,0,2433.214702,1115,59084.77742,0.756446991,0.954545455,0.661891117,0.083965616,0,0.756446991,0.094555874,0.504550143,0.756446991,0,0.835227273,0.105954545,0,0.954545455,0.119318182,0.636681818,0.954545455,0,60.01121902,30.61532211,0.01426025,0.005347594,0,0,0.00855615,Región Centro Oriente,25,Cundinamarca,25.473,Mosquera,East,0.125,0,0.111,0.3,0.2125,0.0555,22851,21246,31,1027,2693,47848,-1605,0.444031098,0.47757482,-0.033543722,0.228851291,0,0.050804987,0.07620748,0,0,0,0,0.022885129,0.198957521,0.162526059,0.199033613,0.224094232
1061,68001,68,001,BUCARAMANGA,2018,152915686.1,7.155833544,-73.11156997,Santander,Soto,0.01785831,0.507124056,0.443733549,0,0,0.507124056,0.063390507,0.507124056,0.450833286,0,NA,0.125,NA,1,NA,0.889,NA,0,14030.85687,1061,63776.07829,0.839541547,0.994652406,0.734598854,0.093189112,0,0.839541547,0.104942693,0.559974212,0.839541547,0,0.870320856,0.110406417,0,0.994652406,0.124331551,0.663433155,0.994652406,0,0,327.4837036,0.590909091,0.221590909,0,0,0.354545455,Región Centro Oriente,68,Santander,68.001,Bucaramanga,East,0.125,0,0.111,0.3,0.2125,0.0555,107050,168911,181,3480,15672,295294,61861,0.57200959,0.362520065,0.209489526,0.389136242,0,0.086388246,0.129582369,0,0,0,0,0.038913624,0.231045921,0.170918984,0.210758508,0.274404443
525,13760,13,760,SOPLAVIENTO,2018,92604134.37,10.33209031,-75.11699226,Bolívar,Dique bolivarense,0.01830986,0.507304169,0.443891148,0,0,0.507304169,0.063413021,0.507304169,0.450993406,0,NA,0.125,NA,1,NA,0.889,NA,0,64.31712964,525,35410.28621,0.623686724,0.231729055,0.545725883,0.069229226,0,0.623686724,0.07796084,0.415999045,0.623686724,0,0.202762923,0.025721925,0,0.231729055,0.028966132,0.15456328,0.231729055,0,42.90858078,665.9672241,0.934937611,0.350601604,0,0,0.560962567,Región Caribe,13,Bolívar,13.76,Soplaviento,North,0.25,0.222,0.333,0.1,0.175,0.2775,2741,1121,4,6,54,3926,-1620,0.285532348,0.698166072,-0.412633724,0.065894924,0,0.014628673,0.02194301,0,0,0,0,0.006589492,0.167454354,0.115527256,0.129708184,0.17582316
282,05001,05,001,MEDELLÍN,2018,374830624.8,6.257590259,-75.61103107,Antioquia,Valle del aburra,0.018429181,0.507351763,0.443932793,0,0,0.507351763,0.06341897,0.507351763,0.451035717,0,NA,0.125,NA,1,NA,0.889,NA,0,55082.30118,282,141680.0803,0.99904489,0.999108734,0.874164279,0.110893983,0,0.99904489,0.124880611,0.666362942,0.99904489,0,0.874220143,0.11090107,0,0.999108734,0.124888592,0.666405526,0.999108734,0,0,264.3390198,0.463458111,0.173796791,0,0,0.278074866,Región Eje Cafetero - Antioquia,5,Antioquia,5.001,Medellín,North,0.25,0.222,0.333,0.1,0.175,0.2775,207642,698505,1052,12808,59245,979252,490863,0.713304645,0.212041436,0.501263209,0.663401603,0,0.147275156,0.220912734,0,0,0,0,0.06634016,0.241282161,0.206741689,0.250507148,0.243859441
58,76001,76,001,CALI,2018,563040919.7,3.399043723,-76.57649259,Valle del Cauca,Sur,0.024741407,0.509869387,0.446135713,0,0,0.509869387,0.063733673,0.509869387,0.453273885,0,NA,0.125,NA,1,NA,0.889,NA,0,40703.27972,58,95893.69297,0.87965616,0.998217469,0.76969914,0.097641834,0,0.87965616,0.10995702,0.586730659,0.87965616,0,0.873440285,0.110802139,0,0.998217469,0.124777184,0.665811052,0.998217469,0,0,286.7561646,0.516042781,0.193516043,0,0,0.309625668,Región Pacífico,76,Valle del Cauca,76.001,Cali,West,0.125,0,0.111,0.3,0.2125,0.0555,448242,353824,742,11508,41795,856111,-94418,0.413292202,0.523579302,-0.110287101,0.192341941,0,0.042699911,0.064049866,0,0,0,0,0.019234194,0.228325362,0.166147811,0.203317652,0.26711834
275,66400,66,400,LA VIRGINIA,2018,32801213.13,4.904704187,-75.85208162,Risaralda,Uno - vertiente oriental,0.026286574,0.510485618,0.446674916,0,0,0.510485618,0.063810702,0.510485618,0.453821715,0,NA,0.125,NA,1,NA,0.889,NA,0,277.2373787,275,15876.72965,0.261700096,0.727272727,0.228987584,0.029048711,0,0.261700096,0.032712512,0.174553964,0.261700096,0,0.636363636,0.080727273,0,0.727272727,0.090909091,0.485090909,0.727272727,0,23.58497238,194.2367554,0.297682709,0.111631016,0,0,0.178609626,Región Eje Cafetero - Antioquia,66,Risaralda,66.4,La Virginia,North,0.25,0.222,0.333,0.1,0.175,0.2775,4436,10075,37,437,876,15861,5639,0.635205851,0.279679718,0.355526133,0.512911843,0,0.113866429,0.170799644,0,0,0,0,0.051291184,0.19992367,0.176521279,0.210611761,0.195957394
785,25286,25,286,FUNZA,2018,67753689.68,4.743996711,-74.19865992,Cundinamarca,Sabana occidente,0.026654787,0.510632463,0.446803405,0,0,0.510632463,0.063829058,0.510632463,0.453952259,0,NA,0.125,NA,1,NA,0.889,NA,0,2570.305879,785,59084.77742,0.756446991,0.956327986,0.661891117,0.083965616,0,0.756446991,0.094555874,0.504550143,0.756446991,0,0.836786988,0.106152406,0,0.956327986,0.119540998,0.637870766,0.956327986,0,66.78442383,38.06013107,0.02228164,0.008355615,0,0,0.013368984,Región Centro Oriente,25,Cundinamarca,25.286,Funza,East,0.125,0,0.111,0.3,0.2125,0.0555,21581,20107,42,1187,2524,45441,-1474,0.442485861,0.474923527,-0.032437666,0.229741763,0,0.051002671,0.076504007,0,0,0,0,0.022974176,0.200039508,0.163207288,0.199723032,0.225412951
256,63001,63,001,ARMENIA,2018,121617416.1,4.499501128,-75.72489985,Quindio,Capital,0.026974201,0.510759844,0.446914864,0,0,0.510759844,0.063844981,0.510759844,0.454065502,0,NA,0.125,NA,1,NA,0.889,NA,0,4066.695193,256,7950.511941,0.055396371,0.972370766,0.048471824,0.006148997,0,0.055396371,0.006924546,0.036949379,0.055396371,0,0.850824421,0.107933155,0,0.972370766,0.121546346,0.648571301,0.972370766,0,0,170.8973541,0.245098039,0.091911765,0,0,0.147058824,Región Eje Cafetero - Antioquia,63,Quindío,63.001,Armenia,North,0.25,0.222,0.333,0.1,0.175,0.2775,46675,82006,191,2787,9420,141079,35331,0.581277157,0.330843003,0.250434154,0.42475512,0,0.094295637,0.141443455,0,0,0,0,0.042475512,0.228130297,0.197944992,0.237609965,0.221583118
67,76147,76,147,CARTAGO,2018,248223972.1,4.70684716,-75.91790846,Valle del Cauca,Norte,0.03011884,0.512013862,0.448012129,0,0,0.512013862,0.064001733,0.512013862,0.455180324,0,NA,0.125,NA,1,NA,0.889,NA,0,2305.723864,67,95893.69297,0.87965616,0.950980392,0.76969914,0.097641834,0,0.87965616,0.10995702,0.586730659,0.87965616,0,0.832107843,0.105558824,0,0.950980392,0.118872549,0.634303922,0.950980392,0,163.7079315,195.3830414,0.300356506,0.11263369,0,0,0.180213904,Región Pacífico,76,Valle del Cauca,76.147,Cartago,West,0.125,0,0.111,0.3,0.2125,0.0555,16882,34529,93,1070,2908,55482,17647,0.622345986,0.304278865,0.318067121,0.481745325,0,0.106947462,0.160421193,0,0,0,0,0.048174533,0.212578493,0.169853009,0.209697739,0.248922836
885,54405,54,405,LOS PATIOS,2018,127588133.1,7.742291094,-72.52680784,Norte de Santander,Oriental,0.031709149,0.512648001,0.448567001,0,0,0.512648001,0.064081,0.512648001,0.455744073,0,NA,0.125,NA,1,NA,0.889,NA,0,521.2343203,885,15442.66754,0.222540592,0.831550802,0.194723018,0.024702006,0,0.222540592,0.027817574,0.148434575,0.222540592,0,0.727606952,0.092302139,0,0.831550802,0.10394385,0.554644385,0.831550802,0,46.98020935,412.3642883,0.690730838,0.259024064,0,0,0.414438503,Región Centro Oriente,54,Norte de Santander,54.405,Los Patios,East,0.125,0,0.111,0.3,0.2125,0.0555,6295,32149,23,436,1559,40462,25854,0.794547971,0.155578073,0.638969898,0.803205699,0,0.178311665,0.267467498,0,0,0,0,0.08032057,0.216027858,0.167238274,0.208220297,0.267369734
900,54874,54,874,VILLA DEL ROSARIO,2018,90619029.07,7.756282183,-72.48202532,Norte de Santander,Oriental,0.032515302,0.512969443,0.448848263,0,0,0.512969443,0.06412118,0.512969443,0.456029835,0,NA,0.125,NA,1,NA,0.889,NA,0,602.6181849,900,15442.66754,0.222540592,0.852941176,0.194723018,0.024702006,0,0.222540592,0.027817574,0.148434575,0.222540592,0,0.746323529,0.094676471,0,0.852941176,0.106617647,0.568911765,0.852941176,0,43.83697128,416.9649658,0.6942959,0.260360963,0,0,0.41657754,Región Centro Oriente,54,Norte de Santander,54.874,Villa del Rosario,East,0.125,0,0.111,0.3,0.2125,0.0555,4360,34203,35,309,1158,40065,29843,0.853687757,0.108823162,0.744864595,0.929652716,0,0.206382903,0.309574354,0,0,0,0,0.092965272,0.218908948,0.172867573,0.216193171,0.271931679
868,54001,54,001,SAN JOSÉ DE CÚCUTA,2018,1133525946,8.112041811,-72.48862641,Norte de Santander,Oriental,0.036910843,0.514721953,0.450381709,0,0,0.514721953,0.064340244,0.514721953,0.457587816,0,NA,0.125,NA,1,NA,0.889,NA,0,8514.126509,868,15442.66754,0.222540592,0.991087344,0.194723018,0.024702006,0,0.222540592,0.027817574,0.148434575,0.222540592,0,0.867201426,0.110010695,0,0.991087344,0.123885918,0.661055258,0.991087344,0,0,457.2655334,0.743315508,0.278743316,0,0,0.445989305,Región Centro Oriente,54,Norte de Santander,54.001,Cúcuta,East,0.125,0,0.111,0.3,0.2125,0.0555,47211,251152,517,3241,15147,317268,203941,0.791608356,0.148804796,0.64280356,0.809439003,0,0.179695459,0.269543188,0,0,0,0,0.0809439,0.238694077,0.183185421,0.228652294,0.291592813
1057,68276,68,276,FLORIDABLANCA,2018,100327739.1,7.079704598,-73.0679925,Santander,Soto,0.040796753,0.516271036,0.451737157,0,0,0.516271036,0.06453388,0.516271036,0.458964951,0,NA,0.125,NA,1,NA,0.889,NA,0,4342.255208,1057,63776.07829,0.839541547,0.975044563,0.734598854,0.093189112,0,0.839541547,0.104942693,0.559974212,0.839541547,0,0.853163993,0.108229947,0,0.975044563,0.12188057,0.650354724,0.975044563,0,8.645230293,322.1256714,0.580213904,0.217580214,0,0,0.348128342,Región Centro Oriente,68,Santander,68.276,Floridablanca,East,0.125,0,0.111,0.3,0.2125,0.0555,43082,74349,82,1625,6346,125484,31267,0.592497848,0.343326639,0.249171209,0.422083704,0,0.093702582,0.140553874,0,0,0,0,0.04220837,0.229236977,0.171069786,0.210695423,0.272706539
475,08520,08,520,PALMAR DE VARELA,2018,92338260.91,10.69481208,-74.7701509,Atlántico,Centro oriente,0.041614819,0.51659712,0.45202248,0,0,0.51659712,0.06457464,0.51659712,0.45925484,0,NA,0.125,NA,1,NA,0.889,NA,0,172.5343825,475,43368.86617,0.64565425,0.57486631,0.564947469,0.071667622,0,0.64565425,0.080706781,0.430651385,0.64565425,0,0.503008021,0.06381016,0,0.57486631,0.071858289,0.383435829,0.57486631,0,37.06696701,698.7791138,0.961675579,0.360628342,0,0,0.577005348,Región Caribe,8,Atlántico,8.52,Palmar de Varela,North,0.25,0.222,0.333,0.1,0.175,0.2775,6083,3116,13,63,169,9444,-2967,0.329944939,0.644112664,-0.314167726,0.097951915,0,0.021745325,0.032617988,0,0,0,0,0.009795191,0.212761472,0.150948554,0.174967392,0.222282996
1119,73349,73,349,HONDA,2018,304886912.3,5.179416561,-74.78303094,Tolima,Norte,0.041914713,0.516716656,0.452127074,0,0,0.516716656,0.064589582,0.516716656,0.459361107,0,NA,0.125,NA,1,NA,0.889,NA,0,233.8834032,1119,21002.25155,0.41069723,0.677361854,0.359360076,0.045587393,0,0.41069723,0.051337154,0.273935053,0.41069723,0,0.592691622,0.075187166,0,0.677361854,0.084670232,0.451800357,0.677361854,0,97.05638885,111.478775,0.132798574,0.049799465,0,0,0.079679144,Región Centro Sur,73,Tolima,73.349,Honda,South,0.25,0,0,0.5,0.375,0,4007,6709,20,296,473,11505,2702,0.583137766,0.348283355,0.234854411,0.407836153,0,0.090539626,0.135809439,0,0,0,0,0.040783615,0.186734747,0.141780476,0.15906655,0.226817659
481,08634,08,634,SABANAGRANDE,2018,43111132.56,10.79894015,-74.7687966,Atlántico,Centro oriente,0.049328879,0.519671397,0.454712472,0,0,0.519671397,0.064958925,0.519671397,0.461987872,0,NA,0.125,NA,1,NA,0.889,NA,0,275.5790043,481,43368.86617,0.64565425,0.726381462,0.564947469,0.071667622,0,0.64565425,0.080706781,0.430651385,0.64565425,0,0.635583779,0.080628342,0,0.726381462,0.090797683,0.484496435,0.726381462,0,25.59857178,710.8757935,0.970588235,0.363970588,0,0,0.582352941,Región Caribe,8,Atlántico,8.634,Sabanagrande,North,0.25,0.222,0.333,0.1,0.175,0.2775,6775,4725,10,89,225,11824,-2050,0.399610961,0.572987145,-0.173376184,0.162956367,0,0.036176313,0.05426447,0,0,0,0,0.016295637,0.232502931,0.167871561,0.196954225,0.24308768
637,15001,15,001,TUNJA,2018,119688918.1,5.518472615,-73.37801856,Boyacá,Centro,0.050154161,0.52000023,0.455000201,0,0,0.52000023,0.065000029,0.52000023,0.462280204,0,NA,0.125,NA,1,NA,0.889,NA,0,3516.220251,637,26884.20724,0.552053486,0.968805704,0.4830468,0.061277937,0,0.552053486,0.069006686,0.368219675,0.552053486,0,0.847704991,0.107537433,0,0.968805704,0.121100713,0.646193405,0.968805704,0,0,154.0657349,0.213903743,0.080213904,0,0,0.128342246,Región Centro Oriente,15,Boyacá,15.001,Tunja,East,0.125,0,0.111,0.3,0.2125,0.0555,47404,28703,48,1387,3989,81531,-18701,0.35205014,0.581423017,-0.229372877,0.13713268,0,0.030443455,0.045665183,0,0,0,0,0.013713268,0.21175248,0.163021815,0.198468886,0.241357681
289,05088,05,088,BELLO,2018,147758418,6.358841086,-75.58973588,Antioquia,Valle del aburra,0.051278662,0.520448264,0.455392231,0,0,0.520448264,0.065056033,0.520448264,0.462678507,0,NA,0.125,NA,1,NA,0.889,NA,0,5667.458843,289,141680.0803,0.99904489,0.982174688,0.874164279,0.110893983,0,0.99904489,0.124880611,0.666362942,0.99904489,0,0.859402852,0.10902139,0,0.982174688,0.122771836,0.655110517,0.982174688,0,11.40789604,267.4157715,0.473262032,0.177473262,0,0,0.283957219,Región Eje Cafetero - Antioquia,5,Antioquia,5.088,Bello,North,0.25,0.222,0.333,0.1,0.175,0.2775,41733,123720,216,3143,11100,179912,81987,0.687669527,0.231963404,0.455706123,0.60730187,0,0.134821015,0.202231523,0,0,0,0,0.060730187,0.241262027,0.205175148,0.24751059,0.243413795
1111,25307,25,307,GIRARDOT,2018,130155346.2,4.338154518,-74.81143922,Cundinamarca,Alto magdalena,0.055346571,0.52206882,0.456810217,0,0,0.52206882,0.065258602,0.52206882,0.464119181,0,NA,0.125,NA,1,NA,0.889,NA,0,1549.208613,1111,59084.77742,0.756446991,0.930481283,0.661891117,0.083965616,0,0.756446991,0.094555874,0.504550143,0.756446991,0,0.814171123,0.103283422,0,0.930481283,0.11631016,0.620631016,0.930481283,0,15.07141018,68.37893677,0.065062389,0.024398396,0,0,0.039037433,Región Centro Oriente,25,Cundinamarca,25.307,Girardot,East,0.125,0,0.111,0.3,0.2125,0.0555,16068,28868,38,913,1993,47880,12800,0.602923977,0.335588972,0.267335004,0.437221728,0,0.097063224,0.145594835,0,0,0,0,0.043722173,0.200243562,0.16788081,0.206399412,0.229413714
331,05266,05,266,ENVIGADO,2018,77996703.23,6.154394922,-75.54686779,Antioquia,Valle del aburra,0.05716458,0.522792953,0.457443834,0,0,0.522792953,0.065349119,0.522792953,0.464762936,0,NA,0.125,NA,1,NA,0.889,NA,0,8983.044416,331,141680.0803,0.99904489,0.992869875,0.874164279,0.110893983,0,0.99904489,0.124880611,0.666362942,0.99904489,0,0.868761141,0.110208556,0,0.992869875,0.124108734,0.662244207,0.992869875,0,15.92576885,248.753891,0.428698752,0.160762032,0,0,0.257219251,Región Eje Cafetero - Antioquia,5,Antioquia,5.266,Envigado,North,0.25,0.222,0.333,0.1,0.175,0.2775,25879,109479,114,1648,8716,145836,83600,0.750699416,0.177452755,0.573246661,0.734639359,0,0.163089938,0.244634907,0,0,0,0,0.073463936,0.240803108,0.210041957,0.254408465,0.243293252
484,08685,08,685,SANTO TOMÁS,2018,65003005.96,10.74404824,-74.79479553,Atlántico,Centro oriente,0.058131348,0.523177998,0.457780748,0,0,0.523177998,0.06539725,0.523177998,0.46510524,0,NA,0.125,NA,1,NA,0.889,NA,0,232.9740996,484,43368.86617,0.64565425,0.676470588,0.564947469,0.071667622,0,0.64565425,0.080706781,0.430651385,0.64565425,0,0.591911765,0.075088235,0,0.676470588,0.084558824,0.451205882,0.676470588,0,30.9278183,704.9274292,0.963458111,0.361296791,0,0,0.578074866,Región Caribe,8,Atlántico,8.685,Santo Tomás,North,0.25,0.222,0.333,0.1,0.175,0.2775,7709,4387,14,60,267,12437,-3322,0.352737799,0.619844014,-0.267106215,0.118432769,0,0.026292075,0.039438112,0,0,0,0,0.011843277,0.226368172,0.162220524,0.189251743,0.236195841
533,20060,20,060,BOSCONIA,2018,586209172.1,9.946391309,-73.86628815,Cesar,Noroccidental,0.058617759,0.523371718,0.457950253,0,0,0.523371718,0.065421465,0.523371718,0.465277457,0,NA,0.125,NA,1,NA,0.889,NA,0,267.2675241,533,21262.81049,0.434574976,0.717468806,0.380253104,0.048237822,0,0.434574976,0.054321872,0.289861509,0.434574976,0,0.627785205,0.079639037,0,0.717468806,0.089683601,0.478551693,0.717468806,0,54.31758499,615.9626465,0.909982175,0.341243316,0,0,0.545989305,Región Caribe,20,Cesar,20.06,Bosconia,North,0.25,0.222,0.333,0.1,0.175,0.2775,5950,7296,10,107,190,13553,1346,0.538330997,0.439017192,0.099313805,0.31967943,0,0.070968833,0.10645325,0,0,0,0,0.031967943,0.22901048,0.17181641,0.202774939,0.239849721
486,08770,08,770,SUAN,2018,42558058.17,10.31085035,-74.90713308,Atlántico,Sur,0.058710217,0.523408539,0.457982472,0,0,0.523408539,0.065426067,0.523408539,0.465310192,0,NA,0.125,NA,1,NA,0.889,NA,0,70.23336611,486,43368.86617,0.64565425,0.271836007,0.564947469,0.071667622,0,0.64565425,0.080706781,0.430651385,0.64565425,0,0.237856506,0.030173797,0,0.271836007,0.033979501,0.181314617,0.271836007,0,77.03324127,659.9978638,0.932263815,0.34959893,0,0,0.559358289,Región Caribe,8,Atlántico,8.77,Suan,North,0.25,0.222,0.333,0.1,0.175,0.2775,1373,3108,1,15,74,4571,1735,0.679938744,0.30037191,0.379566834,0.537845058,0,0.119401603,0.179102404,0,0,0,0,0.053784506,0.174355435,0.134537319,0.156156075,0.188548418
272,66170,66,170,DOSQUEBRADAS,2018,70128866.84,4.842021144,-75.66993655,Risaralda,Uno - vertiente oriental,0.059389073,0.523678892,0.458219031,0,0,0.523678892,0.065459862,0.523678892,0.465550535,0,NA,0.125,NA,1,NA,0.889,NA,0,2719.427591,272,15876.72965,0.261700096,0.958110517,0.228987584,0.029048711,0,0.261700096,0.032712512,0.174553964,0.261700096,0,0.838346702,0.106350267,0,0.958110517,0.119763815,0.639059715,0.958110517,0,10.3519125,171.0275421,0.24688057,0.092580214,0,0,0.148128342,Región Eje Cafetero - Antioquia,66,Risaralda,66.17,Dosquebradas,North,0.25,0.222,0.333,0.1,0.175,0.2775,30682,52115,170,2089,5357,90413,21433,0.576410472,0.339353854,0.237056618,0.411398041,0,0.091330365,0.136995548,0,0,0,0,0.041139804,0.228046203,0.197802405,0.236707075,0.221382194
938,41001,41,001,NEIVA,2018,1269827167,2.993360046,-75.27236232,Huila,Norte,0.059872635,0.523871462,0.45838753,0,0,0.523871462,0.065483933,0.523871462,0.46572173,0,NA,0.125,NA,1,NA,0.889,NA,0,5846.027324,938,15989.26331,0.29703916,0.983957219,0.259909265,0.032971347,0,0.29703916,0.037129895,0.198125119,0.29703916,0,0.860962567,0.109219251,0,0.983957219,0.122994652,0.656299465,0.983957219,0,0,194.9178619,0.298573975,0.111965241,0,0,0.179144385,Región Centro Sur,41,Huila,41.001,Neiva,South,0.25,0,0,0.5,0.375,0,64099,80327,120,2112,5864,152522,16228,0.526658449,0.420260684,0.106397766,0.322350846,0,0.071561888,0.107342832,0,0,0,0,0.032235085,0.23372424,0.170119008,0.194627723,0.277401019
473,08433,08,433,MALAMBO,2018,97942337.28,10.84828864,-74.80617555,Atlántico,Norte,0.064936079,0.525887553,0.460151609,0,0,0.525887553,0.065735944,0.525887553,0.467514035,0,NA,0.125,NA,1,NA,0.889,NA,0,1898.996481,473,43368.86617,0.64565425,0.941176471,0.564947469,0.071667622,0,0.64565425,0.080706781,0.430651385,0.64565425,0,0.823529412,0.104470588,0,0.941176471,0.117647059,0.627764706,0.941176471,0,18.32887268,717.6071777,0.972370766,0.364639037,0,0,0.58342246,Región Caribe,8,Atlántico,8.433,Malambo,North,0.25,0.222,0.333,0.1,0.175,0.2775,20302,11660,53,195,539,32749,-8642,0.356041406,0.619927326,-0.26388592,0.121994657,0,0.027082814,0.040624221,0,0,0,0,0.012199466,0.260212883,0.188400708,0.222789341,0.270335744
564,44874,44,874,VILLANUEVA,2018,260095936.6,10.58364755,-72.97520286,La Guajira,Sur,0.065547168,0.526130824,0.460364471,0,0,0.526130824,0.065766353,0.526130824,0.467730302,0,NA,0.125,NA,1,NA,0.889,NA,0,119.9507506,564,11881.87782,0.094555874,0.451871658,0.08273639,0.010495702,0,0.094555874,0.011819484,0.063068768,0.094555874,0,0.395387701,0.050157754,0,0.451871658,0.056483957,0.301398396,0.451871658,0,79.93309784,695.5577393,0.959893048,0.359959893,0,0,0.575935829,Región Caribe,44,La Guajira,44.874,Villanueva,North,0.25,0.222,0.333,0.1,0.175,0.2775,4399,5185,7,103,157,9851,786,0.526342503,0.446553649,0.079788854,0.299198575,0,0.066422084,0.099633126,0,0,0,0,0.029919858,0.198495297,0.145763632,0.169029386,0.210482271
891,54553,54,553,PUERTO SANTANDER,2018,44945401.03,8.329138642,-72.41119066,Norte de Santander,Oriental,0.066337332,0.526445369,0.460639698,0,0,0.526445369,0.065805671,0.526445369,0.468009933,0,NA,0.125,NA,1,NA,0.889,NA,0,75.75720911,891,15442.66754,0.222540592,0.302139037,0.194723018,0.024702006,0,0.222540592,0.027817574,0.148434575,0.222540592,0,0.264371658,0.033537433,0,0.302139037,0.03776738,0.201526738,0.302139037,0,19.49205017,476.5742493,0.764705882,0.286764706,0,0,0.458823529,Región Centro Oriente,54,Norte de Santander,54.553,Puerto Santander,East,0.125,0,0.111,0.3,0.2125,0.0555,527,4907,11,39,86,5570,4380,0.880969479,0.094614004,0.786355476,0.967052538,0,0.214685663,0.322028495,0,0,0,0,0.096705254,0.155043639,0.1220244,0.150397183,0.210514149
