event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,admin1c,admin2c,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
COL18060,25-Oct-22,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,Norte de Santander,Abrego,,NORTE DE SANTANDER,ABREGO,Abrego,8.0818,-73.2217,2,La Opinion (Colombia),Subnational,"On 25 October 2022, near Abrego municipality (Norte de Santander), truck drivers blocked the Cucuta - Ocana highway to protest against the bad state of the road and demand the investment of resources to repair it.",0,crowd size=no report,1667241725
COL2730,1-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Government of Colombia (2018-2022),6,,,0,60,,170,South America,Colombia,Norte de Santander,Abrego,,NORTE DE SANTANDER,ABREGO,Guamal,8.2132,-73.1171,2,El Universal (Colombia),National,"On 1 September 2020, in the bridge Boton de Leiva, Magdalena department, a group of Mayors and residents protested to demand from the regional government more resources and better highways. Protesters informed that it is about 20 kilometers in bad condition, from San Fernando to El Banco municipality.",0,crowd size=no report,1660599327
COL2003,20-Feb-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,Norte de Santander,Abrego,,NORTE DE SANTANDER,ABREGO,Abrego,8.0818,-73.2217,1,La Opinion (Colombia),Subnational,"On 20 February 2020, in Abrego, Norte de Santander, residents peacefully protested to demand peace in the region. Residents demanded actions to avoid the increase of social and armed conflicts in the department of Norte de Santander.",0,crowd size=no report,1649356001
COL3693,28-Nov-18,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,Norte de Santander,Abrego,,NORTE DE SANTANDER,ABREGO,Abrego,8.0818,-73.2217,2,Caracol Radio,National,"On 28 November 2018, truck drivers staged a protest on the road between Ocana and Sardinata, in sector Los Pinitos, Abrego (Abrego, Norte De Santander), against the increase on the price of fuel and other matters.",0,,1618527976
COL3592,27-Nov-18,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,Norte de Santander,Abrego,,NORTE DE SANTANDER,ABREGO,Abrego,8.0818,-73.2217,1,Caracol Radio,National,"On 27 November 2018, truck drivers staged a protest at Km. 45 on the road Ocana-Sardinata in Abrego (Abrego, Norte De Santander) against the increase on the price of fuel and other matters.",0,,1618527973
COL9763,22-Jan-22,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,Meta,Acacias,,META,ACACIAS,Acacias,3.9901,-73.7659,2,El Tiempo (Colombia),National,"On 22 January 2022, in the rural area of Acacias municipality (Meta), businessmen and other citizens protested against the increase in toll prices in the department. Citizens parked their vehicles along the highway that connects the city of Villavicencio with the Ocoa toll for several hours, claiming that previous agreements with local authorities included holding last year's rates.",0,crowd size=no report,1643662936
COL3821,8-Nov-18,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,Meta,Acacias,,META,ACACIAS,Acacias,3.9901,-73.7659,1,Extra Llano,National,"On 8 November 2018, workers from Ecopetrol staged a protest in Acacias (Acacias, Meta) against the company's practice or hiring people from other parts of the region, violating Decree 1668 regarding hiring local staff from the municipalities in which such projects are located.",0,,1607554966
COL433,1-Apr-19,2019,3,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,Choco,Acandi,,CHOCO,ACANDI,Acandi,8.5114,-77.2801,1,El Colombiano,National,"In April 2019, it was reported protest of the citizens of Acandi in Choco, due to the increasing number of migrants that have to camp in public areas of the municipality. The people claims for the local authorities to implement shelters to attend the massive arrival of migrants from other countries that want to reach the USA through the Darien.",0,crowd size=no reported,1582839939
COL323,15-Mar-19,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,Choco,Acandi,,CHOCO,ACANDI,Acandi,8.5114,-77.2801,1,El Espectador,National,"March 15, 2019. In Acandi, Choco, protesters are blocking the flow of migrants. The protesters ask for the national and local governments to take care of the migrants and the public services of the population, especially water. More than 120 Cubans are blocked and need to leave the country before their temporary permits expire, otherwise they can be deported to Cuba.",0,crowd size=no report,1582839943
COL17245,19-Aug-22,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia),6,,,0,60,,170,South America,Colombia,Bolivar,Achi,,BOLIVAR,ACHI,Achi,8.5673,-74.5553,1,El Universal (Colombia),National,"On 19 August 2022, in Achi (Bolivar), for the second consecutive day, farmers held a protest in front of the Agrarian Bank to demand the transfer of subsidies to deal with the damages and floods caused by the winter. They claimed that the previous Ivan Duque administration blocked the transfer of these subsidies.",0,crowd size=no report,1663006807
COL17216,18-Aug-22,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia),6,,,0,60,,170,South America,Colombia,Bolivar,Achi,,BOLIVAR,ACHI,Achi,8.5673,-74.5553,1,El Tiempo (Colombia),National,"On 18 August 2022, in Achi (Bolivar), farmers held a protest in front of the Agrarian Bank to demand the transfer of subsidies to deal with the damages and floods caused by the winter. They claimed that the previous Ivan Duque administration blocked the transfer of these subsidies.",0,crowd size=no report,1663006807
COL11665,6-Jul-22,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Health Workers (Colombia),6,,,0,60,,170,South America,Colombia,Bolivar,Achi,,BOLIVAR,ACHI,Achi,8.5673,-74.5553,1,El Universal (Colombia),National,"On 6 July 2022, in Achi (Bolivar), health workers at the San Jose de Achi hospital protested outside the premises to demand the payment of bonuses, vacations and severance packages.",0,crowd size=no report,1657561996
COL5791,17-Mar-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia),6,,,0,60,,170,South America,Colombia,Bolivar,Achi,,BOLIVAR,ACHI,Achi,8.5673,-74.5553,1,El Universal (Colombia),National,"On 17 March 2021, in Achi, Bolivar department, Farmers from the El Corcovado vereda protested against the poor infrastructure in rural areas. The group gathered near the city hall to demand more investment in better roads and health services for rural communities.",0,crowd size=no report,1616441424
COL7567,30-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,,170,South America,Colombia,Cesar,Aguachica,,CESAR,AGUACHICA,Aguachica,8.3103,-73.599,1,El Tiempo (Colombia),National,"On 30 May 2021, in Aguachica (Cesar), demonstrators blocked roads during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others.",0,crowd size=no report,1623094937
COL7392,25-May-21,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,Cesar,Aguachica,,CESAR,AGUACHICA,Aguachica,8.3103,-73.599,1,El Heraldo (Colombia),National,"Around 25 May 2021, in Aguachica (Cesar), residents protested against the abduction of a teenager kidnapped over the weekend by unidentified perpetrators. The group marched to demand advances in the police investigation and the release of the victim.",0,crowd size=no report,1622481034
COL6272,5-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,,170,South America,Colombia,Cesar,Aguachica,,CESAR,AGUACHICA,Aguachica,8.3103,-73.599,2,El Espectador,National,"On 5 May 2021, around Aguachica municipality, Cesar department, at least 1,000 citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country.",0,crowd size=at least 1000,1620677215
COL6273,6-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,,170,South America,Colombia,Caldas,Aguadas,,CALDAS,AGUADAS,Aguadas,5.6133,-75.4589,1,El Tiempo (Colombia),National,"On 6 May 2021, in Aguadas, Caldas department, 40 people gathered in the El Pito vereda to join in an anti-government demonstration organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country.",0,crowd size=40,1620677216
COL5315,13-Jan-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Women (Colombia),6,,,0,60,,170,South America,Colombia,Caldas,Aguadas,,CALDAS,AGUADAS,Aguadas,5.6133,-75.4589,1,La Patria,Subnational,"On 13 January 2021, in Aguadas, Caldas department, women protested against gender-based violence. The group organized a candle vigil to demand justice for one child killed in a case of domestic violence and femicide.",0,crowd size=no report,1611601421
COL7618,1-Jun-21,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,,170,South America,Colombia,Casanare,Aguazul,,CASANARE,AGUAZUL,Aguazul,5.1727,-72.5463,2,Diario La Libertad,National,"Around 1 June 2021 (as reported), in Aguazul municipality (Casanare), peaceful protesters rallied during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms, among others. Reports claimed that protesters blocked some of the roads in the municipality for several days.",0,crowd size=no report,1623094936
COL6841,10-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,,170,South America,Colombia,Casanare,Aguazul,,CASANARE,AGUAZUL,Aguazul,5.1727,-72.5463,1,El Tiempo (Colombia),National,"On 10 May 2021, in Aguazul, Casanare department, citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country.",0,crowd size=no report,1621881913
COL18931,23-Jan-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,Cesar,Agustin Codazzi,,CESAR,AGUSTIN CODAZZI,Agustin Codazzi,10.0405,-73.2384,1,El Tiempo (Colombia),National,"On 23 January 2023, in Agustin Codazzi (Cesar), miners blocked the highway to protest against unemployment and insecurity in the area. They demanded the presence of President Gustavo Petro to find a solution to these issues. They also demanded the re-opening of the mining blocks that used to be exploited by the Glencore company.",0,crowd size=no report,1675118558
COL985,16-Jul-19,2019,2,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Students (Colombia); Teachers (Colombia),6,,,0,60,,170,South America,Colombia,Cesar,Agustin Codazzi,,CESAR,AGUSTIN CODAZZI,Agustin Codazzi,10.0405,-73.2384,1,El Espectador,National,"In the week of July 16, 2019, students and teachers of a local school in the town and municipality of Codazzi, Cesar, protested against the absence of a school food program in their institution.",0,crowd size=no report,1618528065
COL626,5-May-19,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,Cesar,Agustin Codazzi,,CESAR,AGUSTIN CODAZZI,Agustin Codazzi,10.0405,-73.2384,1,Toito por Codazzi,Subnational,"On 5 May 2019, in Agustin Codazzi, Cesar, locals staged a protest march against the killing of a social leader and activist of the area, in the same week.",0,crowd size=no report,1618528049
COL6274,5-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,,170,South America,Colombia,Cundinamarca,Alban,,CUNDINAMARCA,ALBAN,Alban,4.878,-74.4383,1,El Tiempo (Colombia),National,"On 5 May 2021, in Alban, Cundinamarca department, a group of citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. There were road blockades at different areas of the city.",0,crowd size=no report,1620677216
COL19941,29-Mar-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,2,Diario del Norte,Subnational,"On 29 March 2023, between Albania and Maicao municipalities (coded to Albania, La Guajira), for the second consecutive day, members of the Wayuu Indigenous community blocked the highway that connects both municipalities to demonstrate for their rights. They also protested against the non-compliance of authorities with a constitutional court ruling regarding malnutrition of Wayuu children.",0,crowd size=no report,1680546529
COL19942,29-Mar-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Cuestecitas,11.1808,-72.6197,2,Diario del Norte,Subnational,"On 29 March 2023, between Cuestecitas corregimiento and Riohacha municipality (coded to Cuestecitas, La Guajira), for the third consecutive day, members of the Wayuu Indigenous community blocked the highway at kilometer 18 to demonstrate for their rights. They also protested against the non-compliance of authorities with a constitutional court ruling regarding malnutrition of Wayuu children.",0,crowd size=no report,1680546529
COL19922,28-Mar-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,2,Diario del Norte,Subnational,"On 28 March 2023, between Albania and Maicao municipalities (coded to Albania, La Guajira), members of the Wayuu Indigenous community blocked the highway that connects both municipalities to demonstrate for their rights. They also protested against the non-compliance of authorities with a constitutional court ruling regarding malnutrition of Wayuu children.",0,crowd size=no report,1680546529
COL19923,28-Mar-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Cuestecitas,11.1808,-72.6197,2,Diario del Norte; El Heraldo (Colombia),Subnational-National,"On 28 March 2023, between Cuestecitas corregimiento and Riohacha municipality (coded to Cuestecitas, La Guajira), for the second consecutive day, members of the Wayuu Indigenous community blocked the highway at kilometer 18 to demonstrate for their rights. They also protested against the non-compliance of authorities with a constitutional court ruling regarding malnutrition of Wayuu children.",0,crowd size=no report,1680546529
COL19893,27-Mar-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,2,RCN Radio,National,"On 27 March 2023, in Albania municipality (La Guajira), members of the Wayuu Indigenous community demonstrated for their rights. They also protested against the non-compliance of authorities with a constitutional court ruling regarding malnutrition of Wayuu children.",0,crowd size=no report,1680546529
COL19894,27-Mar-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Cuestecitas,11.1808,-72.6197,2,Diario del Norte; El Heraldo (Colombia),Subnational-National,"On 27 March 2023, between Riohacha municipality and Cuestecitas corregimiento (coded to Cuestecitas, La Guajira), members of the Wayuu Indigenous community blocked the highway at the kilometer 18 to demonstrate for their rights. They also protested against the non-compliance of authorities with a constitutional court ruling regarding malnutrition of Wayuu children.",0,crowd size=no report,1680546529
COL18992,24-Jan-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,2,Diario del Norte; El Heraldo (Colombia),Subnational-National,"On 24 January 2023, between Maicao and Albania municipalities (coded to Albania, La Guajira), Wayuu Indigenous people blocked the road in the Paradero sector to demand the national government ensure the protection of children of the community because there are high rates of deaths caused by malnutrition among Wayuu children.",0,crowd size=no report,1681760265
COL20300,18-Jan-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Cuestecitas,11.1808,-72.6197,2,Diario del Norte,Subnational,"On 18 January 2023, between Cuestecitas and La Florida corregimientos (coded to Cuestecitas, La Guajira), truck drivers blocked the highway to demonstrate against the non-compliance of municipal authorities with agreements reached back in December 2022. They also demonstrated against the bad state of the road.",0,crowd size=no report,1682446885
COL18836,11-Jan-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Cuestecitas,11.1808,-72.6197,2,El Heraldo (Colombia),National,"On 11 January 2023, around Cuestecitas corregimiento (La Guajira), transportation workers blocked the road that connects Albania municipality with the south of the department to protest against the delays in the building of a part of the Cuestecitas - Riohacha road.",0,crowd size=no report,1673905430
COL18225,8-Nov-22,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,2,El Heraldo (Colombia),National,"On 8 November 2022, in Albania municipality (La Guajira), drivers that work at a school transportation company blocked the entrance to the municipality and to the Akuaipa Indigenous school to demand the payment of five months of salary they are owed.",0,crowd size=no report,1668459204
COL17854,13-Oct-22,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,1,El Colombiano; El Heraldo (Colombia),National,"On 13 October 2022, in Albania (La Guajira), more than 800 miners from the Cerrejon company marched through the streets of the municipality to protest against the tax reform proposed by the national government.",0,crowd size=more than 800,1666032892
COL11218,16-May-22,2022,2,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,2,El Heraldo (Colombia),National,"Around 16 May 2022, in the rural area of Albania municipality (La Guajira), about 300 Wayuu indigenous people protested against an open-pit coal mine in the area. Indigenous authorities claimed the company failed to fulfill the agreements with the indigenous community to improve local infrastructure in return for carrying out activities in indigenous reserve lands. Additionally, the group raised concerns over health issues in the indigenous population due to high pollution in the air caused by the mine's activities.",0,crowd size=about 300,1653329891
COL7699,3-Jun-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,1,El Tiempo (Colombia),National,"On 3 June 2021, near Albania municipality, La Guajira, former workers blocked the Cerrejon railroad as part of a demonstration against the negotiations with the company. The blockade was lifted the next day.",0,crowd size=no report,1623094937
COL7680,2-Jun-21,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Wayuu Indigenous Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,2,El Tiempo (Colombia),National,"Around 2 June 2021 (as reported), in the Albania municipality (La Guajira), about 200 Wayuu indigenous people protested against an open-pit coal mine in the area. Indigenous authorities claimed the company failed to fulfill the agreements with the indigenous community to improve local infrastructure in return for carrying out activities in indigenous reserve lands. Additionally, the group raised concerns over health issues in the indigenous population due to high pollution in the air caused by the mine's activities.",0,crowd size=about 200,1623094937
COL7531,28-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,2,El Heraldo (Colombia),National,"On 28 May 2021, near Albania municipality (La Guajira), former workers at the Cerrejon coal mines ended 23 consecutive days of blocking the railroad to Puerto Bolivar to protest against massive layoffs at the mine and to demand their jobs back. The workers decided to lift the blockade after the company agreed to negotiations, and after a similar protest by indigenous demonstrators was dispersed in Puerto Bolivar.",0,crowd size=no report,1623094937
COL7333,23-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,2,El Tiempo (Colombia),National,"On 23 May 2021, near Albania municipality (La Guajira), for the 18th consecutive day, 226 former workers at the Cerrejon coal mines blocked the railroad to Puerto Bolivar to protest against massive layoffs at the mine and to demand their jobs back. The mine was forced to suspend operations as a result of the blockade.",0,crowd size=226,1622481034
COL7298,22-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,2,El Tiempo (Colombia),National,"On 22 May 2021, near Albania municipality (La Guajira), for the 17th consecutive day, 226 former workers at the Cerrejon coal mines blocked the railroad to Puerto Bolivar to protest against massive layoffs at the mine and to demand their jobs back.",0,crowd size=226,1622481034
COL7283,20-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,1,El Heraldo (Colombia),National,"On 20 May 2021, in Albania municipality (La Guajira), residents blocked the main entrance of a nearby mining company. The group demanded from the company to hire local labor. The group blocked access to the mine for several days.",0,crowd size=no report,1622481034
COL7278,6-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,2,El Tiempo (Colombia),National,"On 6 May 2021, near Albania municipality (La Guajira), 226 former workers at the Cerrejon coal mines blocked the railroad to Puerto Bolivar to protest against massive layoffs at the mine and to demand their jobs back. The protest continued for at least 18 days.",0,crowd size=226,1622481034
COL6275,5-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,1,El Heraldo (Colombia),National,"On 5 May 2021, in Albania, La Guajira department, nearly 200 former workers of a coal mining company blocked a road near the 4 de Noviembre locality to protest against the dismissals that took place last February.",0,crowd size=nearly 200,1620677216
COL868,25-Jun-19,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia); ONIC: National Indigenous Organization of Colombia,6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Albania,11.1575,-72.5985,1,El Espectador,National,"On 25 June 2019, a group of citizens protested in the town of Albania, La Guajira, The group demands improvements in the local health, education, and transport infrastructure. ONIC and SINTRACARBON workers union supported the protests.",0,crowd size=no report,1649356196
COL871,25-Jun-19,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia); ONIC: National Indigenous Organization of Colombia,6,,,0,60,,170,South America,Colombia,La Guajira,Albania,,LA GUAJIRA,ALBANIA,Cuestecitas,11.1808,-72.6197,1,El Espectador,National,"On 25 June 2019, a group of citizens protested in the town Cuestecita, municipality of Maicao, La Guajira, The group demands improvements in the local health, education, and transport infrastructure. ONIC and SINTRACARBON workers union supported the protests.",0,crowd size=no report,1649715688
COL17631,19-Sep-22,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,Tolima,Alpujarra,,TOLIMA,ALPUJARRA,La Arada,3.4549,-74.8848,1,El Nuevo Dia (Colombia),National,"On 19 September 2022, in La Arada (Tolima), residents of Alpujarra municipality held a protest on the Alpujarra - Delicias highway. They had a list of demands for the mayor, including some related to transportation, school food and repair works on the road.",0,crowd size=no report,1664226314
COL5925,5-Apr-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Farmers (Colombia); Government of Colombia (2018-2022),6,,,0,60,,170,South America,Colombia,Tolima,Alpujarra,,TOLIMA,ALPUJARRA,Alpujarra,3.3917,-74.9329,1,El Nuevo Dia (Colombia),National,"On 5 April 2021, near Alpujarra municipality, Tolima department, farmers protested against the demolition of the bridge that connects the municipality with Baraya (Huila). Protesters claimed that removing the structure would affect the transport of their products, and the mobility of residents. Members of the local government and city hall also participated in the protest.",0,crowd size=no report,1678830920
COL91,16-Jan-19,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,Tolima,Alpujarra,,TOLIMA,ALPUJARRA,Alpujarra,3.3917,-74.9329,1,El Tiempo (Colombia),National,A group of artisanal miners of Segovia an Remedios protested in the municipality of La Alpujarra in Antioquia on January 16th. The group opposed to a public letter of the multinational Gran Colombia Gold in which the company request police and military intervention to control illegal and artisanal mining in Colombia.,0,,1582839961
COL7679,2-Jun-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,,170,South America,Colombia,Huila,Altamira,,HUILA,ALTAMIRA,Altamira,2.0644,-75.7874,1,El Espectador,National,"On 2 June 2021, in Altamira (Huila), protesters blocked the road during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms, among others. The group allowed traffic on the road, following negotiation with the local ombudsman office.",0,crowd size=no report,1623094937
COL7286,21-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee,6,,,0,60,,170,South America,Colombia,Huila,Altamira,,HUILA,ALTAMIRA,Altamira,2.0644,-75.7874,2,El Tiempo (Colombia),National,"On 21 May 2021, near Altamira municipality (Huila), around 3000 protesters blocked the road between Altamira and Florencia (Caqueta) during demonstrations called by the National Strike Committee to demand health, education, and security reforms among others.",0,crowd size=around 3000,1622481034
COL20272,19-Apr-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,Tolima,Alvarado,,TOLIMA,ALVARADO,Alvarado,4.5681,-74.9534,2,El Nuevo Dia (Colombia),National,"On 19 April 2023, in the rural area of the Alvarado municipality (Tolima), residents protested against the poor condition of a bridge that connects the area with the municipality of Las Piedras. The protesters demanded works to improve the road infrastructure.",0,crowd size=no report,1682446885
COL6872,11-May-21,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),CNP: National Strike Committee; Labor Group (Colombia),6,,,0,60,,170,South America,Colombia,Tolima,Alvarado,,TOLIMA,ALVARADO,Alvarado,4.5681,-74.9534,1,El Nuevo Dia (Colombia),National,"On 11 May 2021, near Alvarado municipality, Tolima department, truck drivers and other citizens participated in an anti-government protest organized by the National Strike Committee. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality. The group used their vehicles to block the road in the area La Vara.",0,crowd size=no report,1621881913
COL11756,12-Jul-22,2022,2,Demonstrations,Protests,Peaceful protest,Protesters (Colombia),,6,,,0,60,,170,South America,Colombia,Tolima,Ambalema,,TOLIMA,AMBALEMA,Ambalema,4.7852,-74.7626,1,El Nuevo Dia (Colombia),National,"Around 12 July 2022 (as reported), in Ambalema (Tolima), residents marched through the streets to protest against the poor state of the roads and infrastructure. They demanded the presence of the governor of the department and the mayor.",0,crowd size=no report,1658162384
COL7854,5-Jun-21,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (Colombia),,6,Police Forces of Colombia (2018-2022),,1,16,,170,South America,Colombia,Valle del Cauca,Andalucia,,VALLE DEL CAUCA,ANDALUCIA,Andalucia,4.1706,-76.1664,1,El Tiempo (Colombia),National,"On 5 June 2021, in Andalucia (Valle del Cauca), police dispersed protesters blocking roads as part of ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others.",0,crowd size=no report,1660599327
